scenario_id,scenario_label,load_scale,generator_p_mw,generator_vm_pu,load_bus_2_mw,load_bus_2_mvar,load_bus_3_mw,load_bus_3_mvar,load_bus_4_mw,load_bus_4_mvar,load_bus_5_mw,load_bus_5_mvar,min_vm_pu,max_line_loading_percent,total_load_mw,total_reactive_load_mvar,total_line_loss_mw,ac_line_1_p_mw,ac_line_2_p_mw,ac_line_3_p_mw,ac_line_4_p_mw,ac_line_5_p_mw,ac_line_6_p_mw,ac_line_7_p_mw,dc_line_1_p_mw,dc_line_2_p_mw,dc_line_3_p_mw,dc_line_4_p_mw,dc_line_5_p_mw,dc_line_6_p_mw,dc_line_7_p_mw,line_1_abs_error_mw,line_2_abs_error_mw,line_3_abs_error_mw,line_4_abs_error_mw,line_5_abs_error_mw,line_6_abs_error_mw,line_7_abs_error_mw,mean_abs_line_error_mw,max_abs_line_error_mw,mean_relative_line_error_percent,critical_line,weak_bus
63,low_generation,1.3765,21.8094,1.0272,42.4165,13.6197,34.5146,12.2548,37.3122,12.5378,23.5761,7.3815,1.0076,138.823,137.8194,45.7938,2.94431,118.95431,61.41342,55.85715,5.87692,42.72274,11.0343,12.58971,116.01,61.17469,54.83531,6.06718,42.13011,10.88509,12.69101,2.94431,0.23873,1.02184,0.19026,0.59263,0.14921,0.1013,0.74832,2.94431,1.639,1,5
64,random_operating_point,0.9767,29.334,1.02158,32.2353,11.6431,26.8993,9.9096,31.0237,11.4328,16.2871,5.043,1.00736,90.806,106.4454,38.0285,1.33076,78.44216,44.02577,33.69614,3.20815,35.97868,8.00266,8.3061,77.1114,43.87661,33.23479,3.2922,35.66949,7.93799,8.34911,1.33076,0.14916,0.46135,0.08405,0.30919,0.06467,0.04301,0.34888,1.33076,1.173,1,5
65,high_load,1.4194,34.3633,1.00288,41.6677,14.2499,31.8806,10.7279,39.4111,15.6714,21.7542,6.9074,0.98638,117.858,134.7136,47.5566,2.21094,102.56124,57.32853,44.01804,4.12929,46.29268,10.75932,11.03274,100.3503,56.94331,43.40699,4.21073,45.88969,10.68931,11.06489,2.21094,0.38522,0.61105,0.08144,0.40299,0.07001,0.03215,0.54197,2.21094,1.143,1,5
66,redistributed_load,0.963,40.4309,1.00315,25.0187,9.5667,23.5948,8.3104,31.5774,10.7527,20.609,6.8483,0.99136,72.088,100.7999,35.4781,0.93119,61.30019,38.41715,22.42958,3.09108,39.21251,10.56483,10.07718,60.369,38.17267,22.19633,3.08982,39.03243,10.54485,10.06415,0.93119,0.24448,0.23325,0.00126,0.18008,0.01998,0.01303,0.2319,0.93119,0.573,1,5
67,random_operating_point,1.1355,44.6427,1.01245,37.4281,14.241,25.9661,8.8222,28.231,9.4065,21.3605,7.459,0.99717,79.535,112.9857,39.9287,1.16083,69.50383,45.09569,23.8548,-1.07855,42.46449,12.95499,8.44153,68.343,44.85469,23.48831,-1.03406,42.16491,12.89985,8.46065,1.16083,0.241,0.36649,0.04449,0.29958,0.05514,0.01911,0.31238,1.16083,1.318,1,5
68,random_operating_point,0.9672,41.7421,1.01336,31.6966,11.2875,27.0007,8.6747,25.9336,8.5299,17.1289,6.0067,1.00098,69.642,101.7598,34.4988,0.86673,60.88443,38.82896,21.63119,-0.17926,36.31907,10.06326,7.08836,60.0177,38.65108,21.36662,-0.14727,36.10802,10.02716,7.10174,0.86673,0.17789,0.26457,0.03199,0.21104,0.0361,0.01338,0.22881,0.86673,3.154,1,5
69,random_operating_point,1.0448,38.5189,1.0128,33.8876,12.0878,22.9443,8.524,28.8972,10.7287,16.183,5.9233,0.99955,73.641,101.9121,37.2638,0.96926,64.36246,40.94098,22.94711,0.01926,38.46124,9.41921,6.78431,63.3932,40.74448,22.64872,0.05638,38.22332,9.3825,6.8005,0.96926,0.1965,0.29839,0.03712,0.23792,0.03672,0.01619,0.25601,0.96926,28.181,1,5
70,high_load,1.232,36.714,1.00641,35.8469,11.9517,25.9809,8.9552,28.4919,9.567,21.6813,8.0144,0.99232,88.15,112.001,38.4883,1.3104,76.5974,46.30977,29.6084,0.72062,40.24848,12.30046,9.41793,75.287,46.03303,29.25397,0.75778,39.98707,12.25295,9.42835,1.3104,0.27673,0.35444,0.03716,0.26141,0.04751,0.01042,0.3283,1.3104,1.401,1,5
71,random_operating_point,0.9554,43.3619,1.00137,28.7789,10.2452,25.8944,8.84,26.9217,9.4719,17.177,6.2687,0.99083,67.464,98.772,34.8258,0.81199,56.22209,36.76281,19.06257,0.38871,36.48918,9.81939,7.38046,55.4101,36.52442,18.88568,0.37891,36.35318,9.81039,7.36661,0.81199,0.23839,0.17689,0.0098,0.136,0.009,0.01385,0.19942,0.81199,0.885,1,5
72,random_operating_point,1.2242,44.2277,1.01806,39.5454,14.9281,29.7275,10.4555,36.76,13.6283,23.2059,8.2393,0.99923,99.509,129.2388,47.2512,1.73385,86.74495,52.43699,33.44233,1.89607,47.79282,12.65584,10.59352,85.0111,52.18165,32.82945,1.99449,47.32965,12.56413,10.64177,1.73385,0.25534,0.61289,0.09842,0.46317,0.09171,0.04825,0.47195,1.73385,1.665,1,5
73,random_operating_point,1.2187,25.788,1.0144,38.6952,14.0831,26.8621,9.4297,37.2204,13.8743,22.0749,7.4159,0.99681,115.874,124.8526,44.803,2.13535,101.19995,55.27945,44.74637,4.70923,43.43376,10.68633,11.42873,99.0646,55.00715,44.05745,4.82644,42.98335,10.58939,11.48551,2.13535,0.2723,0.68892,0.11721,0.45041,0.09694,0.05678,0.54541,2.13535,1.296,1,5
74,random_operating_point,1.3277,25.7557,1.01966,41.398,14.3168,31.7484,10.3744,43.2845,15.8447,21.0688,7.4131,1.00019,131.782,137.4997,47.949,2.71424,114.45824,60.50106,52.43914,6.66546,46.09718,9.19614,11.91205,111.744,60.2267,51.5173,6.83168,45.5246,9.07178,11.99702,2.71424,0.27435,0.92184,0.16622,0.57258,0.12436,0.08497,0.69408,2.71424,1.483,1,5
75,high_load,1.2769,35.167,1.02584,40.3623,13.8929,33.493,11.6142,33.0688,12.3031,23.2236,7.6437,1.00694,113.13,130.1477,45.4539,2.07327,97.05397,54.37765,41.55841,2.65099,42.97953,12.32202,10.94574,94.9807,54.17361,40.80709,2.79146,42.48109,12.20374,11.01986,2.07327,0.20404,0.75133,0.14047,0.49844,0.11827,0.07412,0.55142,2.07327,1.774,1,5
76,random_operating_point,1.0253,25.8548,1.01504,33.2551,10.8795,23.527,7.3592,26.9918,9.9256,18.6183,5.76,1.00184,89.101,102.3922,33.9243,1.27396,77.81136,44.19672,32.92048,1.95504,35.12162,9.94166,8.70339,76.5374,44.00647,32.53093,2.01873,34.85873,9.88565,8.73265,1.27396,0.19025,0.38956,0.06368,0.2629,0.05601,0.02926,0.32366,1.27396,1.165,1,5
77,low_generation,1.1076,26.5903,1.02011,32.2371,11.524,26.0991,8.7381,31.8933,11.1608,21.2483,7.6582,1.00399,99.748,111.4778,39.0811,1.60162,86.48912,47.63126,37.98846,4.21646,38.29361,10.43266,10.85277,84.8875,47.44775,37.43975,4.31093,37.93095,10.34858,10.89972,1.60162,0.18351,0.54871,0.09447,0.36266,0.08408,0.04696,0.41743,1.60162,1.158,1,5
78,random_operating_point,0.723,35.415,1.00279,26.5506,9.2493,18.0813,6.2409,20.216,7.4234,15.4953,5.7364,0.99399,55.692,80.3432,28.65,0.5682,45.4964,31.2835,13.94302,-1.30946,31.25215,9.62836,5.8855,44.9282,31.09634,13.83186,-1.32458,31.16556,9.62498,5.87032,0.5682,0.18716,0.11116,0.01512,0.08659,0.00338,0.01518,0.14097,0.5682,0.624,1,5
79,random_operating_point,1.2,33.3579,1.02364,43.0898,16.4369,32.0311,11.6848,35.06,13.1607,20.0748,6.5321,1.00484,114.732,130.2557,47.8145,2.12703,99.02483,55.48136,42.39337,2.4289,43.46605,10.58641,9.5227,96.8978,55.26867,41.62913,2.57691,42.95593,10.47283,9.60197,2.12703,0.21268,0.76425,0.14801,0.51012,0.11358,0.07926,0.56499,2.12703,1.929,1,5
80,high_load,1.2309,28.5079,1.01402,42.193,15.0164,27.9447,9.9248,35.0698,11.9534,23.3582,8.4997,0.9958,117.037,128.5657,45.3943,2.19277,102.25057,56.94287,44.10981,3.07201,44.44035,12.20005,11.20323,100.0578,56.64916,43.40864,3.19313,43.97184,12.09517,11.26303,2.19277,0.29371,0.70117,0.12112,0.4685,0.10487,0.0598,0.56314,2.19277,1.52,1,5
81,random_operating_point,1.3268,30.6191,1.00767,49.2719,17.17,32.7256,11.3546,38.7433,13.2745,24.9357,8.1583,0.98846,134.861,145.6765,49.9574,2.85912,117.91652,64.95961,51.36565,3.15588,48.96024,13.08265,11.90385,115.0574,64.54334,50.51406,3.29888,48.40756,12.96314,11.97256,2.85912,0.41627,0.85159,0.14299,0.55268,0.11951,0.06871,0.71584,2.85912,1.696,1,5
82,random_operating_point,1.0323,45.1108,1.01383,30.9949,10.7964,23.3571,8.131,33.9184,12.7825,19.0479,6.422,0.99949,72.283,107.3183,38.1319,0.99638,63.20388,41.38132,21.36545,1.47028,43.06476,10.4139,8.66179,62.2075,41.16823,21.03927,1.50144,42.79297,10.37601,8.67189,0.99638,0.21309,0.32618,0.03117,0.27178,0.03788,0.01009,0.26951,0.99638,0.978,1,5
83,random_operating_point,1.183,36.7177,1.00785,36.4674,13.7779,30.5904,11.2444,38.196,13.5657,21.5342,6.8042,0.99193,105.213,126.788,45.3922,1.80957,91.87987,52.22614,38.68545,4.32214,44.64823,10.54329,11.02797,90.0703,51.92249,38.14781,4.39608,44.27511,10.47519,11.05901,1.80957,0.30365,0.53764,0.07395,0.37312,0.06809,0.03103,0.45672,1.80957,1.059,1,5
84,low_generation,1.3457,24.6063,1.02104,46.3205,16.7995,31.8922,10.9099,37.4548,14.8654,21.4094,7.1423,1.00104,132.838,137.0769,49.7171,2.75341,115.22401,61.60362,52.07803,3.94986,44.43696,10.66071,10.78831,112.4706,61.33614,51.13446,4.1318,43.84856,10.52556,10.88384,2.75341,0.26748,0.94357,0.18194,0.5884,0.13515,0.09554,0.70935,2.75341,1.817,1,5
85,high_load,1.1642,30.7546,1.00575,36.7088,13.3817,25.0108,8.3679,33.5551,13.2084,21.4146,6.6714,0.99075,100.585,116.6893,41.6294,1.64814,87.58284,50.29217,36.40601,2.88775,42.00757,11.13739,10.31295,85.9347,49.99068,35.94402,2.94695,41.68782,11.07967,10.33493,1.64814,0.30149,0.46199,0.0592,0.31974,0.05772,0.02198,0.41004,1.64814,1.042,1,5
86,random_operating_point,0.8191,45.461,1.00657,25.7987,9.896,22.6107,7.4352,24.1789,8.0139,13.306,4.4796,0.99768,49.293,85.8943,29.8247,0.493,40.9263,30.03864,10.67622,-1.00828,33.51327,8.21369,5.10559,40.4333,29.87184,10.56146,-1.02163,33.41176,8.21122,5.09478,0.493,0.1668,0.11477,0.01336,0.10151,0.00246,0.01082,0.12896,0.493,0.672,1,5
87,random_operating_point,1.3142,33.7215,1.01178,42.8439,13.6234,28.8659,10.4733,39.7838,15.1815,19.2357,6.1808,0.99498,113.311,130.7293,45.459,2.07305,99.08085,56.26177,41.69602,3.34504,46.35029,9.65786,9.60756,97.0078,55.94729,41.06051,3.44767,45.91611,9.57998,9.65572,2.07305,0.31448,0.6355,0.10263,0.43418,0.07788,0.04816,0.52655,2.07305,1.355,1,5
88,redistributed_load,1.1962,38.7304,1.00039,39.8328,14.434,33.2665,10.8819,41.4499,15.1595,22.9914,8.2258,0.98342,116.589,137.5406,48.7012,2.19498,101.00518,57.00881,42.80807,4.80751,48.0772,11.16677,11.8682,98.8102,56.60144,42.20876,4.87629,47.67266,11.09905,11.89235,2.19498,0.40737,0.59931,0.06878,0.40454,0.06772,0.02415,0.53812,2.19498,1.053,1,5
89,random_operating_point,1.1447,36.8919,1.00382,36.0691,13.7765,25.6922,9.3752,28.6942,10.349,19.4325,6.7324,0.9904,86.131,109.888,40.2331,1.24917,74.24527,45.21308,28.38412,0.46972,39.49939,11.10376,8.3582,72.9961,44.93614,28.05996,0.49997,39.25966,11.06542,8.36708,1.24917,0.27693,0.32416,0.03024,0.23973,0.03834,0.00888,0.30964,1.24917,1.562,1,5
90,high_load,1.2111,32.8651,1.01629,42.2937,16.2239,28.8203,10.1109,29.8717,11.5585,22.8134,7.1793,0.99871,106.319,123.7991,45.0726,1.85291,92.78691,53.44833,38.35024,0.81346,42.21086,12.93161,9.9234,90.934,53.19588,37.73812,0.92306,41.78292,12.83427,9.97913,1.85291,0.25244,0.61212,0.1096,0.42794,0.09733,0.05572,0.48687,1.85291,2.838,1,5
91,low_generation,1.3665,26.3378,1.01974,44.2693,14.8311,31.7407,10.5544,39.0414,14.5286,22.6702,8.0753,0.99993,131.341,137.7216,47.9894,2.70242,114.08622,61.2081,51.37023,4.72241,45.6293,11.03593,11.67819,111.3838,60.9243,50.4595,4.8905,45.0566,10.9057,11.7645,2.70242,0.28381,0.91073,0.16809,0.57269,0.13023,0.08631,0.69347,2.70242,1.62,1,5
92,random_operating_point,1.2242,36.8025,1.00435,44.7843,17.1798,29.0265,9.0039,35.0996,12.3714,19.4774,6.576,0.98828,107.513,128.3878,45.1311,1.88864,93.47394,54.86693,37.59637,1.00272,45.21982,10.88806,8.61978,91.5853,54.51669,37.06861,1.07777,44.84461,10.82278,8.65462,1.88864,0.35025,0.52775,0.07505,0.3752,0.06528,0.03484,0.47386,1.88864,1.911,1,5
93,random_operating_point,1.3333,31.7201,1.01585,45.5498,14.618,35.2869,12.4566,41.1171,13.9124,23.7735,8.1982,0.99632,133.954,145.7273,49.1852,2.81426,116.82146,63.21512,52.03739,4.87369,48.14034,11.6079,12.21304,114.0072,62.87693,51.13027,5.03402,47.56347,11.4804,12.2931,2.81426,0.33819,0.90711,0.16033,0.57687,0.12751,0.08006,0.71491,2.81426,1.561,1,5
94,random_operating_point,1.2179,32.7983,1.02109,34.8305,11.8806,31.125,10.0193,35.9184,13.2564,20.2227,7.2557,1.00409,105.198,122.0966,42.412,1.78688,91.08518,50.36444,39.75378,4.57985,41.21853,9.66539,10.59145,89.2983,50.16539,39.13291,4.68875,40.80621,9.57657,10.64613,1.78688,0.19905,0.62086,0.10891,0.41232,0.08882,0.05468,0.46736,1.78688,1.247,1,5
95,high_load,1.1652,35.4197,1.01123,37.2923,14.183,27.8167,10.0789,34.3311,12.6331,21.5297,6.9584,0.99509,99.72,120.9698,43.8534,1.65143,87.20153,50.61137,35.72017,2.67884,43.17728,11.30681,10.25951,85.5501,50.34275,35.20735,2.75611,42.81035,11.23536,10.29434,1.65143,0.26862,0.51281,0.07727,0.36693,0.07145,0.03483,0.42619,1.65143,1.224,1,5
96,random_operating_point,1.3745,29.87,1.02354,46.3358,16.4167,31.6314,11.4563,42.2913,16.7677,24.9899,8.1768,1.00139,136.887,145.2484,52.8175,2.99821,118.37661,64.44855,52.29043,4.82475,50.15282,12.34866,12.694,115.3784,64.15783,51.22057,5.02427,49.45917,12.19214,12.79776,2.99821,0.29072,1.06985,0.19952,0.69365,0.15651,0.10376,0.78746,2.99821,1.805,1,5
97,random_operating_point,0.985,41.1035,1.02155,24.6281,8.8709,26.2206,8.9625,29.3637,11.6185,17.9163,6.3558,1.00788,66.972,98.1287,35.8077,0.82383,57.84903,36.03555,21.42191,2.53922,36.23667,9.25943,8.6819,57.0252,35.91257,21.11263,2.58315,35.99553,9.21499,8.70131,0.82383,0.12299,0.30928,0.04393,0.24114,0.04445,0.01942,0.22929,0.82383,0.901,1,5
98,low_generation,0.9037,22.167,1.02161,28.7866,9.3078,20.5051,6.5319,24.3297,8.0477,18.8962,5.9329,1.00873,82.881,92.5176,29.8203,1.10412,71.45472,40.2656,30.58926,2.2804,32.12712,9.95501,8.96895,70.3506,40.13238,30.21822,2.34503,31.88012,9.89545,9.00075,1.10412,0.13322,0.37104,0.06463,0.247,0.05956,0.0318,0.28734,1.10412,1.092,1,5
99,redistributed_load,1.0069,35.8234,1.02424,30.8106,11.6245,25.1046,8.7589,30.7367,10.5978,24.289,7.5235,1.00751,89.092,110.9409,38.5047,1.37359,76.49109,45.29751,30.50052,2.75078,41.07862,12.89032,11.4446,75.1175,45.1323,29.9852,2.83542,40.704,12.80271,11.48629,1.37359,0.16521,0.51533,0.08464,0.37462,0.08761,0.04169,0.37753,1.37359,1.269,1,5
100,high_load,1.3383,35.9981,1.01403,45.2214,17.3438,31.0555,10.9462,41.3832,14.6107,22.4642,7.0529,0.99472,121.938,140.1243,49.9536,2.4239,106.5501,60.3207,44.92903,3.52591,49.62584,11.46748,11.03822,104.1262,59.99405,44.13215,3.66458,49.07475,11.35613,11.10807,2.4239,0.32664,0.79689,0.13867,0.55109,0.11135,0.06985,0.6312,2.4239,1.605,1,5
101,random_operating_point,1.0137,39.0098,1.02681,33.3929,12.16,26.3298,9.2875,27.6494,10.7608,19.2811,5.9552,1.01112,81.01,106.6532,38.1635,1.15351,68.79691,42.36724,25.85708,0.44697,38.41956,11.03675,8.27371,67.6434,42.23619,25.40721,0.52701,38.08721,10.96482,8.31628,1.15351,0.13105,0.44987,0.08004,0.33235,0.07192,0.04257,0.32305,1.15351,3.381,1,5
102,random_operating_point,1.148,32.7968,1.0218,37.619,13.9002,26.0758,8.0729,31.0961,10.2518,20.7526,6.6778,1.00527,97.487,115.5435,38.9027,1.57813,84.32483,49.06439,34.43015,1.65161,40.98618,11.33805,9.44929,82.7467,48.8739,33.8728,1.7526,40.5938,11.2503,9.5023,1.57813,0.19049,0.55735,0.101,0.39238,0.08775,0.05301,0.42287,1.57813,1.755,1,5
103,random_operating_point,0.7306,43.478,1.02393,23.4235,8.9586,16.0037,5.9303,19.3926,6.6635,13.3515,4.8788,1.01333,38.984,72.1713,26.4312,0.32468,29.01798,25.07772,3.83837,-2.74694,31.29999,9.05516,4.31063,28.6933,25.00324,3.69006,-2.73648,31.16436,9.03528,4.31622,0.32468,0.07447,0.14832,0.01046,0.13564,0.01988,0.00559,0.10272,0.32468,0.92,5,5
104,random_operating_point,0.7734,40.9534,1.0151,22.8772,7.6543,16.8204,5.9217,21.4836,8.1434,12.8703,4.37,1.00605,38.451,74.0515,26.0894,0.34949,33.44759,26.2579,7.06061,-1.44229,31.1878,8.16283,4.71983,33.0981,26.14807,6.95003,-1.44473,31.08303,8.1547,4.7156,0.34949,0.10983,0.11057,0.00244,0.10477,0.00813,0.00423,0.09849,0.34949,0.532,1,5
105,high_load,1.3456,28.8173,1.00515,45.6696,14.6336,34.6258,12.7208,43.1584,15.0378,24.5718,9.1559,0.98601,139.885,148.0256,51.5481,3.03292,122.24122,65.30773,55.22154,5.94782,49.07524,11.56942,13.05386,119.2083,64.86999,54.33831,6.08452,48.52981,11.45592,13.11588,3.03292,0.43773,0.88323,0.13669,0.54543,0.1135,0.06202,0.7445,3.03292,1.374,1,5
106,random_operating_point,0.8266,24.8449,1.00581,29.2944,10.3379,20.4577,6.4489,20.1568,6.8031,14.1383,5.0806,0.99672,69.649,84.0472,28.6705,0.77611,59.97841,35.48272,24.07212,0.05113,28.39901,8.20832,5.94529,59.2023,35.31065,23.89165,0.06681,28.27885,8.18887,5.94943,0.77611,0.17207,0.18047,0.01568,0.12016,0.01945,0.00415,0.18401,0.77611,4.847,1,5
107,random_operating_point,1.1876,33.2317,1.00819,35.7322,11.9207,30.6314,11.2106,28.6944,11.161,23.3007,8.2414,0.99303,99.305,118.3587,42.5337,1.59101,86.71801,49.18752,36.66792,2.27571,39.12173,12.5251,10.81848,85.127,48.91234,36.21466,2.33863,38.81496,12.45919,10.84151,1.59101,0.27518,0.45326,0.06291,0.30677,0.06592,0.02303,0.39687,1.59101,1.131,1,5
108,random_operating_point,0.911,24.2518,1.01573,29.6659,10.4068,20.0798,6.277,24.0288,8.2301,13.9279,4.7598,1.0047,73.664,87.7024,29.6737,0.88068,64.33128,37.40159,26.45529,1.16263,30.54551,7.57306,6.37005,63.4506,37.265,26.1856,1.20729,30.3576,7.53609,6.39181,0.88068,0.13658,0.26969,0.04466,0.18792,0.03697,0.02177,0.22547,0.88068,1.149,1,5
109,random_operating_point,1.3106,37.4232,1.00205,41.9871,14.7753,33.2997,11.589,33.3189,13.0189,27.9324,9.7669,0.98411,116.657,136.5381,49.1501,2.20586,101.32076,57.74165,42.38925,2.41654,46.32022,15.16724,12.82769,99.1149,57.33285,41.78205,2.4934,45.90555,15.08005,12.85235,2.20586,0.4088,0.6072,0.07685,0.41466,0.0872,0.02466,0.54646,2.20586,1.309,1,5
110,high_load,1.1598,36.9104,1.00152,43.3209,15.3164,27.1232,9.7075,35.5525,13.5344,19.503,6.2997,0.98633,104.573,125.4996,44.858,1.79554,90.38474,53.64588,35.78312,1.16912,45.43498,10.82043,8.71229,88.5892,53.27441,35.31479,1.22138,45.10199,10.77087,8.73213,1.79554,0.37147,0.46833,0.05226,0.33299,0.04956,0.01984,0.44143,1.79554,1.411,1,5
111,random_operating_point,0.869,32.8022,1.02717,21.6899,8.1228,19.2103,5.9249,24.2074,8.7612,14.419,5.2302,1.01523,56.872,79.5266,28.0391,0.59472,47.31912,30.08017,16.95737,1.52198,30.48978,7.69416,6.74136,46.7244,30.01483,16.70957,1.56238,30.30147,7.65645,6.76255,0.59472,0.06534,0.2478,0.0404,0.1883,0.03771,0.02119,0.17078,0.59472,1.002,1,5
112,low_generation,1.0167,22.6262,1.00434,29.7723,9.8429,22.72,7.2264,26.9115,8.9465,16.6364,5.6151,0.99388,86.047,96.0402,31.6309,1.15074,74.56474,41.3879,32.52979,2.99518,32.32557,8.29574,8.3623,73.414,41.16611,32.24789,3.02347,32.15409,8.26606,8.37034,1.15074,0.2218,0.2819,0.02829,0.17148,0.02968,0.00804,0.27027,1.15074,0.696,1,5
113,random_operating_point,1.3761,33.6955,1.00853,40.414,15.3689,34.26,11.6756,35.5603,12.0083,23.925,7.4275,0.99158,117.408,134.1593,46.4803,2.18493,102.64873,56.59963,44.84305,3.88602,44.05372,12.14779,11.8231,100.4638,56.27363,44.19017,3.98911,43.62567,12.05448,11.87052,2.18493,0.326,0.65288,0.10309,0.42805,0.09331,0.04742,0.54795,2.18493,1.279,1,5
114,random_operating_point,1.1959,27.3987,1.02396,35.2373,12.1943,29.7586,9.4665,36.7519,12.7542,22.0396,8.1102,1.00573,114.373,123.7874,42.5252,2.07969,98.46839,52.98596,44.33965,5.55022,41.71128,10.28091,11.80029,96.3887,52.78809,43.60061,5.68208,41.24071,10.17089,11.86871,2.07969,0.19787,0.73904,0.13186,0.47057,0.11002,0.06842,0.54249,2.07969,1.329,1,5
115,high_load,1.1776,29.5387,1.02307,37.8771,14.223,25.1933,7.8592,31.8241,11.4226,22.8446,7.7909,1.00498,104.263,117.7391,41.2957,1.79277,89.99317,51.29191,37.75157,2.37724,41.8952,12.22556,10.66162,88.2004,51.0952,37.1052,2.49485,41.4506,12.12135,10.72325,1.79277,0.19671,0.64637,0.11761,0.4446,0.10421,0.06163,0.48056,1.79277,1.647,1,5
116,random_operating_point,0.7454,29.3817,1.02842,24.5041,7.8447,21.0641,7.4696,19.3696,7.0886,13.7473,4.5101,1.01735,60.627,78.6851,26.913,0.62687,49.93027,30.65598,18.95433,0.18411,27.2005,7.92539,5.83688,49.3034,30.59529,18.70811,0.22968,27.02571,7.88579,5.86151,0.62687,0.06069,0.24622,0.04557,0.17479,0.0396,0.02463,0.17405,0.62687,4.152,1,5
117,random_operating_point,0.8293,32.563,1.02049,27.2901,8.981,18.4851,6.2685,22.4418,7.8735,16.1241,5.0287,1.0091,60.571,84.3411,28.1517,0.66659,52.44469,33.85424,18.27014,-0.23846,32.29995,9.5051,6.63863,51.7781,33.74069,18.03741,-0.2041,32.11531,9.46941,6.65469,0.66659,0.11356,0.23273,0.03436,0.18464,0.03569,0.01606,0.18337,0.66659,2.64,1,5
118,random_operating_point,1.2164,31.9115,1.01112,40.6446,14.0307,29.3629,10.2207,36.8539,14.0146,21.6339,7.7016,0.99378,112.786,128.4953,45.9676,2.04803,98.63183,55.31623,42.20281,3.52402,44.54676,10.97684,10.69524,96.5838,55.01301,41.57079,3.6259,44.11939,10.89139,10.74251,2.04803,0.30322,0.63202,0.10188,0.42737,0.08545,0.04727,0.52075,2.04803,1.313,1,5
119,low_generation,1.3327,21.0161,1.00051,40.9267,14.8318,31.4931,10.1945,38.8996,15.287,22.4778,8.2677,0.98342,132.663,133.7972,48.581,2.67762,115.45872,60.16634,53.75324,6.33063,42.96614,10.16339,12.35776,112.7811,59.76899,53.01211,6.43838,42.53511,10.07389,12.40391,2.67762,0.39736,0.74113,0.10775,0.43103,0.0895,0.04615,0.6415,2.67762,1.188,1,5
120,high_load,1.2629,35.8888,1.00506,39.9628,13.0269,34.8667,12.6161,34.2289,11.5553,21.4746,8.0152,0.98958,110.782,130.533,45.2135,1.93982,96.58402,53.97891,41.53179,3.12975,42.36834,11.06313,10.449,94.6442,53.64553,40.99867,3.2034,42.02077,10.99528,10.47932,1.93982,0.33339,0.53312,0.07365,0.34756,0.06785,0.03033,0.4751,1.93982,1.141,1,5
