sample_id,winding_resistance_ohm,output_power_w,loss_power_w,efficiency,torque_limit_nm,overcurrent,overheating,overspeed,low_efficiency,torque_violation,violation_count,current_margin_a,temperature_margin_c,speed_margin_rpm,mode_label
252,0.207128,223.27,73.612,0.75205,0.07427,0,0,0,0,0,0,6.0374,14.291,20971.4,allowed
253,0.195313,218.315,121.462,0.64252,0.0567,0,0,0,0,0,0,1.5,32.149,5000.0,allowed
254,0.195761,125.818,49.555,0.71743,0.06074,0,0,0,0,0,0,6.1611,30.095,8675.4,allowed
255,0.200935,105.204,55.098,0.65629,0.08295,0,0,0,0,0,0,6.6076,25.488,28867.5,allowed
256,0.204466,167.384,42.652,0.79693,0.06853,0,0,0,0,0,0,2.4222,20.366,15750.4,allowed
257,0.205923,247.321,69.758,0.78,0.05977,0,0,0,0,0,0,2.4683,14.333,7791.8,allowed
258,0.201581,202.547,55.831,0.78392,0.0567,0,0,0,0,0,0,6.6937,21.639,5000.0,allowed
259,0.197434,141.383,83.221,0.62948,0.0977,0,0,0,0,0,0,4.8195,27.621,42272.7,allowed
260,0.206072,88.316,28.129,0.75844,0.10627,0,0,0,0,0,0,6.1358,14.006,50066.6,allowed
261,0.19988,133.213,54.465,0.7098,0.08221,0,0,0,0,0,0,7.8632,24.683,28190.5,allowed
262,0.204938,105.905,27.703,0.79266,0.09631,0,0,0,0,0,0,8.7972,19.372,41005.7,allowed
263,0.210895,70.491,32.062,0.68736,0.10275,0,0,0,0,0,0,8.8825,10.346,46865.5,allowed
264,0.193946,120.578,60.143,0.66721,0.10121,0,0,0,0,0,0,5.9042,35.125,45466.3,allowed
265,0.201407,108.782,44.351,0.71038,0.08132,0,0,0,0,0,0,8.4413,22.416,27384.1,allowed
266,0.198716,62.209,28.437,0.68629,0.1117,0,0,0,0,0,0,9.103,31.15,55000.0,allowed
267,0.202763,146.731,67.002,0.68652,0.0782,0,0,0,0,0,0,6.5779,23.524,24543.4,allowed
268,0.195482,177.241,72.106,0.71082,0.0567,0,0,0,0,0,0,6.8187,31.37,5000.0,allowed
269,0.192622,137.018,65.509,0.67654,0.05703,0,0,0,0,0,0,5.5131,36.148,5298.2,allowed
270,0.197531,66.036,40.001,0.62276,0.1117,0,0,0,0,0,0,6.6408,29.933,55000.0,allowed
271,0.196523,113.566,52.287,0.68474,0.10091,0,0,0,0,0,0,6.4352,28.561,45193.5,allowed
272,0.202233,81.834,32.111,0.71819,0.09704,0,0,0,0,0,0,8.6199,22.648,41676.7,allowed
273,0.199252,149.244,39.15,0.79219,0.09648,0,0,0,0,0,0,7.8445,25.658,41162.6,allowed
274,0.204117,68.791,27.836,0.71192,0.10541,0,0,0,0,0,0,8.3107,21.068,49280.1,allowed
275,0.206268,48.418,21.291,0.69457,0.1117,0,0,0,0,0,0,9.5558,17.85,55000.0,allowed
276,0.206123,182.187,72.256,0.71602,0.06136,0,0,0,0,0,0,3.8233,15.11,9236.7,allowed
277,0.193301,73.059,44.14,0.62338,0.10633,0,0,0,0,0,0,6.0846,35.172,50116.0,allowed
278,0.213041,115.344,63.064,0.64652,0.0765,0,0,0,0,0,0,7.2689,9.24,22999.9,allowed
279,0.20166,146.384,83.177,0.63767,0.05951,0,0,0,0,0,0,6.1823,24.544,7553.2,allowed
280,0.199996,112.287,64.534,0.63503,0.09525,0,0,0,0,0,0,7.3425,22.698,40048.2,allowed
281,0.200134,143.755,78.441,0.64697,0.0567,0,0,0,0,0,0,1.5,25.346,5000.0,allowed
282,0.206416,224.318,107.854,0.67531,0.0669,0,0,0,0,0,0,1.7496,14.841,14276.0,allowed
283,0.209786,208.554,82.856,0.71567,0.0567,0,0,0,0,0,0,3.0306,11.608,5000.0,allowed
284,0.194738,160.79,67.837,0.70328,0.07053,0,0,0,0,0,0,1.5,32.862,17572.1,allowed
285,0.204294,195.904,64.809,0.75142,0.06069,0,0,0,0,0,0,3.7382,21.789,8630.1,allowed
286,0.195935,52.051,14.171,0.78601,0.1117,0,0,0,0,0,0,9.8933,33.217,55000.0,allowed
287,0.200445,164.171,47.572,0.77533,0.08467,0,0,0,0,0,0,5.0678,28.03,30430.5,allowed
288,0.201044,236.647,117.7,0.66784,0.0567,0,0,0,0,0,0,1.0843,23.805,5000.0,allowed
289,0.202845,222.894,133.528,0.62537,0.0567,0,0,0,0,0,0,1.0629,21.308,5000.0,allowed
290,0.196473,153.526,60.342,0.71785,0.08812,0,0,0,0,0,0,5.17,31.453,33567.6,allowed
291,0.196658,170.661,51.972,0.76656,0.0567,0,0,0,0,0,0,1.5,29.765,5000.0,allowed
292,0.196589,207.446,57.967,0.7816,0.0567,0,0,0,0,0,0,6.5833,27.528,5000.0,allowed
293,0.204648,217.495,62.531,0.7767,0.07139,0,0,0,0,0,0,3.0483,20.127,18350.8,allowed
294,0.205841,146.635,63.163,0.69893,0.09335,0,0,0,0,0,0,2.1601,16.866,38315.5,allowed
295,0.191747,161.222,55.714,0.74318,0.0567,0,0,0,0,0,0,4.9046,35.786,5000.0,allowed
296,0.20739,316.433,300.137,0.51322,0.06439,1,0,0,0,0,1,-0.3981,16.451,11991.7,current_limit
297,0.200174,316.682,298.309,0.51494,0.06403,1,0,0,0,0,1,-0.5149,25.696,11665.0,current_limit
298,0.206814,317.138,325.875,0.49321,0.06327,1,0,0,0,0,1,-0.5163,18.274,10969.7,current_limit
299,0.199065,316.789,293.5,0.51908,0.06387,1,0,0,0,0,1,-0.3889,25.547,11514.9,current_limit
300,0.204638,315.958,313.813,0.5017,0.065,1,0,0,0,0,1,-0.4313,18.807,12546.5,current_limit
301,0.199049,317.511,289.726,0.52288,0.06245,1,0,0,0,0,1,-0.3208,25.717,10226.6,current_limit
302,0.200773,315.757,311.965,0.50302,0.06524,1,0,0,0,0,1,-0.3353,25.15,12760.3,current_limit
303,0.206217,317.591,323.694,0.49524,0.06223,1,0,0,0,0,1,-0.4663,15.473,10028.5,current_limit
304,0.206311,316.014,315.67,0.50027,0.06493,1,0,0,0,0,1,-0.4769,14.837,12484.4,current_limit
305,0.205139,315.9,296.815,0.51557,0.06507,1,0,0,0,0,1,-0.3977,19.499,12608.8,current_limit
306,0.203541,317.579,291.752,0.52119,0.06227,1,0,0,0,0,1,-0.4617,23.255,10059.5,current_limit
307,0.206076,316.754,296.153,0.51681,0.06392,1,0,0,0,0,1,-0.2553,17.028,11564.6,current_limit
308,0.198647,317.555,319.78,0.49825,0.06233,1,0,0,0,0,1,-0.4122,27.029,10120.4,current_limit
309,0.202143,317.382,288.852,0.52353,0.06276,1,0,0,0,0,1,-0.3105,24.083,10510.3,current_limit
310,0.198697,315.998,318.561,0.49798,0.06495,1,0,0,0,0,1,-0.4997,28.611,12502.1,current_limit
311,0.193999,317.158,300.942,0.51312,0.06323,1,0,0,0,0,1,-0.5268,32.925,10933.6,current_limit
312,0.209076,316.958,284.665,0.52684,0.06359,1,0,0,0,0,1,-0.3256,10.099,11262.4,current_limit
313,0.200854,315.77,311.135,0.5037,0.06522,1,0,0,0,0,1,-0.3815,25.402,12746.8,current_limit
314,0.204506,316.983,283.968,0.52747,0.06355,1,0,0,0,0,1,-0.2583,18.214,11224.1,current_limit
315,0.197927,316.755,312.841,0.50311,0.06392,1,0,0,0,0,1,-0.4844,25.587,11564.0,current_limit
316,0.197237,317.104,281.43,0.5298,0.06333,1,0,0,0,0,1,-0.2884,29.562,11027.0,current_limit
317,0.205809,317.205,309.845,0.50587,0.06314,1,0,0,0,0,1,-0.4074,19.07,10850.9,current_limit
318,0.202532,315.835,310.672,0.50412,0.06515,1,0,0,0,0,1,-0.4405,19.937,12678.0,current_limit
319,0.200025,317.432,315.363,0.50163,0.06265,1,0,0,0,0,1,-0.5007,24.63,10406.2,current_limit
320,0.193007,315.988,300.708,0.51239,0.06496,1,0,0,0,0,1,-0.4563,31.397,12513.3,current_limit
321,0.222168,164.451,75.782,0.68455,0.0567,0,1,0,0,0,1,1.2755,-5.001,5000.0,thermal_limit
322,0.223693,108.759,36.428,0.7491,0.10004,0,1,0,0,0,1,7.9343,-7.618,44404.3,thermal_limit
323,0.220234,119.123,54.612,0.68566,0.09673,0,1,0,0,0,1,6.2076,-7.796,41392.2,thermal_limit
324,0.220361,72.419,25.44,0.74004,0.09981,0,1,0,0,0,1,8.2447,-5.49,44190.7,thermal_limit
325,0.224506,61.284,29.777,0.673,0.11119,0,1,0,0,0,1,9.4828,-7.937,54533.4,thermal_limit
326,0.222225,180.325,46.545,0.79484,0.0567,0,1,0,0,0,1,1.5,-4.815,5000.0,thermal_limit
327,0.220234,174.177,46.565,0.78905,0.07282,0,1,0,0,0,1,1.5,-4.981,19656.7,thermal_limit
328,0.219892,205.407,118.187,0.63477,0.07506,0,1,0,0,0,1,5.5895,-6.07,21694.2,thermal_limit
329,0.219066,223.873,96.691,0.69837,0.07874,0,1,0,0,0,1,4.4266,-4.315,25037.0,thermal_limit
330,0.224818,197.534,60.809,0.76462,0.07345,0,1,0,0,0,1,3.9635,-7.8,20229.5,thermal_limit
331,0.223261,141.132,79.923,0.63845,0.07604,0,1,0,0,0,1,1.5,-7.301,22582.9,thermal_limit
332,0.221406,192.704,89.563,0.6827,0.0567,0,1,0,0,0,1,5.1648,-3.716,5000.0,thermal_limit
333,0.2202,125.318,62.397,0.6676,0.08999,0,1,0,0,0,1,3.1808,-3.296,35268.1,thermal_limit
334,0.220831,111.173,50.475,0.68775,0.09949,0,1,0,0,0,1,7.6248,-3.92,43902.8,thermal_limit
335,0.223321,141.237,80.407,0.63722,0.07179,0,1,0,0,0,1,1.5,-5.469,18721.1,thermal_limit
336,0.220623,241.795,104.331,0.69858,0.0624,0,1,0,0,0,1,1.2,-5.996,10182.0,thermal_limit
337,0.221838,181.342,103.924,0.63569,0.07373,0,1,0,0,0,1,5.0919,-6.409,20481.9,thermal_limit
338,0.224969,156.846,68.585,0.69576,0.07367,0,1,0,0,0,1,4.787,-7.489,20426.2,thermal_limit
339,0.219236,149.142,64.713,0.6974,0.08709,0,1,0,0,0,1,2.0412,-4.957,32625.9,thermal_limit
340,0.221042,184.615,62.723,0.74641,0.0567,0,1,0,0,0,1,6.8624,-3.804,5000.0,thermal_limit
341,0.223992,198.334,117.273,0.62842,0.0567,0,1,0,0,0,1,4.4362,-6.733,5000.0,thermal_limit
342,0.221412,212.972,72.437,0.7462,0.07056,0,1,0,0,0,1,5.0853,-7.787,17596.7,thermal_limit
343,0.222537,106.911,31.45,0.77269,0.08564,0,1,0,0,0,1,8.1197,-5.876,31308.2,thermal_limit
344,0.220824,40.239,14.402,0.73643,0.1117,0,1,0,0,0,1,9.858,-4.683,55000.0,thermal_limit
345,0.221013,197.64,105.778,0.65138,0.05836,0,1,0,0,0,1,2.5914,-3.707,6508.4,thermal_limit
346,0.207814,163.597,79.888,0.6719,0.04985,0,0,1,0,0,1,7.2311,15.917,-1230.1,speed_limit
347,0.196532,134.212,72.073,0.65062,0.05035,0,0,1,0,0,1,7.749,29.7,-776.2,speed_limit
348,0.19512,129.994,64.209,0.66937,0.04913,0,0,1,0,0,1,7.6907,32.883,-1878.7,speed_limit
349,0.200968,152.542,59.087,0.7208,0.04943,0,0,1,0,0,1,7.7161,23.407,-1609.9,speed_limit
350,0.196265,133.738,55.898,0.70523,0.05019,0,0,1,0,0,1,7.8678,32.339,-919.7,speed_limit
351,0.200247,133.695,53.078,0.71582,0.05001,0,0,1,0,0,1,7.9757,26.655,-1084.4,speed_limit
352,0.206407,147.096,53.698,0.73257,0.04983,0,0,1,0,0,1,7.9061,17.55,-1244.4,speed_limit
353,0.191462,144.376,72.708,0.66507,0.04946,0,0,1,0,0,1,7.2743,36.221,-1578.5,speed_limit
354,0.193765,154.771,52.106,0.74813,0.04928,0,0,1,0,0,1,7.7788,37.097,-1740.9,speed_limit
355,0.205043,139.057,44.911,0.75588,0.04958,0,0,1,0,0,1,8.0222,21.712,-1470.3,speed_limit
356,0.202639,125.113,39.726,0.759,0.04902,0,0,1,0,0,1,8.4435,26.291,-1982.7,speed_limit
357,0.204287,158.106,79.184,0.6663,0.04981,0,0,1,0,0,1,7.1572,22.462,-1264.3,speed_limit
358,0.202206,144.861,66.983,0.68381,0.04919,0,0,1,0,0,1,7.4765,22.344,-1830.5,speed_limit
359,0.196507,143.666,70.71,0.67016,0.04989,0,0,1,0,0,1,7.5405,28.411,-1187.7,speed_limit
360,0.200068,160.267,54.492,0.74627,0.0495,0,0,1,0,0,1,7.3067,24.947,-1549.6,speed_limit
361,0.197688,154.944,61.907,0.71452,0.04911,0,0,1,0,0,1,7.2693,29.615,-1903.4,speed_limit
362,0.19069,157.953,72.637,0.685,0.05016,0,0,1,0,0,1,7.3031,35.685,-941.6,speed_limit
363,0.203461,148.305,52.377,0.739,0.04942,0,0,1,0,0,1,7.6226,20.572,-1620.7,speed_limit
364,0.204138,138.374,48.469,0.74059,0.04973,0,0,1,0,0,1,7.8584,20.325,-1333.4,speed_limit
365,0.200979,125.652,42.045,0.74928,0.05027,0,0,1,0,0,1,8.1863,22.766,-845.4,speed_limit
366,0.200164,130.234,53.868,0.7074,0.04949,0,0,1,0,0,1,8.1123,27.946,-1551.5,speed_limit
367,0.189094,135.558,64.733,0.67681,0.04947,0,0,1,0,0,1,7.6838,38.186,-1570.6,speed_limit
368,0.198182,167.071,55.281,0.75138,0.04993,0,0,1,0,0,1,7.4851,26.066,-1154.6,speed_limit
369,0.204061,156.832,86.873,0.64353,0.05029,0,0,1,0,0,1,6.9325,19.831,-827.9,speed_limit
370,0.203238,131.055,58.623,0.69093,0.04922,0,0,1,0,0,1,7.8151,23.45,-1800.0,speed_limit
371,0.199759,87.906,163.38,0.34983,0.09563,0,0,0,1,0,1,5.7401,27.328,40390.4,low_efficiency
372,0.198497,135.991,216.888,0.38537,0.07854,0,0,0,1,0,1,3.7355,29.947,24851.6,low_efficiency
373,0.198915,68.663,114.408,0.37506,0.09338,0,0,0,1,0,1,3.5057,24.676,38348.2,low_efficiency
374,0.198318,78.056,163.622,0.32297,0.09162,0,0,0,1,0,1,5.9726,22.667,36742.1,low_efficiency
375,0.200137,84.961,149.186,0.36285,0.09468,0,0,0,1,0,1,6.1242,23.922,39529.8,low_efficiency
376,0.203408,75.455,110.988,0.40471,0.09169,0,0,0,1,0,1,7.0831,21.404,36812.6,low_efficiency
377,0.202455,99.444,155.111,0.39066,0.08498,0,0,0,1,0,1,6.7072,19.626,30711.0,low_efficiency
378,0.200841,99.734,196.058,0.33718,0.08237,0,0,0,1,0,1,2.8133,25.612,28338.8,low_efficiency
379,0.193705,74.8,157.534,0.32195,0.08964,0,0,0,1,0,1,7.1233,34.95,34948.1,low_efficiency
380,0.202239,79.765,120.49,0.39832,0.09108,0,0,0,1,0,1,2.7986,20.49,36258.0,low_efficiency
381,0.199297,86.121,125.793,0.4064,0.08939,0,0,0,1,0,1,6.6137,27.841,34722.0,low_efficiency
382,0.195999,107.025,161.62,0.39839,0.07936,0,0,0,1,0,1,6.5682,32.085,25604.2,low_efficiency
383,0.200558,103.387,148.03,0.41122,0.0756,0,0,0,1,0,1,4.096,24.353,22179.8,low_efficiency
384,0.193512,74.825,139.755,0.3487,0.08546,0,0,0,1,0,1,2.09,33.56,31145.2,low_efficiency
385,0.199336,137.217,228.145,0.37556,0.078,0,0,0,1,0,1,3.3496,25.575,24361.9,low_efficiency
386,0.203457,74.554,122.823,0.37772,0.09183,0,0,0,1,0,1,5.5679,20.904,36938.8,low_efficiency
387,0.20257,123.313,200.788,0.38048,0.08202,0,0,0,1,0,1,5.6206,18.144,28016.3,low_efficiency
388,0.19452,89.64,179.105,0.33355,0.07922,0,0,0,1,0,1,6.5196,30.716,25469.7,low_efficiency
389,0.19207,114.315,180.485,0.38777,0.07793,0,0,0,1,0,1,2.8933,38.088,24301.7,low_efficiency
390,0.197662,108.777,210.157,0.34106,0.08375,0,0,0,1,0,1,2.09,26.461,29588.6,low_efficiency
391,0.195993,120.455,233.5,0.34031,0.0907,0,0,0,1,0,1,5.1277,30.826,35908.6,low_efficiency
392,0.199468,67.94,144.055,0.32048,0.08819,0,0,0,1,0,1,2.09,27.229,33629.3,low_efficiency
393,0.198533,103.574,214.477,0.32565,0.07892,0,0,0,1,0,1,2.09,29.085,25204.1,low_efficiency
394,0.197895,77.471,111.841,0.40922,0.09219,0,0,0,1,0,1,7.8515,27.197,37268.0,low_efficiency
395,0.196589,117.957,195.298,0.37655,0.07482,0,0,0,1,0,1,2.2738,32.298,21471.4,low_efficiency
396,0.203784,247.425,118.206,0.67671,0.09558,0,0,0,0,1,1,5.3418,20.323,40344.7,torque_limit
397,0.201895,212.107,92.235,0.69694,0.10035,0,0,0,0,1,1,6.0665,22.966,44686.3,torque_limit
398,0.205425,294.021,179.182,0.62134,0.08758,0,0,0,0,1,1,2.9138,12.231,33076.1,torque_limit
399,0.19935,219.485,124.306,0.63843,0.09852,0,0,0,0,1,1,5.701,25.288,43015.3,torque_limit
400,0.200527,310.065,189.037,0.62125,0.08608,0,0,0,0,1,1,2.9413,23.815,31708.2,torque_limit
401,0.203753,245.362,126.604,0.65964,0.09525,0,0,0,0,1,1,4.6519,20.509,40048.2,torque_limit
402,0.197725,293.789,158.613,0.6494,0.08709,0,0,0,0,1,1,4.012,28.517,32625.3,torque_limit
403,0.204046,255.822,156.365,0.62065,0.09508,0,0,0,0,1,1,4.2573,18.839,39893.5,torque_limit
404,0.20878,273.175,134.191,0.67059,0.09247,0,0,0,0,1,1,4.2696,13.524,37514.2,torque_limit
405,0.205847,246.581,148.013,0.6249,0.09571,0,0,0,0,1,1,4.7969,16.295,40460.6,torque_limit
406,0.204569,226.116,112.222,0.66831,0.09891,0,0,0,0,1,1,5.5791,17.282,43374.4,torque_limit
407,0.199475,248.898,93.4,0.72714,0.09487,0,0,0,0,1,1,5.6094,25.277,39702.3,torque_limit
408,0.203566,274.202,135.904,0.66861,0.09089,0,0,0,0,1,1,4.0271,17.705,36077.4,torque_limit
409,0.204744,266.909,105.109,0.71746,0.09321,0,0,0,0,1,1,5.1826,19.884,38188.3,torque_limit
410,0.202453,253.405,143.43,0.63857,0.09482,0,0,0,0,1,1,4.5159,22.856,39650.0,torque_limit
411,0.205869,311.216,184.032,0.6284,0.08687,0,0,0,0,1,1,2.9475,17.609,32428.2,torque_limit
412,0.199229,301.931,162.994,0.64942,0.08721,0,0,0,0,1,1,3.514,28.349,32737.8,torque_limit
413,0.198413,222.082,118.936,0.65123,0.09852,0,0,0,0,1,1,5.2247,23.587,43020.7,torque_limit
414,0.201051,291.7,177.669,0.62147,0.08905,0,0,0,0,1,1,3.3455,27.005,34406.5,torque_limit
415,0.199906,235.949,129.34,0.64593,0.09607,0,0,0,0,1,1,5.1153,24.177,40787.3,torque_limit
416,0.205182,209.927,98.677,0.68025,0.10002,0,0,0,0,1,1,6.2111,18.841,44379.3,torque_limit
417,0.193786,233.706,92.882,0.7156,0.0963,0,0,0,0,1,1,5.6378,33.507,41001.8,torque_limit
418,0.203592,307.074,131.668,0.6999,0.08735,0,0,0,0,1,1,4.318,19.982,32859.2,torque_limit
419,0.197652,224.264,112.926,0.6651,0.09877,0,0,0,0,1,1,5.5028,29.835,43244.0,torque_limit
420,0.196813,263.629,157.215,0.62643,0.09348,0,0,0,0,1,1,4.0193,33.106,38438.6,torque_limit
