sample_id,profile_id,time_s,altitude_m,air_density_kg_m3,ambient_temp_c,cooling_air_speed_mps,speed_rpm,torque_nm,voltage_v,current_a,winding_temp_c,output_power_w,input_power_w,copper_loss_w,iron_loss_w,mechanical_loss_w,total_loss_w,thermal_resistance_k_per_w,thermal_time_constant_s,steady_state_temp_c,temperature_margin_c,is_overheated,mission_segment
140,2,95.0,5926.5,0.61,-25.342,37.744,4404.2,14.17071,350.713,20.44,34.155,6535.683,7168.595,31.715,53.351,167.464,461.74,0.154632,405.081,46.058,30.845,0,cruise_low
141,2,100.0,5712.7,0.62554,-20.832,37.094,4396.1,13.39522,351.177,19.6281,34.617,6166.635,6892.939,29.261,51.885,164.802,510.143,0.155981,397.751,58.741,30.383,0,cruise_low
142,2,105.0,5657.4,0.62962,-21.122,39.004,4309.4,12.43481,540.648,11.6048,34.761,5611.563,6274.139,10.24,49.663,171.802,468.684,0.152114,395.887,50.171,30.239,0,cruise_low
143,2,110.0,5699.1,0.62654,-23.347,39.545,4576.4,14.01265,349.775,21.1371,35.117,6715.487,7393.255,33.998,55.984,175.983,492.456,0.15107,397.291,51.048,29.883,0,cruise_low
144,2,115.0,5899.3,0.61195,-23.503,40.487,4264.2,12.56001,268.197,23.188,35.597,5608.687,6218.964,40.946,48.676,177.403,455.813,0.149303,404.14,44.551,29.403,0,cruise_low
145,2,120.0,5868.5,0.61418,-21.727,37.997,4010.5,11.74423,352.196,15.7606,37.003,4932.278,5550.815,18.925,43.134,165.66,442.669,0.154116,403.076,46.495,27.997,0,cruise_low
146,2,125.0,5784.2,0.6203,-21.895,39.212,3956.4,11.61869,348.466,15.1553,33.907,4813.729,5281.109,17.508,42.574,170.153,360.665,0.15171,400.182,32.822,31.093,0,cruise_low
147,2,130.0,5770.1,0.62133,-22.896,38.185,3778.7,10.62826,269.023,17.4686,34.916,4205.617,4699.441,23.258,38.976,164.876,373.803,0.153737,399.701,34.571,30.084,0,cruise_low
148,2,135.0,5804.5,0.61882,-21.277,39.589,4235.2,11.60243,539.204,10.8412,35.855,5145.827,5845.597,8.958,48.166,173.602,488.7,0.150986,400.877,52.51,29.145,0,cruise_low
149,2,140.0,5928.4,0.60987,-22.918,37.461,4138.1,11.92171,540.156,10.5931,35.151,5166.107,5721.952,8.56,45.632,164.397,404.08,0.155216,405.147,39.802,29.849,0,cruise_low
150,2,145.0,5799.6,0.61917,-22.335,39.704,4318.7,12.41249,541.253,11.3295,33.544,5613.618,6132.144,9.793,49.881,174.669,390.644,0.150767,400.71,36.562,31.456,0,cruise_low
151,2,150.0,5872.8,0.61387,-23.048,36.441,3902.4,11.05819,349.456,14.4764,34.701,4518.98,5058.86,15.99,41.957,158.708,394.429,0.157373,403.224,39.024,30.299,0,cruise_low
152,2,155.0,5726.4,0.62453,-22.013,40.866,3824.4,11.66451,272.651,19.3208,35.443,4671.574,5267.815,28.487,40.342,175.898,438.06,0.148607,398.216,43.086,29.557,0,cruise_low
153,2,160.0,5844.5,0.61591,-23.921,40.371,4008.9,11.04553,542.199,9.3611,35.748,4636.978,5075.562,6.69,43.403,175.144,342.577,0.149517,402.249,27.3,29.252,0,cruise_low
154,2,165.0,5738.5,0.62364,-22.199,38.178,3602.4,10.22985,351.205,12.4395,36.215,3859.089,4368.807,11.808,35.649,163.744,375.386,0.15375,398.628,35.517,28.785,0,cruise_low
155,2,170.0,5756.7,0.62231,-22.828,41.09,3938.9,11.07912,351.755,14.4938,35.117,4569.913,5098.272,16.031,41.668,177.548,396.458,0.148202,399.245,35.928,29.883,0,cruise_low
156,2,175.0,5836.4,0.6165,-22.822,41.217,3576.9,10.32626,349.234,12.3177,33.441,3867.96,4301.748,11.579,34.861,175.744,338.566,0.147974,401.969,27.276,31.559,0,cruise_low
157,2,180.0,5759.7,0.62209,-23.391,39.395,3745.2,10.71262,538.859,8.63,33.105,4201.483,4650.346,5.681,37.801,169.502,342.718,0.151358,399.349,28.482,31.895,0,cruise_low
158,2,185.0,6056.1,0.60077,-25.724,39.13,3804.8,10.47661,540.629,8.7108,34.071,4174.274,4709.32,5.787,38.212,168.824,390.046,0.151869,409.616,33.512,30.929,0,cruise_low
159,2,190.0,5798.2,0.61928,-23.529,38.287,3941.8,10.23339,268.879,18.1594,35.196,4224.165,4882.675,25.146,41.05,166.353,466.828,0.153533,400.661,48.145,29.804,0,cruise_low
160,2,195.0,5753.2,0.62257,-23.515,39.024,3604.7,9.68048,351.367,11.9558,36.855,3654.174,4200.88,10.907,34.592,167.141,396.376,0.152075,399.126,36.764,28.145,0,cruise_low
161,2,200.0,5858.8,0.61488,-22.239,37.555,4071.2,10.64227,350.779,14.6575,37.291,4537.204,5141.561,16.394,43.937,164.307,433.483,0.155022,402.74,44.961,27.709,0,cruise_low
162,2,205.0,5558.2,0.63701,-21.308,41.724,3721.5,11.10085,348.646,14.0596,34.814,4326.14,4901.818,15.09,37.745,178.669,420.8,0.147072,392.57,40.58,30.186,0,cruise_low
163,2,210.0,5797.2,0.61935,-23.673,38.498,4236.7,12.5528,270.349,23.2576,36.101,5569.221,6287.676,41.304,47.501,169.25,511.275,0.15311,400.626,54.608,28.899,0,cruise_low
164,2,215.0,5676.4,0.62822,-22.197,40.086,4256.8,12.36263,271.063,22.7068,34.96,5510.958,6154.971,39.405,48.594,175.747,472.893,0.150047,396.525,48.759,30.04,0,cruise_low
165,2,220.0,5612.8,0.63293,-20.16,38.037,3965.2,11.58741,350.321,15.9205,34.498,4811.545,5577.292,19.383,42.962,165.513,523.697,0.154035,394.391,60.508,30.502,0,cruise_low
166,2,225.0,5668.1,0.62883,-21.665,40.62,4249.4,12.25973,346.961,17.5942,35.056,5455.58,6104.49,23.699,49.006,177.83,469.642,0.149057,396.247,48.338,29.944,0,cruise_low
167,2,230.0,5705.4,0.62608,-22.391,39.664,4152.2,11.24521,538.095,10.3989,36.369,4889.61,5595.602,8.283,45.423,173.311,490.454,0.150843,397.505,51.59,28.631,0,cruise_low
168,2,235.0,5453.8,0.64489,-19.358,42.432,4436.8,12.6199,271.747,24.1972,37.48,5863.492,6575.517,44.882,52.234,186.46,519.223,0.14584,389.118,56.366,27.52,0,cruise_low
169,2,240.0,5886.4,0.61288,-22.719,36.877,4310.2,12.32956,272.308,22.816,38.286,5565.171,6212.994,39.942,49.859,163.3,470.198,0.156439,403.693,50.839,26.714,0,cruise_low
170,2,245.0,5662.8,0.62922,-21.479,38.928,4561.3,13.79623,535.734,13.586,36.745,6589.912,7278.503,14.171,55.568,173.395,488.136,0.152263,396.069,52.846,28.255,0,cruise_low
171,2,250.0,5535.0,0.63875,-21.41,38.809,4461.2,12.84572,539.663,11.995,38.102,6001.188,6473.243,11.054,53.411,172.154,366.109,0.152495,391.8,34.419,26.898,0,cruise_low
172,2,255.0,5644.2,0.6306,-25.313,39.071,3963.0,12.45159,351.347,16.232,35.669,5167.423,5703.052,20.241,43.598,169.635,399.659,0.151983,395.443,35.428,29.331,0,cruise_low
173,2,260.0,5483.8,0.64261,-21.102,37.821,4219.3,12.97268,268.314,23.7354,36.439,5731.903,6368.554,43.275,49.043,166.418,466.59,0.154474,390.106,50.974,28.561,0,cruise_low
174,2,265.0,5713.8,0.62546,-22.18,39.655,4212.5,12.34838,540.168,11.2845,37.142,5447.246,6095.538,9.788,47.953,173.705,460.711,0.150859,397.788,47.323,27.858,0,cruise_low
175,2,270.0,5424.1,0.64715,-20.841,40.764,4232.3,13.40468,348.394,18.3821,40.288,5940.961,6404.207,25.985,49.267,178.281,368.875,0.148794,388.144,34.045,24.712,0,cruise_low
176,2,275.0,5533.8,0.63884,-18.625,41.334,4504.7,13.79565,268.701,26.5825,38.461,6507.906,7142.748,54.331,54.741,182.584,480.409,0.147765,391.76,52.362,26.539,0,cruise_low
177,2,280.0,5507.9,0.64079,-20.921,40.42,4780.7,13.95055,349.637,22.265,37.723,6984.163,7784.668,38.142,61.093,181.109,566.433,0.149425,390.902,63.718,27.277,0,cruise_low
178,2,285.0,5475.4,0.64325,-21.632,39.19,4411.3,12.4413,269.983,23.374,36.643,5747.218,6310.59,42.088,52.737,173.299,430.51,0.151753,389.828,43.699,28.357,0,cruise_low
179,2,290.0,5423.4,0.64719,-22.125,39.942,4457.1,12.40766,270.412,23.5706,36.384,5791.2,6373.784,42.81,53.717,176.655,443.353,0.150316,388.124,44.518,28.616,0,cruise_low
180,2,295.0,5425.5,0.64704,-19.702,39.326,4350.6,12.50847,538.321,11.6813,38.111,5698.755,6288.289,10.518,50.81,173.392,429.868,0.15149,388.191,45.419,26.889,0,cruise_low
181,2,300.0,5312.8,0.65568,-21.596,43.301,4763.2,14.53815,349.438,22.4626,39.446,7251.703,7849.293,38.906,60.975,192.488,460.24,0.14437,384.526,44.849,25.554,0,cruise_low
182,2,305.0,5371.6,0.65115,-20.671,42.193,4248.6,13.64759,349.914,19.3685,40.484,6071.929,6777.298,28.935,50.356,184.113,506.485,0.146253,386.434,53.404,24.516,0,cruise_low
183,2,310.0,5159.3,0.66762,-17.759,41.048,4283.4,14.57372,539.154,13.0402,36.273,6537.121,7030.702,13.125,50.95,179.788,381.209,0.148278,379.615,38.766,28.727,0,cruise_low
184,2,315.0,5440.2,0.64592,-21.781,41.345,4592.4,13.4619,266.735,27.2598,39.682,6473.991,7271.145,57.357,56.834,183.307,572.309,0.147744,388.673,62.774,25.318,0,cruise_low
185,2,320.0,5231.1,0.662,-17.816,37.127,4726.3,13.54281,349.635,21.2375,38.903,6702.809,7425.352,34.853,59.204,167.495,515.097,0.155912,381.903,62.494,26.097,0,cruise_low
186,2,325.0,5274.2,0.65866,-20.018,40.489,4446.8,14.05552,350.588,20.6167,38.906,6545.233,7227.968,32.882,54.097,178.765,495.089,0.149298,383.282,53.898,26.094,0,cruise_low
187,2,330.0,5321.0,0.65504,-20.204,37.45,4671.8,14.87607,350.094,22.7816,39.127,7277.758,7975.691,40.179,59.599,168.352,504.522,0.155238,384.794,58.117,25.873,0,cruise_low
188,2,335.0,5267.6,0.65917,-18.853,41.707,4748.5,14.7087,350.937,22.8276,39.876,7314.003,8011.05,40.377,61.08,185.995,512.729,0.147101,383.072,56.57,25.124,0,cruise_low
189,2,340.0,5163.5,0.66729,-21.992,40.465,4713.0,14.7593,345.538,22.9432,40.552,7284.291,7927.745,40.82,59.726,180.741,480.479,0.149342,379.747,49.763,24.448,0,cruise_low
190,2,345.0,5202.3,0.66425,-19.406,40.023,4628.7,13.71118,538.25,13.4071,42.235,6646.023,7216.345,13.946,57.746,178.304,426.175,0.150165,380.982,44.59,22.765,0,cruise_low
191,2,350.0,5239.7,0.66133,-19.891,39.926,4414.1,13.73015,540.092,12.5665,38.571,6346.612,6787.043,12.254,53.524,176.265,351.157,0.150348,382.178,32.905,26.429,0,cruise_low
192,2,355.0,5119.9,0.67072,-17.053,40.627,4858.7,14.39153,351.168,22.6425,40.55,7322.406,7951.315,39.772,63.175,182.575,474.385,0.149044,378.369,53.651,24.45,0,cruise_low
193,2,360.0,5175.7,0.66634,-19.677,40.622,4987.6,14.62456,270.188,30.8536,38.292,7638.376,8336.271,73.896,66.159,183.631,529.501,0.149055,380.134,59.247,26.708,0,cruise_low
194,2,365.0,5204.0,0.66412,-19.765,39.349,4994.0,13.8288,351.184,22.8209,40.09,7231.996,8014.339,40.465,66.206,178.594,558.658,0.151446,381.037,64.841,24.91,0,cruise_low
195,2,370.0,5090.9,0.67301,-15.507,41.333,4302.1,12.27491,538.176,11.4216,42.409,5529.965,6146.834,10.148,50.308,181.062,447.961,0.147767,377.455,50.687,22.591,0,cruise_low
196,2,375.0,5221.2,0.66277,-20.62,40.204,4144.9,11.78962,345.955,16.7957,41.557,5117.365,5810.544,21.954,46.882,175.42,491.163,0.149826,381.586,52.969,23.443,0,cruise_low
197,2,380.0,4950.9,0.68419,-16.234,42.866,4677.9,13.60126,350.726,20.7533,42.527,6662.794,7278.727,33.539,58.397,190.065,465.663,0.145099,373.084,51.334,22.473,0,cruise_low
198,2,385.0,5154.0,0.66804,-17.615,43.241,4457.3,13.56924,270.68,25.2823,39.958,6333.629,6843.4,49.799,53.39,189.85,412.242,0.14447,379.445,41.942,25.042,0,cruise_low
199,2,390.0,4962.0,0.6833,-17.273,41.639,4179.1,12.30945,543.268,10.9737,40.896,5387.074,5961.636,9.382,47.437,181.402,423.209,0.147222,373.429,45.033,24.104,0,cruise_low
200,2,395.0,5012.0,0.67929,-18.628,37.677,4174.5,11.64581,350.161,16.7787,41.314,5090.958,5875.268,21.939,47.02,165.52,536.886,0.15477,374.984,64.466,23.686,0,cruise_low
201,2,400.0,5117.3,0.67093,-18.709,42.618,4515.9,12.83472,274.024,24.7258,40.843,6069.529,6775.46,47.696,54.312,187.805,518.678,0.145522,378.286,56.77,24.157,0,cruise_low
202,2,405.0,5019.7,0.67867,-19.337,40.521,4377.8,13.1664,352.77,18.8652,41.439,6036.044,6655.061,27.786,51.568,178.374,456.437,0.14924,375.223,48.781,23.561,0,cruise_low
203,2,410.0,4864.7,0.69117,-17.283,42.195,3844.3,12.4895,349.71,16.0603,40.76,5027.953,5616.436,20.144,40.439,181.34,432.531,0.14625,370.428,45.975,24.24,0,cruise_low
204,2,415.0,4868.9,0.69083,-15.561,39.759,4362.1,11.75594,348.905,17.1138,40.242,5370.044,5971.084,22.879,50.465,175.209,442.421,0.150663,370.558,51.095,24.758,0,cruise_low
205,2,420.0,4835.4,0.69355,-16.319,39.562,4111.9,11.67758,348.329,16.2043,39.885,5028.302,5644.441,20.521,45.699,172.621,446.355,0.151037,369.534,51.097,25.115,0,cruise_low
206,2,425.0,4891.2,0.68901,-16.141,42.4,3765.4,10.2693,354.519,12.8619,43.648,4049.267,4559.798,12.934,38.304,181.652,385.593,0.145895,371.244,40.115,21.352,0,cruise_low
207,2,430.0,4945.8,0.68461,-16.705,41.604,4293.4,13.13488,538.175,11.9947,41.622,5905.521,6455.261,11.248,50.073,182.084,411.89,0.147284,372.925,43.96,23.378,0,cruise_low
208,2,435.0,4928.2,0.68602,-16.888,39.759,4069.3,10.65786,273.48,18.578,41.559,4541.698,5080.697,26.985,43.817,173.112,406.211,0.150662,372.382,44.313,23.441,0,cruise_low
209,2,440.0,4899.6,0.68833,-15.426,41.373,4069.1,11.00049,539.382,9.655,42.739,4687.46,5207.754,7.289,44.422,179.564,390.236,0.147696,371.501,42.21,22.261,0,cruise_low
210,2,445.0,4926.3,0.68617,-16.904,39.794,4257.7,10.77112,350.158,15.3622,42.123,4802.48,5379.218,18.454,47.561,174.583,425.475,0.150597,372.325,47.171,22.877,0,cruise_low
211,2,450.0,4871.8,0.69059,-16.232,40.45,3822.4,11.24494,541.245,9.5293,43.359,4501.179,5157.663,7.102,39.829,174.22,460.584,0.14937,370.647,52.565,21.641,0,cruise_low
212,2,455.0,4936.6,0.68534,-16.202,40.491,3851.1,10.57526,267.279,18.045,41.369,4264.848,4823.055,25.481,39.154,174.572,414.657,0.149294,372.643,45.703,23.631,0,cruise_low
213,2,460.0,4895.9,0.68863,-16.475,41.817,3844.0,10.817,540.852,8.9165,44.345,4354.318,4822.483,6.222,39.953,179.829,359.193,0.146908,371.388,36.294,20.655,0,cruise_low
214,2,465.0,5082.7,0.67366,-20.408,39.42,3975.8,10.41839,350.872,14.1724,41.403,4337.607,4972.718,15.716,42.035,171.115,452.3,0.15131,377.196,48.029,23.597,0,cruise_low
215,2,470.0,4914.5,0.68712,-15.169,42.429,4024.1,12.21091,349.435,16.3096,41.76,5145.692,5699.152,20.819,43.738,183.479,416.02,0.145846,371.962,45.505,23.24,0,cruise_low
216,2,475.0,5006.1,0.67976,-16.859,40.558,4028.1,11.16485,541.438,10.0891,42.884,4709.573,5462.641,7.968,43.888,176.024,516.733,0.149171,374.799,60.223,22.116,0,cruise_low
217,2,480.0,5055.8,0.6758,-17.255,41.176,3899.2,11.62825,268.389,19.6521,42.135,4748.03,5274.408,30.257,41.272,177.629,401.629,0.148047,376.353,42.205,22.865,0,cruise_low
218,2,485.0,4952.7,0.68404,-16.813,39.597,3884.7,9.52682,349.698,12.5084,42.193,3875.581,4374.16,12.258,39.984,171.215,374.774,0.150971,373.142,39.767,22.807,0,cruise_low
219,2,490.0,4974.8,0.68227,-18.563,41.527,3845.5,12.41427,351.884,16.1785,43.15,4999.159,5692.935,20.503,40.739,178.678,489.541,0.14742,373.824,53.605,21.85,0,cruise_low
220,2,495.0,4946.3,0.68456,-16.614,38.81,3923.3,10.19554,350.87,13.7159,42.479,4188.781,4812.498,14.744,41.102,168.325,443.921,0.152493,372.943,51.08,22.521,0,cruise_low
221,2,500.0,4937.1,0.6853,-16.817,41.915,4097.4,10.20361,541.712,9.085,41.811,4378.127,4921.45,6.471,44.215,181.932,403.506,0.146736,372.658,42.392,23.189,0,cruise_low
222,2,505.0,5080.3,0.67385,-15.906,39.6,3913.7,11.35807,269.257,19.5662,42.159,4655.053,5268.322,30.016,41.058,171.42,446.42,0.150965,377.121,51.488,22.841,0,cruise_low
223,2,510.0,5224.8,0.66249,-19.61,40.067,3977.4,11.24181,271.61,19.7505,44.466,4682.395,5364.432,30.596,42.198,173.713,486.049,0.150083,381.701,53.338,20.534,0,cruise_low
224,2,515.0,5019.6,0.67868,-18.88,40.092,3824.4,11.24954,352.868,14.5055,43.385,4505.374,5118.518,16.512,39.92,172.801,440.384,0.150035,375.22,47.193,21.615,0,cruise_low
225,2,520.0,5037.9,0.67722,-17.714,41.727,4280.1,11.68534,347.765,16.9536,44.247,5237.463,5895.858,22.56,48.465,182.478,476.194,0.147067,375.791,52.318,20.753,0,cruise_low
226,2,525.0,5024.5,0.6783,-17.43,41.563,4042.7,11.4272,349.776,15.2863,44.696,4837.695,5346.788,18.349,43.837,180.146,389.05,0.147356,375.371,39.899,20.304,0,cruise_low
227,2,530.0,5079.3,0.67394,-15.964,39.436,3930.3,11.20829,538.638,9.8569,42.511,4613.151,5309.296,7.628,41.592,170.875,481.922,0.151278,377.088,56.941,22.489,0,cruise_low
228,2,535.0,5221.8,0.66273,-19.371,41.135,3961.6,12.19641,275.423,20.4438,42.891,5059.758,5630.692,32.835,43.549,177.881,428.433,0.148121,381.605,44.089,22.109,0,cruise_low
229,2,540.0,5191.4,0.6651,-18.657,43.734,3959.1,11.20259,349.401,14.719,42.803,4644.563,5142.819,17.021,42.985,188.258,385.76,0.143653,380.635,36.758,22.197,0,cruise_low
230,2,545.0,5176.4,0.66628,-17.678,39.678,4403.6,12.21129,540.577,11.4007,43.528,5631.153,6162.947,10.208,51.904,175.196,399.276,0.150816,380.156,42.539,21.472,0,cruise_low
231,2,550.0,5348.7,0.65291,-20.018,40.018,4679.1,13.2567,267.482,26.7524,45.397,6495.668,7155.79,56.209,58.395,178.682,495.046,0.150174,385.691,54.325,19.603,0,cruise_low
232,2,555.0,5348.5,0.65293,-19.398,38.883,4636.5,13.07562,539.785,12.9836,41.994,6348.693,7008.374,13.246,56.798,173.803,472.557,0.152351,385.681,52.596,23.006,0,cruise_low
233,2,560.0,5281.5,0.65809,-20.094,40.532,4424.7,12.84037,351.009,18.6577,43.675,5949.648,6549.006,27.366,52.719,178.77,446.132,0.149219,383.518,46.477,21.325,0,cruise_low
234,2,565.0,5231.7,0.66196,-16.806,40.516,4078.4,11.53923,268.836,20.2632,42.885,4928.309,5447.469,32.282,45.79,176.201,399.961,0.149249,381.919,42.888,22.115,0,cruise_low
235,2,570.0,5404.1,0.64867,-20.695,40.448,4016.7,12.58089,543.527,10.6635,44.141,5291.854,5795.887,8.94,44.183,175.506,380.101,0.149374,387.492,36.082,20.859,0,cruise_low
236,2,575.0,5439.4,0.64598,-20.16,38.522,4398.7,12.66076,267.616,24.2778,43.8,5831.959,6497.114,46.324,51.827,170.535,486.744,0.153062,388.647,54.342,21.2,0,cruise_low
237,2,580.0,5139.7,0.66916,-18.034,41.821,4557.3,13.2229,349.091,20.0031,42.932,6310.522,6982.888,31.463,55.475,184.937,492.144,0.146902,378.992,54.263,22.068,0,cruise_low
238,2,585.0,5209.7,0.66368,-18.842,40.97,4547.2,13.50444,268.402,26.0324,44.751,6430.56,6987.148,53.315,56.174,181.455,437.048,0.14842,381.217,46.025,20.249,0,cruise_low
239,2,590.0,5232.8,0.66187,-17.59,40.687,4504.1,12.26932,349.001,18.1142,43.585,5786.988,6321.861,25.817,54.481,179.991,411.31,0.148935,381.955,43.668,21.415,0,cruise_low
240,2,595.0,5406.9,0.64845,-20.138,38.78,4419.7,14.11059,350.344,20.7149,44.208,6530.765,7257.327,33.762,53.067,171.722,515.957,0.152553,387.584,58.573,20.792,0,cruise_low
241,3,0.0,8717.0,0.43929,-41.757,30.96,5460.0,17.45017,539.235,20.8694,37.173,9977.426,11253.521,33.469,80.147,149.18,820.11,0.170735,519.752,98.265,27.827,0,cruise_high
242,3,5.0,8602.6,0.44525,-39.926,33.57,5573.4,16.4111,273.726,38.5499,38.038,9578.329,10552.127,114.447,82.365,160.684,696.462,0.163963,514.271,74.269,26.962,0,cruise_high
243,3,10.0,8679.5,0.44123,-40.501,33.639,5195.4,15.71576,270.525,34.8241,37.154,8550.358,9420.773,93.514,72.538,157.501,624.327,0.163795,517.948,61.76,27.846,0,cruise_high
244,3,15.0,8957.3,0.42705,-40.32,35.124,4855.9,15.83461,268.521,32.8912,37.162,8052.081,8831.963,83.491,64.661,160.539,567.846,0.160295,531.497,50.704,27.838,0,cruise_high
245,3,20.0,8951.0,0.42737,-44.541,32.475,5169.6,16.83476,538.698,18.6902,39.896,9113.722,10068.375,26.97,72.085,152.618,638.312,0.166704,531.185,61.868,25.104,0,cruise_high
246,3,25.0,8838.1,0.43308,-42.559,33.251,5349.1,17.18501,349.08,30.1424,38.118,9626.232,10522.089,70.204,76.244,157.325,629.42,0.164748,525.63,61.137,26.882,0,cruise_high
247,3,30.0,8888.4,0.43052,-43.54,31.616,5289.5,15.54805,352.573,26.9408,39.426,8612.237,9498.607,56.126,74.289,150.247,613.801,0.168954,528.095,60.164,25.574,0,cruise_high
248,3,35.0,9034.0,0.42321,-44.631,31.607,5058.4,16.42655,349.903,27.6593,40.366,8701.354,9678.045,59.203,69.304,148.179,661.688,0.168978,535.318,67.18,24.634,0,cruise_high
249,3,40.0,8861.7,0.43188,-41.79,33.074,5253.8,17.46556,353.2,30.2083,40.016,9609.184,10669.576,70.685,74.898,155.757,718.818,0.165189,526.786,76.951,24.984,0,cruise_high
250,3,45.0,9003.1,0.42475,-42.517,31.059,5101.2,16.67889,348.302,27.7688,42.312,8909.888,9671.932,59.806,70.324,146.354,543.542,0.170464,533.776,50.137,22.688,0,cruise_high
251,3,50.0,8978.2,0.426,-43.508,31.283,4951.4,15.76939,352.164,24.9789,39.7,8176.538,8796.675,48.41,66.415,145.972,458.434,0.169851,532.536,34.358,25.3,0,cruise_high
252,3,55.0,8984.6,0.42568,-40.967,30.697,5317.4,16.39586,538.952,18.5519,40.164,9129.809,9998.596,26.698,75.607,146.822,589.94,0.171464,532.855,60.186,24.836,0,cruise_high
253,3,60.0,8973.2,0.42625,-44.879,32.984,4838.2,15.62266,348.508,25.0323,39.278,7915.228,8723.975,48.641,63.276,151.831,563.498,0.165415,532.288,48.332,25.722,0,cruise_high
254,3,65.0,9015.8,0.42412,-45.1,32.191,4914.4,13.72847,540.491,14.8994,39.971,7065.118,8052.99,17.237,64.227,149.292,647.17,0.167439,534.41,63.262,25.029,0,cruise_high
255,3,70.0,9004.3,0.42469,-42.288,31.554,4683.4,13.68476,350.7,20.7323,41.378,6711.688,7270.804,33.401,59.573,144.859,414.539,0.169121,533.838,27.82,23.622,0,cruise_high
256,3,75.0,8996.2,0.4251,-41.392,32.327,4889.3,16.36635,541.969,17.329,41.1,8379.634,9391.797,23.325,64.704,149.627,663.636,0.167086,533.43,69.492,23.9,0,cruise_high
257,3,80.0,9095.5,0.42016,-44.271,32.293,5183.7,15.57243,542.901,17.3788,38.924,8453.278,9434.97,23.483,71.731,152.012,651.182,0.167174,538.406,64.59,26.076,0,cruise_high
258,3,85.0,9089.7,0.42045,-43.135,30.473,4939.4,15.60299,346.908,25.8267,41.791,8070.641,8959.49,51.904,65.229,142.629,605.76,0.172095,538.115,61.113,23.209,0,cruise_high
259,3,90.0,9087.7,0.42055,-43.52,32.174,4378.5,12.73645,268.817,24.2057,39.03,5839.893,6506.914,45.624,51.895,144.99,475.991,0.167484,538.012,36.201,25.97,0,cruise_high
260,3,95.0,9056.1,0.42211,-44.058,32.803,4427.6,13.48214,537.876,12.9298,41.845,6251.113,6954.635,13.016,53.148,147.876,483.256,0.165869,536.426,36.099,23.155,0,cruise_high
261,3,100.0,9213.2,0.41439,-43.558,34.952,4492.0,14.26762,347.953,21.0077,40.667,6711.579,7309.709,34.354,55.206,156.96,439.905,0.160689,544.379,27.13,24.333,0,cruise_high
262,3,105.0,9311.8,0.4096,-44.013,34.345,4636.3,13.44594,543.197,13.7043,42.233,6528.184,7444.128,14.613,57.165,155.653,606.113,0.162102,549.451,54.24,22.767,0,cruise_high
263,3,110.0,9194.0,0.41532,-41.827,33.422,4382.1,12.63081,347.901,18.3867,41.224,5796.18,6396.727,26.316,51.596,150.009,432.866,0.164327,543.401,29.304,23.776,0,cruise_high
264,3,115.0,9461.0,0.40248,-46.004,30.197,4623.2,12.71962,543.245,12.8112,40.492,6158.045,6959.615,12.771,56.949,138.955,534.767,0.172879,557.233,46.446,24.508,0,cruise_high
265,3,120.0,9130.1,0.41846,-42.75,31.648,4532.7,13.69997,271.798,26.5331,41.093,6502.88,7211.646,54.791,55.899,144.055,504.456,0.16887,540.154,42.438,23.907,0,cruise_high
266,3,125.0,9226.6,0.41373,-44.943,31.519,4806.3,14.20948,350.53,22.518,40.313,7151.799,7893.249,39.466,61.499,145.71,518.801,0.169215,545.068,42.846,24.687,0,cruise_high
267,3,130.0,9143.7,0.41779,-44.495,32.557,4666.4,13.65275,351.278,20.7464,40.335,6671.641,7287.747,33.502,58.247,148.738,447.077,0.166495,540.842,29.941,24.665,0,cruise_high
268,3,135.0,9237.4,0.4132,-43.093,29.529,4515.4,14.00134,272.061,26.5854,41.64,6620.599,7232.834,54.994,55.375,135.449,447.347,0.174822,545.62,35.113,23.36,0,cruise_high
269,3,140.0,9350.7,0.40774,-45.24,32.52,4581.0,13.14846,350.353,19.9606,42.633,6307.534,6993.265,30.996,56.482,147.915,483.079,0.166591,551.462,35.237,22.367,0,cruise_high
270,3,145.0,9281.2,0.41108,-46.179,29.012,4564.6,13.5204,349.867,20.3137,40.46,6462.785,7107.105,32.096,56.432,133.757,454.404,0.176375,547.872,33.966,24.54,0,cruise_high
271,3,150.0,9204.5,0.41481,-44.872,33.218,4658.1,14.64417,266.324,29.6631,40.873,7143.338,7899.998,68.425,59.163,151.316,541.67,0.16483,543.935,44.411,24.127,0,cruise_high
272,3,155.0,9220.4,0.41403,-44.918,33.631,4339.0,13.65151,268.712,25.0338,40.615,6202.979,6726.882,48.74,51.852,150.529,401.151,0.163814,544.751,20.796,24.385,0,cruise_high
273,3,160.0,9152.4,0.41736,-45.423,28.911,5160.9,15.59248,348.375,26.4852,39.784,8426.897,9226.783,54.52,70.786,138.283,558.552,0.176682,541.282,53.264,25.216,0,cruise_high
274,3,165.0,9194.5,0.4153,-43.972,31.255,4685.5,14.94953,273.601,29.4557,41.777,7335.141,8059.107,67.465,59.968,143.68,520.183,0.169928,543.426,44.421,23.223,0,cruise_high
275,3,170.0,9085.5,0.42066,-43.62,31.079,4544.6,13.70433,538.844,13.6889,39.681,6521.952,7376.166,14.572,56.308,141.869,565.555,0.170409,537.902,52.756,25.319,0,cruise_high
276,3,175.0,9251.1,0.41254,-46.333,33.545,4789.0,14.90077,349.257,23.6987,39.845,7472.708,8276.925,43.694,61.688,153.675,558.895,0.164024,546.32,45.339,25.155,0,cruise_high
