sample_id,profile_id,time_s,altitude_m,air_density_kg_m3,ambient_temp_c,cooling_air_speed_mps,speed_rpm,torque_nm,voltage_v,current_a,winding_temp_c
280,3,195.0,9205.9,0.41474,-46.153,29.306,4849.3,15.45375,539.532,15.6198,39.505
281,3,200.0,9220.6,0.41402,-43.198,33.505,4997.1,16.69677,350.571,27.6584,40.798
282,3,205.0,9231.3,0.4135,-48.051,34.945,4934.0,15.86774,351.682,25.6264,41.32
283,3,210.0,9262.9,0.41197,-44.071,31.676,5400.2,16.64503,272.712,37.8036,39.752
284,3,215.0,9210.0,0.41454,-45.197,32.524,4910.1,16.68028,348.565,26.2599,41.362
285,3,220.0,9094.6,0.42021,-45.049,33.505,4944.9,16.35499,269.895,34.0671,41.103
286,3,225.0,9226.7,0.41373,-45.186,32.683,5229.3,16.77289,347.967,28.9272,42.886
287,3,230.0,8939.9,0.42792,-43.458,32.286,5132.5,17.27826,270.573,37.3865,41.411
288,3,235.0,9177.2,0.41614,-44.138,29.552,5168.4,16.74614,538.728,18.5446,42.457
289,3,240.0,9119.9,0.41896,-45.615,31.057,5020.7,15.74207,539.911,16.7403,43.059
290,3,245.0,9059.5,0.42194,-42.583,30.522,5515.0,18.01316,349.263,33.3723,41.952
291,3,250.0,8928.6,0.42849,-42.623,33.463,5315.3,16.81627,349.491,29.0293,43.187
292,3,255.0,9029.1,0.42346,-44.977,33.911,5545.4,18.44715,274.599,43.2982,40.219
293,3,260.0,8912.1,0.42932,-44.046,32.539,5448.4,17.86434,541.102,20.6933,41.401
294,3,265.0,9027.0,0.42356,-42.34,33.319,5402.3,17.50451,350.249,31.2675,42.874
295,3,270.0,8807.8,0.43462,-43.559,31.726,5047.2,15.11917,544.834,15.6946,43.372
296,3,275.0,8957.8,0.42702,-43.073,31.446,5207.7,15.17276,266.466,34.022,44.448
297,3,280.0,8871.3,0.43139,-43.375,30.928,5767.3,18.22417,536.326,22.6917,44.992
298,3,285.0,8889.6,0.43046,-42.55,32.545,5436.5,17.28121,353.91,30.6888,43.436
299,3,290.0,8897.2,0.43008,-41.865,31.14,5460.2,18.15267,270.957,42.4676,42.048
300,3,295.0,8889.8,0.43045,-43.918,33.711,5346.1,16.90984,542.949,19.139,43.921
301,3,300.0,8687.7,0.44081,-40.964,31.197,5232.6,15.71584,351.855,27.1676,45.747
302,3,305.0,8590.9,0.44586,-42.29,32.351,5353.4,16.67347,537.454,18.7459,47.123
303,3,310.0,8708.7,0.43972,-41.858,33.777,5274.4,16.81876,349.112,29.6411,44.483
304,3,315.0,8771.6,0.43648,-40.843,30.728,4791.6,14.91794,345.729,23.8824,45.413
305,3,320.0,8669.2,0.44177,-42.905,31.85,5311.4,17.14898,542.515,18.891,43.39
306,3,325.0,8636.0,0.4435,-40.617,33.154,5055.0,14.93874,268.44,32.0869,46.446
307,3,330.0,8561.1,0.44742,-41.175,32.014,4706.1,15.20935,350.025,23.861,45.441
308,3,335.0,8504.4,0.45042,-42.29,31.716,5349.4,15.94505,539.887,18.0876,46.851
309,3,340.0,8580.5,0.4464,-40.984,31.949,5053.9,16.16143,346.792,26.9216,43.864
310,3,345.0,8635.3,0.44353,-42.712,36.827,5018.5,15.87084,349.432,26.3183,45.042
311,3,350.0,8571.6,0.44687,-40.611,34.274,5051.8,15.85515,273.068,33.7058,45.328
312,3,355.0,8606.5,0.44504,-41.322,32.919,5051.4,16.48319,350.859,27.2039,45.497
313,3,360.0,8442.2,0.45373,-39.061,32.953,5013.5,16.04375,541.254,17.2885,46.502
314,3,365.0,8661.7,0.44216,-40.982,32.342,4918.9,14.26066,272.226,29.8076,45.749
315,3,370.0,8355.3,0.45839,-39.925,33.081,4786.9,14.65117,348.958,22.7689,46.236
316,3,375.0,8524.5,0.44936,-38.735,32.638,5066.6,15.40051,348.186,25.5332,47.269
317,3,380.0,8537.7,0.44866,-39.798,35.779,4804.5,13.93267,350.433,22.0449,46.52
318,3,385.0,8338.0,0.45932,-38.012,33.879,4723.7,14.80578,542.298,14.7002,45.343
319,3,390.0,8337.3,0.45936,-38.247,34.593,4743.2,15.12194,350.405,23.6537,46.006
320,3,395.0,8443.1,0.45368,-40.41,31.88,4659.2,14.54121,542.222,14.8167,43.337
321,3,400.0,8466.0,0.45246,-40.669,32.938,4748.0,14.48237,540.165,14.3007,45.242
322,3,405.0,8456.1,0.45299,-40.747,33.934,4328.8,13.5182,536.308,12.5388,46.589
323,3,410.0,8392.9,0.45637,-38.471,33.548,4783.5,13.15109,270.876,26.6292,43.762
324,3,415.0,8494.0,0.45097,-39.928,32.104,4732.1,12.9167,351.582,20.0395,45.919
325,3,420.0,8414.5,0.45521,-39.525,34.138,4726.6,13.69413,267.476,28.244,44.953
326,3,425.0,8380.5,0.45703,-36.775,35.372,4719.8,14.52901,270.492,29.2531,46.203
327,3,430.0,8487.2,0.45133,-38.841,34.122,4193.4,14.50763,348.917,20.0272,44.79
328,3,435.0,8371.8,0.4575,-39.588,33.063,4354.7,14.6442,346.651,21.1189,45.752
329,3,440.0,8320.1,0.46029,-41.176,33.764,4728.9,14.31555,538.093,14.8616,45.323
330,3,445.0,8231.9,0.46509,-39.501,33.972,4468.3,13.27049,269.351,25.2025,44.881
331,3,450.0,8397.3,0.45613,-39.176,35.647,4448.6,14.65892,535.622,14.1693,43.824
332,3,455.0,8362.4,0.45801,-39.19,34.968,4735.2,13.9272,350.504,21.8153,46.077
333,3,460.0,8073.8,0.47383,-35.382,32.824,4896.4,15.54945,346.442,25.0781,47.237
334,3,465.0,8402.8,0.45584,-42.075,35.294,4754.1,14.28445,537.183,14.5249,43.803
335,3,470.0,8473.4,0.45207,-39.149,36.251,4985.3,15.88973,350.423,26.1688,45.632
336,3,475.0,8387.5,0.45665,-37.895,33.621,5151.2,15.87087,540.367,17.725,44.978
337,3,480.0,8237.9,0.46476,-38.966,35.309,4919.4,15.28434,272.3,31.5979,46.751
338,3,485.0,8205.2,0.46656,-38.624,32.299,4732.6,14.7582,350.56,23.2291,44.481
339,3,490.0,8519.3,0.44963,-40.106,32.878,4771.8,14.20728,353.926,22.8129,45.509
340,3,495.0,8402.9,0.45583,-40.273,31.372,4981.0,15.86986,270.784,33.5754,45.776
341,3,500.0,8463.8,0.45258,-40.746,31.548,5114.3,15.89199,348.143,26.3291,47.466
342,3,505.0,8329.7,0.45977,-38.147,35.173,5242.3,15.33231,352.149,26.1428,46.751
343,3,510.0,8411.1,0.45539,-39.64,32.445,5235.1,16.53009,351.501,28.3084,47.98
344,3,515.0,8350.6,0.45865,-39.108,32.608,5267.1,16.51921,541.118,18.6605,46.992
345,3,520.0,8616.0,0.44455,-40.092,32.987,5293.8,15.7296,267.568,35.7973,45.801
346,3,525.0,8426.2,0.45458,-39.335,32.919,4717.2,14.59245,268.217,29.461,46.47
347,3,530.0,8436.9,0.45401,-38.491,34.667,5188.6,16.98563,272.281,37.1961,45.239
348,3,535.0,8640.6,0.44326,-40.326,30.966,4895.0,15.32099,350.244,24.6464,48.334
349,3,540.0,8616.4,0.44452,-41.297,33.564,5088.0,16.87857,352.785,27.9639,46.37
350,3,545.0,8497.6,0.45078,-41.475,30.655,5280.1,16.96343,268.914,38.2819,46.935
351,3,550.0,8689.8,0.4407,-42.543,33.603,5328.1,17.35163,537.46,19.9136,48.858
352,3,555.0,8710.5,0.43963,-43.381,30.519,4887.3,17.64909,540.262,18.5902,48.496
353,3,560.0,8677.0,0.44137,-40.291,33.45,5180.4,15.47832,350.369,26.9067,47.363
354,3,565.0,8600.8,0.44534,-40.481,32.943,5457.5,18.14777,268.347,42.8195,45.215
355,3,570.0,8730.2,0.43861,-42.848,32.934,5140.3,17.04864,542.183,18.5614,49.036
356,3,575.0,8771.2,0.4365,-41.954,32.31,5279.7,16.91505,349.509,28.8951,49.278
357,3,580.0,8608.5,0.44494,-41.564,30.201,5338.0,16.80143,351.103,29.5759,47.352
358,3,585.0,8736.4,0.43829,-40.647,33.646,5250.4,17.34115,352.045,29.898,47.665
359,3,590.0,8835.5,0.43321,-42.205,32.259,5302.0,16.72608,269.789,37.8325,48.643
360,3,595.0,8657.7,0.44237,-42.052,31.434,5526.7,16.36959,351.422,29.7087,48.665
361,4,0.0,12062.8,0.29635,-58.0,27.713,5683.8,17.45824,272.979,42.1209,30.734
362,4,5.0,12239.0,0.29027,-58.0,29.804,5703.3,18.29608,273.293,44.4594,32.657
363,4,10.0,12386.2,0.28529,-58.0,30.546,5718.1,18.48354,539.671,22.5127,34.857
364,4,15.0,12299.6,0.28821,-58.0,30.178,5865.0,18.23059,272.095,46.0542,32.818
365,4,20.0,12298.7,0.28824,-58.0,27.049,5146.2,18.22851,271.304,40.0464,32.131
366,4,25.0,12266.1,0.28935,-58.0,26.542,5327.9,16.25857,348.314,28.7094,32.607
367,4,30.0,12192.1,0.29188,-58.0,27.52,5123.7,16.43343,348.576,27.5245,31.21
368,4,35.0,12356.6,0.28628,-58.0,27.833,5807.3,18.4344,269.524,46.6499,34.328
369,4,40.0,12374.5,0.28568,-58.0,28.789,5158.8,15.84345,267.43,34.9984,34.429
370,4,45.0,12383.6,0.28537,-58.0,27.098,5208.6,16.84263,351.707,29.1433,32.404
371,4,50.0,12338.7,0.28689,-58.0,28.836,4985.5,15.38407,347.294,25.4161,33.596
372,4,55.0,12344.4,0.28669,-58.0,28.997,5048.7,15.86225,349.358,26.0397,32.939
373,4,60.0,12299.8,0.2882,-58.0,28.121,5067.1,16.00898,349.616,26.2101,35.918
374,4,65.0,12698.9,0.27498,-58.0,26.271,5319.8,15.93289,347.652,28.0954,34.004
375,4,70.0,12556.3,0.27964,-58.0,26.167,5352.0,15.79015,350.288,28.1012,31.852
376,4,75.0,12531.7,0.28045,-58.0,26.999,5223.4,16.79609,351.671,28.664,32.716
377,4,80.0,12679.3,0.27562,-58.0,31.331,5002.9,16.64755,352.577,27.0199,33.779
378,4,85.0,12550.4,0.27983,-58.0,30.595,5016.2,14.90475,268.62,31.8806,32.381
379,4,90.0,12512.2,0.28109,-58.0,29.087,4830.0,15.25802,353.125,24.3986,33.633
380,4,95.0,12584.7,0.2787,-58.0,27.506,5050.8,15.90019,541.308,17.2533,33.397
381,4,100.0,12500.1,0.28149,-58.0,28.624,5270.8,16.1216,352.572,27.9865,35.582
382,4,105.0,12691.8,0.27521,-58.0,26.059,5196.6,16.61862,269.252,36.7913,35.556
383,4,110.0,12640.2,0.27689,-58.0,26.878,5471.3,16.91017,540.119,20.0009,32.768
384,4,115.0,12574.2,0.27905,-58.0,28.539,5592.5,16.79357,349.854,31.2182,37.23
385,4,120.0,12674.4,0.27578,-58.0,24.42,5368.6,17.33498,347.766,30.7277,35.759
386,4,125.0,12695.6,0.27509,-58.0,25.365,5078.5,15.7313,349.999,26.1728,32.772
387,4,130.0,12609.7,0.27788,-58.0,25.327,5041.3,16.29417,269.006,35.3463,36.41
388,4,135.0,12722.0,0.27424,-58.0,27.46,5300.6,17.1287,349.554,30.0009,38.416
389,4,140.0,12549.5,0.27986,-58.0,27.458,5500.0,16.89093,536.02,19.8399,35.064
390,4,145.0,12803.1,0.27163,-58.0,27.34,5694.8,17.65393,349.251,33.7239,37.916
391,4,150.0,12601.5,0.27815,-58.0,25.689,5365.0,18.01214,349.455,32.751,35.701
392,4,155.0,12663.8,0.27612,-58.0,27.001,5550.4,17.5245,540.25,20.5202,38.341
393,4,160.0,12721.4,0.27426,-58.0,26.763,5636.7,17.50996,267.796,43.0657,36.598
394,4,165.0,12669.3,0.27594,-58.0,26.251,5869.0,18.13204,349.335,35.4422,38.826
395,4,170.0,12693.5,0.27516,-58.0,28.327,5739.3,18.41218,266.474,46.8736,38.586
396,4,175.0,12689.4,0.27529,-58.0,29.052,5639.9,18.43919,536.694,22.5678,38.276
397,4,180.0,12616.9,0.27765,-58.0,27.852,6113.8,19.74085,349.795,40.945,37.812
398,4,185.0,12616.4,0.27766,-58.0,29.87,6031.4,18.84077,541.696,24.3294,40.331
399,4,190.0,12606.8,0.27798,-58.0,26.281,6129.8,19.18578,270.012,51.781,39.574
400,4,195.0,12552.6,0.27976,-58.0,27.942,5694.1,19.20356,349.984,36.9221,40.442
401,4,200.0,12617.2,0.27764,-58.0,27.921,5673.3,18.77608,538.836,23.4661,40.745
402,4,205.0,12505.6,0.28131,-58.0,28.347,5858.0,19.86913,538.642,25.857,41.026
403,4,210.0,12640.1,0.27689,-58.0,27.265,6050.6,20.23357,543.757,26.3085,40.316
404,4,215.0,12460.9,0.28279,-58.0,27.058,6131.1,20.01988,349.53,41.9527,43.108
405,4,220.0,12592.9,0.27843,-58.0,27.048,6148.5,21.16236,268.779,57.5871,43.599
406,4,225.0,12534.1,0.28037,-58.0,27.295,5752.7,21.04893,350.28,41.0273,45.197
407,4,230.0,12541.0,0.28014,-58.0,27.364,5968.7,19.44931,539.5,25.4056,44.167
408,4,235.0,12503.9,0.28136,-58.0,29.538,5666.0,19.47023,349.556,37.0692,45.223
409,4,240.0,12515.9,0.28097,-58.0,28.958,5981.4,19.28363,349.637,39.3642,45.847
410,4,245.0,12395.2,0.28499,-58.0,27.512,6015.0,19.59486,270.368,52.1825,45.922
411,4,250.0,12325.9,0.28732,-58.0,28.497,5602.1,18.46594,349.753,34.7654,45.331
412,4,255.0,12466.8,0.28259,-58.0,26.748,5984.0,19.73589,539.601,26.2674,47.085
413,4,260.0,12239.9,0.29024,-58.0,28.562,6094.4,19.92811,540.436,26.7207,48.877
414,4,265.0,12469.9,0.28249,-58.0,29.123,6065.4,19.55984,353.727,39.7678,49.344
415,4,270.0,12288.2,0.28859,-58.0,26.498,5896.8,19.94897,542.352,25.6908,47.975
416,4,275.0,12303.3,0.28808,-58.0,28.672,5298.7,17.3305,270.535,39.966,50.678
417,4,280.0,12482.3,0.28208,-58.0,28.588,5895.1,19.76902,265.292,52.1934,50.319
418,4,285.0,12132.6,0.29393,-58.0,27.98,5836.0,18.4344,351.868,36.2461,50.06
419,4,290.0,12233.7,0.29045,-58.0,25.783,5521.8,17.77531,537.478,21.2894,50.597
420,4,295.0,12223.1,0.29081,-58.0,28.269,5950.5,19.4953,266.448,51.0958,52.164
421,4,300.0,12175.9,0.29243,-58.0,30.397,5587.0,17.41048,347.547,32.5165,49.425
422,4,305.0,12134.6,0.29386,-58.0,29.816,5779.9,19.22646,351.628,37.4665,53.302
423,4,310.0,12117.7,0.29444,-58.0,27.761,5396.1,16.28098,265.331,38.1079,51.69
424,4,315.0,12239.1,0.29027,-58.0,26.084,5432.0,18.78606,543.841,22.1245,50.607
425,4,320.0,12036.9,0.29725,-58.0,28.154,5518.8,16.65893,348.857,30.5245,50.789
426,4,325.0,12172.3,0.29256,-58.0,27.073,5497.1,17.05512,539.06,20.1466,50.965
427,4,330.0,12043.1,0.29704,-58.0,31.444,5408.7,17.59415,270.151,41.2171,53.97
428,4,335.0,12073.9,0.29596,-58.0,27.823,5658.3,17.86132,353.052,33.3664,53.504
429,4,340.0,12206.1,0.2914,-58.0,28.2,5679.1,17.65856,351.489,33.427,51.379
430,4,345.0,11938.5,0.30072,-58.0,27.64,5350.8,17.25432,538.563,19.8858,54.354
431,4,350.0,12074.6,0.29594,-58.0,27.39,4880.9,15.69897,347.993,25.3428,51.718
432,4,355.0,11967.5,0.29969,-58.0,27.379,5028.3,16.48521,349.748,27.137,53.389
433,4,360.0,11932.1,0.30094,-58.0,26.861,5558.8,17.50401,350.971,31.8667,54.667
434,4,365.0,11933.7,0.30089,-58.0,30.23,4855.3,15.31206,542.097,15.6468,54.526
435,4,370.0,11891.3,0.30239,-58.0,28.877,5127.9,16.31213,352.978,27.7464,53.333
436,4,375.0,11917.8,0.30145,-58.0,27.925,5140.3,16.45904,348.933,27.9598,51.183
437,4,380.0,11940.5,0.30065,-58.0,27.361,5308.6,16.78623,268.485,37.9358,52.768
438,4,385.0,11847.6,0.30395,-58.0,28.957,4799.3,15.69353,350.702,24.8875,52.605
439,4,390.0,11901.4,0.30203,-58.0,29.716,4910.6,15.15354,273.291,30.7943,52.561
440,4,395.0,11584.6,0.3135,-58.0,28.523,5558.4,16.7497,271.358,39.745,53.523
441,4,400.0,11861.2,0.30346,-58.0,29.113,5084.8,16.66499,270.375,36.1828,52.209
442,4,405.0,11723.4,0.30842,-58.0,28.184,5402.8,17.11426,350.0,30.9446,53.386
443,4,410.0,11746.7,0.30758,-58.0,27.336,5288.0,16.3033,270.724,36.4305,53.059
444,4,415.0,11648.2,0.31116,-58.0,28.812,5229.9,16.57898,347.407,28.5694,52.135
445,4,420.0,11757.1,0.3072,-58.0,26.996,5179.8,15.83871,350.446,26.9387,56.367
446,4,425.0,11732.6,0.30809,-58.0,27.549,5203.9,16.1725,349.007,27.9382,51.726
447,4,430.0,11594.2,0.31315,-58.0,30.155,4998.9,16.03947,536.706,17.4963,53.009
448,4,435.0,11693.8,0.3095,-58.0,29.228,5574.1,18.00165,266.222,44.3853,53.088
449,4,440.0,11711.7,0.30885,-58.0,30.338,5595.6,17.56554,269.989,42.2286,52.451
450,4,445.0,11756.3,0.30723,-58.0,28.114,5078.3,16.85859,267.478,37.4271,52.214
451,4,450.0,11747.5,0.30755,-58.0,30.051,5443.2,17.43481,272.356,40.4158,54.759
452,4,455.0,11772.2,0.30666,-58.0,25.33,5074.9,17.09071,349.583,28.9953,55.424
453,4,460.0,11744.5,0.30766,-58.0,27.498,5673.2,17.94763,270.761,44.3303,55.447
454,4,465.0,11802.4,0.30557,-58.0,28.643,5798.1,18.04108,537.45,22.8246,54.501
455,4,470.0,11849.0,0.3039,-58.0,28.56,5458.7,17.51207,347.855,32.1363,54.71
456,4,475.0,11688.8,0.30968,-58.0,28.22,5863.5,18.78328,538.796,23.7574,55.274
457,4,480.0,11759.3,0.30712,-58.0,24.536,5669.3,17.31449,540.23,21.263,55.663
458,4,485.0,11783.6,0.30625,-58.0,28.73,5800.5,19.23611,541.389,24.3217,56.131
459,4,490.0,11911.7,0.30166,-58.0,29.941,6012.5,19.7756,351.581,40.2523,55.691
460,4,495.0,11692.5,0.30955,-58.0,28.853,5690.9,19.23187,542.502,23.8382,56.943
461,4,500.0,11875.7,0.30294,-58.0,27.425,5790.0,19.24661,271.632,48.1928,57.724
462,4,505.0,11792.3,0.30593,-58.0,29.229,5833.4,19.90242,272.241,50.735,59.492
463,4,510.0,12009.3,0.29822,-58.0,27.707,5708.0,20.26553,272.357,51.0411,57.378
464,4,515.0,11910.6,0.3017,-58.0,26.382,6066.2,19.39043,346.712,40.4218,59.524
465,4,520.0,11851.7,0.3038,-58.0,26.866,5841.2,19.86603,538.647,25.3945,59.91
466,4,525.0,12007.2,0.2983,-58.0,28.319,5742.2,19.43428,272.067,49.3218,60.329
467,4,530.0,11910.4,0.30171,-58.0,28.07,5905.9,19.57315,352.023,39.2885,62.423
468,4,535.0,11890.3,0.30243,-58.0,29.446,5925.3,19.72845,269.982,51.1127,60.516
469,4,540.0,12037.5,0.29723,-58.0,27.727,6103.5,19.94066,268.697,54.5787,62.625
470,4,545.0,12072.0,0.29603,-58.0,27.356,5989.4,19.94966,348.585,40.5799,62.964
471,4,550.0,12071.0,0.29606,-58.0,28.886,6092.9,20.49288,541.107,27.0591,61.845
472,4,555.0,12137.4,0.29376,-58.0,28.625,6080.0,18.46147,269.529,49.2806,63.346
473,4,560.0,11812.5,0.30521,-58.0,27.517,5953.0,19.4122,538.197,25.4846,62.469
474,4,565.0,12196.1,0.29174,-58.0,28.035,5791.0,18.89115,541.204,24.0644,62.936
475,4,570.0,12199.8,0.29161,-58.0,28.741,5659.1,18.59137,352.058,34.9632,65.04
476,4,575.0,12096.3,0.29518,-58.0,26.578,6033.5,19.54669,351.197,40.5775,64.518
477,4,580.0,11954.2,0.30016,-58.0,27.485,5396.1,16.69793,543.744,19.3976,66.36
478,4,585.0,12227.3,0.29067,-58.0,26.694,5786.0,19.3245,350.164,37.7621,66.784
479,4,590.0,12204.8,0.29144,-58.0,27.734,5613.9,18.72072,538.145,23.2327,66.266
480,4,595.0,12237.3,0.29033,-58.0,30.022,5839.5,18.81237,538.085,24.0734,66.057
481,5,0.0,15591.8,0.19566,-58.0,22.677,4522.8,12.49243,539.378,12.4465,37.117
482,5,5.0,15513.0,0.19748,-58.0,23.937,4227.1,13.83151,538.048,12.508,37.235
483,5,10.0,15700.2,0.19318,-58.0,25.814,4182.3,13.27755,272.486,23.7383,37.598
484,5,15.0,15677.9,0.19369,-58.0,24.703,3959.6,12.29195,350.494,16.3805,38.897
485,5,20.0,15615.4,0.19512,-58.0,25.19,3773.0,11.03375,272.404,17.9385,37.889
486,5,25.0,15734.8,0.19239,-58.0,26.496,4361.0,13.49767,270.378,25.3211,36.53
487,5,30.0,15697.6,0.19324,-58.0,22.788,4590.9,13.37415,545.717,12.9643,35.02
488,5,35.0,15849.1,0.18982,-58.0,25.723,4318.2,12.53655,347.566,18.3424,36.284
489,5,40.0,15851.5,0.18977,-58.0,22.587,4342.3,12.69642,353.172,18.4538,38.597
490,5,45.0,16028.6,0.18586,-58.0,21.961,3698.4,11.21422,539.644,9.0738,35.46
491,5,50.0,15964.5,0.18726,-58.0,28.55,4321.9,12.45967,348.492,17.9009,36.544
492,5,55.0,15793.3,0.19107,-58.0,22.239,4114.0,10.88495,271.149,19.7316,36.045
493,5,60.0,15741.7,0.19224,-58.0,24.132,4258.1,12.36312,268.147,23.756,38.661
494,5,65.0,15857.6,0.18963,-58.0,20.631,4205.4,11.95822,537.528,11.0761,37.725
495,5,70.0,15972.8,0.18708,-58.0,23.047,4654.3,14.7497,349.4,22.9009,37.551
496,5,75.0,15891.5,0.18888,-58.0,22.073,4220.9,12.03763,540.759,11.1114,34.927
497,5,80.0,16022.0,0.186,-58.0,23.554,4780.7,13.77389,270.167,28.5286,38.136
498,5,85.0,16058.5,0.1852,-58.0,22.878,4552.7,13.6979,272.092,26.6393,37.03
499,5,90.0,16110.9,0.18407,-58.0,23.194,4533.5,13.58585,349.836,20.097,35.162
500,5,95.0,15939.1,0.18782,-58.0,22.924,4214.4,12.93845,272.875,23.472,38.02
501,5,100.0,15996.0,0.18657,-58.0,22.503,4667.6,13.30325,268.319,27.2378,37.877
502,5,105.0,15850.5,0.18979,-58.0,25.434,4337.9,14.04331,542.501,12.8761,38.118
503,5,110.0,15930.2,0.18802,-58.0,27.279,4567.2,12.97569,351.033,19.7178,34.873
504,5,115.0,15885.3,0.18902,-58.0,25.631,4488.8,14.95776,353.325,21.9421,35.569
505,5,120.0,16058.3,0.18521,-58.0,21.853,4744.4,15.22669,349.725,23.7872,37.672
506,5,125.0,16101.5,0.18427,-58.0,24.373,4798.1,14.30392,538.422,15.2026,35.977
507,5,130.0,16023.3,0.18597,-58.0,22.756,4934.8,15.44949,538.108,16.3886,36.33
508,5,135.0,16009.7,0.18627,-58.0,25.905,5241.0,15.63216,267.219,35.3899,38.55
509,5,140.0,16098.6,0.18433,-58.0,22.909,5167.5,16.13286,349.196,27.1604,36.84
510,5,145.0,16047.6,0.18544,-58.0,24.336,5051.5,14.61904,274.473,30.6882,38.166
511,5,150.0,16069.5,0.18496,-58.0,23.559,4890.9,14.34533,351.797,22.6031,34.57
512,5,155.0,16033.8,0.18574,-58.0,24.821,4614.8,14.99472,270.071,29.1939,35.859
513,5,160.0,15982.3,0.18687,-58.0,23.561,5185.4,15.50016,269.526,34.5168,36.017
514,5,165.0,16056.9,0.18524,-58.0,23.812,4958.4,14.57055,540.285,15.106,36.683
515,5,170.0,16088.7,0.18455,-58.0,24.663,5276.8,16.79462,535.499,19.0406,37.843
516,5,175.0,16079.3,0.18475,-58.0,23.154,5085.3,16.10946,270.212,34.858,37.078
517,5,180.0,16088.9,0.18454,-58.0,21.18,4783.1,15.39412,542.294,15.8318,37.65
518,5,185.0,16168.2,0.18283,-58.0,25.818,5163.6,16.45404,536.599,18.2009,37.031
519,5,190.0,15985.9,0.18679,-58.0,25.018,5088.2,15.93714,270.5,34.8636,37.529
520,5,195.0,16137.9,0.18348,-58.0,24.104,5150.6,15.51335,356.17,26.0902,36.638
521,5,200.0,15919.0,0.18827,-58.0,26.058,5332.7,17.53778,348.637,30.4587,39.61
522,5,205.0,16074.0,0.18487,-58.0,22.867,4954.4,15.9066,351.647,25.8688,38.894
523,5,210.0,16154.5,0.18312,-58.0,22.492,4887.6,14.61001,352.918,23.3972,36.923
524,5,215.0,15822.8,0.19041,-58.0,22.867,4972.2,16.66424,268.968,36.2193,37.963
525,5,220.0,15852.7,0.18974,-58.0,22.301,5049.8,14.72052,270.82,31.7086,37.899
526,5,225.0,15937.5,0.18786,-58.0,23.52,5135.3,15.79639,538.965,17.4984,36.094
527,5,230.0,15858.1,0.18962,-58.0,23.071,4544.4,12.86549,350.276,19.2817,37.307
528,5,235.0,15794.8,0.19104,-58.0,24.301,4306.8,15.37514,269.304,28.5423,38.45
529,5,240.0,15898.2,0.18873,-58.0,24.904,4605.2,14.84533,349.071,22.5382,38.569
530,5,245.0,15889.2,0.18893,-58.0,25.88,4249.2,14.2722,352.526,20.0334,37.762
531,5,250.0,15869.1,0.18938,-58.0,24.331,5058.8,15.57647,272.427,32.9802,36.95
532,5,255.0,15809.0,0.19072,-58.0,24.874,4491.8,14.58358,350.629,21.7458,38.477
533,5,260.0,15783.0,0.19131,-58.0,22.324,4780.1,14.60278,348.604,23.3002,38.911
534,5,265.0,15708.6,0.19299,-58.0,23.433,4962.3,14.21979,267.444,30.0153,39.236
535,5,270.0,15781.2,0.19135,-58.0,27.694,4443.7,12.58021,351.085,18.9502,37.651
536,5,275.0,15726.1,0.19259,-58.0,25.051,4663.1,13.17675,269.475,26.1969,39.17
537,5,280.0,15855.0,0.18969,-58.0,21.459,4499.1,13.40465,542.684,12.8612,37.808
538,5,285.0,15662.2,0.19404,-58.0,24.54,4205.5,12.95341,349.361,18.1485,38.661
539,5,290.0,15614.8,0.19513,-58.0,24.293,4271.3,13.88611,269.074,25.5545,37.922
540,5,295.0,15712.4,0.1929,-58.0,22.23,4597.9,13.34335,268.797,26.371,39.59
541,5,300.0,15524.5,0.19721,-58.0,23.731,4444.5,12.95157,540.362,12.1974,37.865
542,5,305.0,15691.3,0.19338,-58.0,25.279,4695.1,15.23148,350.033,24.037,36.622
543,5,310.0,15576.1,0.19602,-58.0,23.963,4524.5,12.16765,350.061,18.4973,38.745
544,5,315.0,15688.2,0.19345,-58.0,24.85,4367.2,12.86921,346.989,19.1759,38.797
545,5,320.0,15459.2,0.19873,-58.0,23.706,3998.5,11.48086,347.78,15.5798,39.437
546,5,325.0,15560.4,0.19638,-58.0,26.364,4502.6,11.88813,270.745,23.3231,37.705
547,5,330.0,15440.4,0.19917,-58.0,23.938,4237.5,11.8584,544.423,10.9053,37.246
548,5,335.0,15469.7,0.19849,-58.0,23.338,4101.2,12.32929,350.174,16.9938,38.178
549,5,340.0,15285.2,0.20284,-58.0,25.252,4236.8,13.00177,351.126,18.5097,36.25
550,5,345.0,15436.3,0.19927,-58.0,25.948,3925.3,13.45239,345.804,18.1792,36.603
551,5,350.0,15316.8,0.20209,-58.0,25.032,4193.0,11.9195,541.285,11.2533,38.327
552,5,355.0,15278.2,0.20301,-58.0,22.685,4514.9,13.62509,266.055,27.0542,38.608
553,5,360.0,15295.3,0.2026,-58.0,26.287,4383.9,13.75126,272.232,25.7147,37.496
554,5,365.0,15282.3,0.20291,-58.0,26.455,4429.4,14.26026,541.675,13.405,38.6
555,5,370.0,15384.0,0.2005,-58.0,27.178,4317.1,12.81947,538.09,12.1535,38.196
556,5,375.0,15142.3,0.20628,-58.0,28.594,4432.0,13.44685,539.434,12.8184,36.672
557,5,380.0,15281.7,0.20293,-58.0,27.101,4402.3,13.48956,539.86,12.9384,37.413
