sample_id,profile_id,speed_rpm,torque_nm,current_a,voltage_v,temperature_c,vibration_rms_mm_s,acoustic_db,cooling_flow_lpm,efficiency,pressure_kpa,output_power_w,true_mode_label,mode_id,anomaly_flag,health_score,maintenance_priority
201,5,4983.5,13.65348,42.0312,46.71,77.007,2.6789,58.904,16.858,0.8725,101.352,7125.322,high_load,2,0,0.90516,low
202,2,3244.3,6.26718,16.0293,300.661,55.687,5.3983,66.613,17.138,0.84198,100.268,2129.198,vibration_alarm,4,1,0.89559,low
203,5,2589.5,6.16308,14.6872,301.366,37.541,2.605,57.361,17.774,0.87978,100.364,1671.261,sensor_drift,5,1,1.0,low
204,4,2811.9,7.44852,20.0178,300.099,45.334,2.2786,56.551,21.38,0.8956,99.458,2193.318,nominal,1,0,1.0,low
205,1,3377.8,6.986,17.471,299.445,50.617,1.5676,51.983,15.26,0.88046,101.019,2471.127,nominal,1,0,1.0,low
206,1,3305.9,5.19808,12.8829,95.473,65.908,7.8902,75.668,13.835,0.80272,100.321,1799.549,vibration_alarm,4,1,0.75854,low
207,1,4244.2,10.31314,25.4122,48.415,92.703,1.9961,55.755,6.271,0.80116,101.41,4583.663,cooling_degraded,3,1,0.92054,low
208,2,4314.6,16.0135,43.1898,93.953,79.288,3.242,54.372,16.286,0.81847,100.104,7235.219,high_load,2,0,0.88559,low
209,1,4617.5,13.72355,33.4868,99.219,74.247,3.5885,60.252,18.049,0.84583,100.051,6635.888,high_load,2,0,0.98027,low
210,5,3808.8,9.27375,21.2639,96.551,87.191,2.9288,59.774,6.05,0.79889,101.956,3698.882,cooling_degraded,3,1,0.93983,low
211,6,1289.2,2.60766,5.7203,298.914,27.651,0.905,51.44,17.768,0.93584,98.49,352.042,idle,0,0,1.0,low
212,1,1245.1,3.08666,5.3862,96.377,24.092,1.3062,55.031,15.197,0.94,98.438,402.447,idle,0,0,1.0,low
213,2,1151.9,2.95497,4.9752,96.726,26.736,1.1,50.895,20.937,0.93126,98.395,356.459,idle,0,0,1.0,low
214,6,5179.4,15.01567,31.0728,49.405,76.344,2.9896,57.059,17.083,0.85987,101.482,8144.204,high_load,2,0,0.9778,low
215,4,3166.2,7.40374,15.4828,299.321,51.966,2.1224,53.349,13.856,0.88062,96.104,2454.807,nominal,1,0,1.0,low
216,2,3072.4,7.78085,17.0003,49.052,52.175,1.5389,53.757,16.867,0.84038,100.322,2503.379,nominal,1,0,1.0,low
217,1,1164.6,3.28823,6.2347,94.306,30.855,1.1494,51.047,16.202,0.9107,100.255,401.008,idle,0,0,1.0,low
218,1,2755.3,6.543,16.2017,96.711,51.285,8.15,72.452,15.04,0.85349,98.297,1887.88,vibration_alarm,4,1,0.74425,low
219,6,3249.0,7.86319,19.3375,300.325,48.285,2.3045,53.257,16.112,0.87738,101.387,2675.314,nominal,1,0,1.0,low
220,2,1209.5,3.45795,7.3611,96.172,37.951,1.2342,52.871,15.502,0.89707,97.143,437.994,idle,0,0,1.0,low
221,2,2950.0,5.4062,19.0727,97.009,60.056,7.6214,75.051,14.269,0.88713,96.916,1670.111,vibration_alarm,4,1,0.77332,low
222,5,4473.9,15.07378,31.9627,48.989,69.558,2.7598,58.956,19.57,0.8934,101.956,7062.13,high_load,2,0,1.0,low
223,6,2934.7,9.46637,18.7999,97.414,45.248,1.5005,55.36,15.141,0.87534,98.931,2909.235,nominal,1,0,1.0,low
224,4,3918.8,11.4603,20.5716,301.113,97.396,2.5277,54.862,7.753,0.83133,104.871,4702.98,cooling_degraded,3,1,0.90412,low
225,4,3290.9,7.17165,18.7371,298.679,49.715,1.7456,53.498,16.165,0.891,103.512,2471.498,nominal,1,0,1.0,low
226,2,2347.9,5.8688,14.1245,49.071,46.209,2.5745,53.048,13.644,0.8856,100.301,1442.959,sensor_drift,5,1,1.0,low
227,4,2756.8,6.89286,14.581,300.532,59.769,7.2185,67.377,14.02,0.85868,100.515,1989.943,vibration_alarm,4,1,0.79548,low
228,6,1214.0,2.53856,6.8029,47.848,34.454,0.768,51.859,16.74,0.85223,98.775,322.731,idle,0,0,1.0,low
229,1,1171.4,3.29709,6.0861,47.428,32.141,1.2991,49.547,15.214,0.89873,100.181,404.449,idle,0,0,1.0,low
230,1,4520.7,14.96399,41.3402,302.264,80.334,2.9958,59.837,13.101,0.86681,100.195,7084.051,high_load,2,0,0.90043,low
231,6,4514.8,12.65727,36.2885,301.407,72.189,2.4472,57.739,14.554,0.83732,101.364,5984.244,high_load,2,0,0.97945,low
232,3,3240.7,8.41419,20.4304,96.145,49.2,2.3056,55.904,15.674,0.89389,97.229,2855.464,nominal,1,0,1.0,low
233,2,3910.5,11.63477,25.412,300.113,90.935,2.4032,57.392,9.87,0.86227,101.509,4764.473,cooling_degraded,3,1,0.92673,low
234,1,4555.3,8.49957,24.3293,299.215,86.698,3.1033,55.888,9.335,0.77421,97.812,4054.569,cooling_degraded,3,1,0.94156,low
235,3,2749.1,8.44845,21.9672,47.625,58.606,1.4199,48.101,13.827,0.87945,100.446,2432.205,nominal,1,0,1.0,low
236,6,4242.4,11.50876,32.9532,300.849,96.903,2.7936,58.205,5.419,0.8269,100.26,5112.879,cooling_degraded,3,1,0.90584,low
237,4,2709.4,5.9921,17.8794,48.026,60.685,4.839,63.752,11.748,0.87756,102.468,1700.112,vibration_alarm,4,1,0.92635,low
238,1,1291.6,3.45488,6.3258,47.691,32.91,1.1328,49.875,16.354,0.91095,98.707,467.305,idle,0,0,1.0,low
239,4,1346.1,3.91781,6.2786,301.692,21.923,1.1111,49.817,16.59,0.86482,97.619,552.266,idle,0,0,1.0,low
240,3,4007.2,11.50324,38.1287,299.483,78.38,2.5907,58.765,15.4,0.86169,99.906,4827.081,high_load,2,0,0.93938,low
241,3,1372.1,3.50574,5.2536,48.379,38.54,1.0973,50.153,18.031,0.9226,99.514,503.737,idle,0,0,1.0,low
242,4,3266.4,11.26421,29.4338,299.888,94.898,2.7042,53.894,5.386,0.82945,103.565,3852.992,cooling_degraded,3,1,0.91286,low
243,1,3371.5,7.20658,23.1603,46.666,43.135,1.9923,50.283,19.73,0.90443,98.209,2544.373,nominal,1,0,1.0,low
244,1,1073.7,3.30066,6.4994,302.037,26.222,1.1117,51.989,15.712,0.89497,101.213,371.103,idle,0,0,1.0,low
245,3,4725.1,14.7973,38.1135,299.005,76.219,3.3656,60.264,16.143,0.86342,101.938,7321.886,high_load,2,0,0.9471,low
246,3,4741.8,16.79523,37.4191,95.671,76.988,3.5829,63.029,16.616,0.86419,96.265,8339.898,high_load,2,0,0.94679,low
247,4,5195.7,15.2866,41.7582,303.116,71.11,3.0553,56.268,16.024,0.8396,102.252,8317.324,high_load,2,0,0.92853,low
248,3,2179.1,5.84514,15.7054,298.469,35.57,2.5994,56.655,17.508,0.84003,100.087,1333.846,sensor_drift,5,1,1.0,low
249,6,1356.8,2.2938,5.7532,94.457,31.575,1.2014,49.408,16.158,0.89908,95.759,325.904,idle,0,0,1.0,low
250,6,1098.3,3.49038,5.4571,94.91,37.498,1.0497,52.184,14.174,0.89658,96.313,401.449,idle,0,0,1.0,low
251,6,1210.8,2.62071,6.2949,48.098,28.279,1.0864,48.487,16.265,0.90182,99.532,332.282,idle,0,0,1.0,low
252,3,3232.9,8.16285,20.8942,95.404,43.186,1.6262,55.68,18.203,0.90193,102.901,2763.506,nominal,1,0,1.0,low
253,2,2245.6,6.35489,14.2912,299.387,43.656,2.2575,56.052,19.605,0.86483,98.606,1494.376,sensor_drift,5,1,1.0,low
254,2,1313.1,2.18243,7.0726,97.758,29.827,0.9838,50.126,18.701,0.93887,97.475,300.101,idle,0,0,1.0,low
255,1,2656.0,7.01382,13.3201,296.302,58.659,5.9446,66.825,14.146,0.86296,99.939,1950.779,vibration_alarm,4,1,0.86555,low
256,3,5135.6,17.48432,37.7052,49.014,75.616,2.706,55.152,17.278,0.84785,100.505,9403.057,high_load,2,0,0.95329,low
257,5,2852.8,7.95549,17.2931,48.032,56.234,4.9274,63.381,15.458,0.85416,99.853,2376.655,vibration_alarm,4,1,0.9215,low
258,2,2951.0,8.46587,21.3044,95.18,43.119,1.445,54.751,15.785,0.89098,103.944,2616.195,nominal,1,0,1.0,low
259,1,3389.6,6.59497,17.4622,45.646,45.92,1.4732,49.966,18.391,0.85309,98.157,2340.939,nominal,1,0,1.0,low
260,5,4534.4,13.54564,44.096,96.323,78.449,3.1289,55.622,16.909,0.82263,101.336,6432.033,high_load,2,0,0.87947,low
261,6,3084.9,8.92396,16.7577,300.45,45.929,1.2473,47.551,20.444,0.90574,99.662,2882.901,nominal,1,0,1.0,low
262,4,3567.1,10.74424,29.4742,301.755,93.983,2.4996,58.037,4.606,0.81765,103.935,4013.494,cooling_degraded,3,1,0.91606,low
263,2,3234.9,8.93346,18.8184,93.9,53.827,1.5339,54.348,14.737,0.84702,102.347,3026.302,nominal,1,0,1.0,low
264,2,3355.8,7.56029,18.0329,97.126,47.418,2.5615,54.325,19.661,0.92137,102.247,2656.807,nominal,1,0,1.0,low
265,2,2837.8,6.36224,17.1449,94.519,53.393,5.9028,67.913,17.782,0.83764,96.458,1890.66,vibration_alarm,4,1,0.86785,low
266,3,2892.6,6.66654,17.8579,49.148,59.397,8.1326,75.698,13.772,0.86373,99.153,2019.375,vibration_alarm,4,1,0.74521,low
267,4,1247.7,3.05254,5.235,97.618,31.394,1.0792,55.046,18.206,0.94,98.648,398.836,idle,0,0,1.0,low
268,2,4156.5,13.83177,41.596,299.542,76.992,3.0238,58.613,16.042,0.87212,101.536,6020.587,high_load,2,0,0.90957,low
269,4,3059.6,8.53026,18.8287,301.102,48.62,2.4702,57.501,16.799,0.87838,98.243,2733.13,nominal,1,0,1.0,low
270,1,4549.2,15.4178,40.198,48.366,79.862,3.3089,57.809,14.976,0.8069,100.7,7344.888,high_load,2,0,0.9135,low
271,5,3246.1,9.31365,18.2709,96.256,42.479,1.6158,53.69,17.298,0.89819,98.829,3165.956,nominal,1,0,1.0,low
272,1,3022.6,8.25529,15.3262,96.236,50.66,1.5186,53.836,13.966,0.88393,100.862,2613.057,nominal,1,0,1.0,low
273,5,5002.5,15.55808,45.228,95.622,78.497,3.0416,59.42,15.642,0.85278,102.669,8150.254,high_load,2,0,0.86798,low
274,5,3005.0,6.46137,20.265,94.468,50.26,1.3279,50.464,19.294,0.85865,99.423,2033.29,nominal,1,0,1.0,low
275,4,2481.3,4.97325,15.6766,298.743,45.337,2.2044,54.346,14.444,0.88158,100.313,1292.262,sensor_drift,5,1,1.0,low
276,2,3360.9,7.77667,20.1317,95.939,44.523,1.9729,53.904,17.262,0.91134,98.533,2737.042,nominal,1,0,1.0,low
277,1,3408.6,12.14924,20.8975,301.555,84.535,2.4288,56.405,9.597,0.80345,101.583,4336.704,cooling_degraded,3,1,0.94913,low
278,2,3221.3,6.08355,15.2612,94.928,37.107,1.9079,56.209,17.918,0.85597,101.71,2052.201,nominal,1,0,1.0,low
279,1,3619.5,8.71072,24.656,300.83,51.066,2.067,56.969,17.988,0.90278,99.75,3301.686,nominal,1,0,1.0,low
280,3,4089.3,11.68864,19.5994,299.782,90.359,2.7895,52.894,9.096,0.78364,98.824,5005.441,cooling_degraded,3,1,0.92875,low
281,6,2978.4,7.09285,19.3063,300.04,58.787,7.5817,72.154,14.019,0.84913,99.648,2212.253,vibration_alarm,4,1,0.7755,low
282,4,2971.7,7.51867,14.9663,297.39,53.792,7.4854,72.688,13.652,0.85053,101.954,2339.778,vibration_alarm,4,1,0.7808,low
283,1,4917.2,13.11299,35.8484,49.279,80.12,3.5396,58.339,15.537,0.84412,100.876,6752.211,high_load,2,0,0.95392,low
284,4,2817.8,8.42609,18.4116,95.301,46.251,2.1895,57.19,16.97,0.89809,101.422,2486.379,nominal,1,0,1.0,low
285,3,1239.2,2.7933,6.372,300.02,29.317,0.762,48.273,17.457,0.93804,97.731,362.494,idle,0,0,1.0,low
286,2,2438.6,6.12321,12.9602,96.482,36.185,2.582,57.024,17.265,0.84512,94.832,1563.687,sensor_drift,5,1,1.0,low
287,2,2592.9,7.60525,19.7285,300.876,64.189,5.524,64.938,14.028,0.83636,100.118,2065.056,vibration_alarm,4,1,0.88868,low
288,4,4508.1,16.18105,36.0804,301.135,76.341,3.8798,60.3,14.414,0.85242,101.541,7638.847,high_load,2,0,0.94611,low
289,5,3080.1,8.73609,21.4871,300.3,48.083,1.765,50.827,19.29,0.85437,99.691,2817.819,nominal,1,0,1.0,low
290,4,3187.0,8.63615,16.3452,300.249,53.885,1.951,56.424,18.252,0.87413,99.391,2882.228,nominal,1,0,1.0,low
291,5,3750.7,10.18312,25.7543,97.267,95.491,2.7606,54.341,7.558,0.87621,101.166,3999.633,cooling_degraded,3,1,0.91078,low
292,1,4223.8,8.96126,28.3392,299.417,90.219,2.4158,56.247,6.21,0.81623,100.929,3963.71,cooling_degraded,3,1,0.92924,low
293,3,2768.6,7.59796,15.1455,303.155,58.016,6.9921,73.925,14.56,0.89357,97.677,2202.844,vibration_alarm,4,1,0.80793,low
294,5,4358.4,15.94047,42.3113,46.928,73.85,3.1319,57.436,16.946,0.9105,99.531,7275.475,high_load,2,0,0.91341,low
295,1,3074.6,9.20567,17.7264,298.486,58.582,1.7784,53.465,13.488,0.92646,102.804,2963.954,nominal,1,0,1.0,low
296,3,3669.9,7.38747,18.6121,300.649,46.787,1.9205,50.7,15.947,0.88788,95.058,2839.123,nominal,1,0,1.0,low
297,3,2763.2,8.04971,13.4786,301.011,49.225,5.2655,61.032,15.697,0.83314,100.371,2329.235,vibration_alarm,4,1,0.9029,low
298,5,4585.1,10.5324,20.0624,301.588,89.981,3.0824,58.747,6.119,0.84656,99.253,5057.144,cooling_degraded,3,1,0.93007,low
299,6,4764.1,14.6634,37.1954,96.775,75.401,3.1682,57.424,14.106,0.8465,98.019,7315.478,high_load,2,0,0.95914,low
300,2,2593.5,6.30615,13.0884,303.302,58.341,6.466,66.71,13.68,0.86809,102.503,1712.696,vibration_alarm,4,1,0.83687,low
301,1,1455.0,2.89582,5.5048,47.989,28.35,0.9393,47.254,16.149,0.90154,100.206,441.231,idle,0,0,1.0,low
302,3,1127.8,2.7379,5.0706,47.641,31.061,1.1167,51.083,19.166,0.90039,99.349,323.358,idle,0,0,1.0,low
303,5,2331.0,6.27878,10.2491,95.478,34.817,3.1008,56.301,16.553,0.87985,100.322,1532.659,sensor_drift,5,1,1.0,low
304,6,3167.6,9.29486,22.7737,301.401,46.741,2.2363,59.109,16.68,0.89793,99.776,3083.207,nominal,1,0,1.0,low
305,5,1316.3,3.31088,5.3856,303.008,23.146,1.1268,49.65,17.127,0.8681,98.71,456.365,idle,0,0,1.0,low
306,2,1340.0,2.89456,4.7157,47.381,34.701,1.1537,49.006,17.064,0.9075,98.601,406.177,idle,0,0,1.0,low
307,1,3999.9,10.5364,34.8453,299.567,91.034,2.9637,57.658,8.42,0.82997,102.643,4413.345,cooling_degraded,3,1,0.92638,low
308,3,4624.7,16.63356,44.0287,95.563,79.674,2.6338,56.292,15.155,0.86474,101.936,8055.559,high_load,2,0,0.87585,low
309,4,3101.3,6.98451,18.2683,95.22,44.339,2.1212,55.69,16.387,0.86912,100.758,2268.328,nominal,1,0,1.0,low
310,2,2744.3,10.23139,17.7563,299.54,49.974,1.7824,51.277,17.345,0.9019,100.895,2940.294,nominal,1,0,1.0,low
311,4,1150.7,2.9095,6.4251,300.829,29.277,0.6682,50.061,17.165,0.89691,100.369,350.597,idle,0,0,1.0,low
312,4,3174.3,5.57127,18.2694,298.007,62.634,8.2759,72.462,16.478,0.87718,103.736,1851.977,vibration_alarm,4,1,0.73733,low
313,1,3553.5,9.01958,25.1037,48.75,95.554,2.4293,55.802,7.398,0.82372,99.459,3356.381,cooling_degraded,3,1,0.91056,low
314,3,1195.9,3.95673,8.8474,298.462,35.318,1.148,54.826,17.603,0.91013,100.781,495.516,idle,0,0,1.0,low
315,3,4057.6,8.83939,21.4481,48.561,96.86,3.009,60.039,6.431,0.83434,102.869,3755.921,cooling_degraded,3,1,0.90599,low
316,4,1182.4,2.8454,5.9754,297.638,30.333,0.9661,51.614,15.528,0.90297,101.449,352.324,idle,0,0,1.0,low
317,4,1064.5,3.29175,4.4685,95.034,31.102,1.1651,50.421,16.761,0.91123,99.393,366.929,idle,0,0,1.0,low
318,2,1215.0,2.69627,4.7644,49.628,35.015,1.0024,49.797,17.12,0.92007,98.981,343.066,idle,0,0,1.0,low
319,3,1198.1,2.93925,7.4291,49.652,32.727,0.9003,53.428,16.478,0.87889,100.042,368.78,idle,0,0,1.0,low
320,5,1127.7,2.99842,6.7604,97.644,27.395,1.0945,48.029,18.831,0.92062,97.281,354.086,idle,0,0,1.0,low
321,6,3850.1,8.377,19.1331,95.395,96.538,3.1119,57.481,7.565,0.78448,104.466,3377.426,cooling_degraded,3,1,0.90712,low
322,5,2991.9,8.24424,19.701,301.125,43.722,1.8126,54.695,16.42,0.90375,98.727,2583.011,nominal,1,0,1.0,low
323,1,2212.2,5.91482,14.0682,47.569,34.495,2.5034,57.127,13.404,0.87917,101.133,1370.223,sensor_drift,5,1,1.0,low
324,5,2554.4,6.32326,18.0586,96.289,60.645,6.4417,66.911,13.861,0.86584,98.896,1691.419,vibration_alarm,4,1,0.83821,low
325,4,1270.0,3.01332,5.7264,47.537,25.495,1.1039,51.053,17.211,0.88895,100.748,400.768,idle,0,0,1.0,low
326,4,2812.5,7.25896,13.8678,300.232,53.798,6.2209,65.545,16.048,0.82539,101.711,2137.945,vibration_alarm,4,1,0.85035,low
327,3,3693.2,7.81028,17.5659,48.568,47.847,1.7895,53.81,19.992,0.90655,99.067,3020.665,nominal,1,0,1.0,low
328,4,1234.5,2.78018,6.2792,299.247,37.232,1.0885,50.662,15.27,0.9065,98.237,359.404,idle,0,0,1.0,low
329,3,1221.0,2.47691,5.4038,300.046,28.136,1.1173,56.525,18.293,0.83214,96.047,316.711,idle,0,0,1.0,low
330,1,4222.1,7.91748,24.7137,97.054,89.888,2.6092,56.982,6.741,0.84556,100.404,3500.597,cooling_degraded,3,1,0.93039,low
331,3,5347.2,13.86394,39.4646,47.76,75.201,3.5077,57.563,19.751,0.84957,96.156,7763.153,high_load,2,0,0.93673,low
332,5,3524.5,11.28362,28.9237,47.768,86.955,2.0667,56.395,6.92,0.8244,99.598,4164.574,cooling_degraded,3,1,0.94066,low
333,4,1396.1,2.96889,6.1521,299.788,32.643,1.5435,49.204,17.676,0.86507,104.256,434.036,idle,0,0,1.0,low
334,3,4241.6,13.09931,35.5756,300.86,81.315,3.2062,55.212,14.517,0.85403,101.172,5818.43,high_load,2,0,0.95464,low
335,5,2307.3,5.07115,15.2406,298.474,36.32,2.7732,55.486,14.468,0.89148,99.203,1225.266,sensor_drift,5,1,1.0,low
336,2,1182.8,2.96372,6.5127,46.355,29.729,1.2524,53.072,16.051,0.93887,99.131,367.085,idle,0,0,1.0,low
337,2,4978.0,12.42925,41.3497,94.529,73.968,3.3377,57.677,20.026,0.81677,100.879,6479.336,high_load,2,0,0.92262,low
338,2,3925.6,8.66645,28.8468,96.861,91.401,2.4198,55.746,8.514,0.81989,97.396,3562.631,cooling_degraded,3,1,0.9251,low
339,4,1061.4,3.01156,7.0643,299.231,31.497,1.028,51.814,17.892,0.94,101.407,334.741,idle,0,0,1.0,low
340,3,3291.4,7.21142,16.1572,48.866,54.98,7.3627,75.289,17.611,0.89105,100.95,2485.606,vibration_alarm,4,1,0.78755,low
341,2,2693.2,5.677,18.3921,300.247,58.723,5.5666,66.833,16.073,0.85411,99.068,1601.111,vibration_alarm,4,1,0.88634,low
342,1,2781.8,7.0393,17.2944,46.85,60.336,1.6068,50.075,16.284,0.83725,99.659,2050.625,nominal,1,0,1.0,low
343,4,3620.2,8.81823,25.3011,48.277,90.322,2.9101,55.198,7.363,0.81298,102.053,3343.026,cooling_degraded,3,1,0.92887,low
344,5,3663.4,5.86644,20.855,48.572,53.09,2.0237,59.359,20.138,0.88523,100.026,2250.525,nominal,1,0,1.0,low
345,1,2775.9,7.29936,17.2534,299.444,62.616,5.8549,62.597,13.265,0.84395,98.848,2121.824,vibration_alarm,4,1,0.87048,low
346,1,2972.6,8.80493,21.5111,96.915,53.488,2.079,57.203,17.645,0.94,101.755,2740.927,nominal,1,0,1.0,low
347,4,3049.5,8.07868,16.7596,300.142,47.678,2.4869,58.245,16.797,0.8261,99.018,2579.845,nominal,1,0,1.0,low
348,5,2174.7,5.17399,15.7983,299.95,40.36,2.1344,55.951,17.365,0.84199,101.001,1178.291,sensor_drift,5,1,1.0,low
349,6,2561.0,6.64875,14.6075,300.625,54.47,7.4241,70.528,16.557,0.84021,99.186,1783.095,vibration_alarm,4,1,0.78417,low
350,6,1243.7,2.89274,6.7307,299.014,24.294,0.9123,52.043,14.288,0.83294,98.316,376.747,idle,0,0,1.0,low
351,5,4644.2,13.47603,34.1012,47.351,72.686,2.5782,52.049,16.65,0.84787,95.513,6553.938,high_load,2,0,0.9906,low
352,2,3106.3,7.35486,22.324,48.508,51.896,1.6323,54.166,16.911,0.8818,99.85,2392.467,nominal,1,0,1.0,low
353,3,5593.8,19.12878,35.5183,96.116,86.583,3.2168,62.274,17.1,0.8151,99.592,11205.286,high_load,2,0,0.93678,low
354,5,2395.4,6.2934,9.1997,48.036,32.382,1.9626,56.807,16.304,0.86844,98.829,1578.693,sensor_drift,5,1,1.0,low
355,2,4699.0,13.34977,39.4089,298.876,82.642,2.8742,58.612,15.721,0.83042,99.73,6569.102,high_load,2,0,0.91167,low
356,5,2308.6,6.16465,12.687,301.159,37.491,1.9723,52.351,19.237,0.85436,99.533,1490.316,sensor_drift,5,1,1.0,low
357,2,3133.9,7.93826,14.9408,49.157,59.56,1.3318,54.6,16.778,0.88055,98.945,2605.181,nominal,1,0,1.0,low
358,4,3337.9,9.08251,19.0211,299.806,49.776,1.429,52.817,16.969,0.94,99.918,3174.731,nominal,1,0,1.0,low
359,1,1372.9,2.91106,5.416,48.752,33.395,1.0616,50.938,12.533,0.8614,100.897,418.523,idle,0,0,1.0,low
360,5,3080.9,6.42471,11.3516,49.39,60.406,7.0243,71.325,15.312,0.86674,102.177,2072.802,vibration_alarm,4,1,0.80616,low
361,4,2568.8,6.47733,19.3628,96.975,59.232,6.7251,67.422,16.751,0.86998,103.962,1742.462,vibration_alarm,4,1,0.82262,low
362,5,4416.6,13.63666,40.0374,96.976,79.386,2.8116,59.525,14.503,0.84928,102.88,6306.994,high_load,2,0,0.91678,low
363,2,1259.1,3.02111,4.308,298.664,32.979,1.2396,50.044,18.289,0.90891,98.639,398.334,idle,0,0,1.0,low
364,1,1210.7,3.27383,6.0035,48.159,33.353,1.0272,49.591,16.828,0.89985,99.026,415.055,idle,0,0,1.0,low
365,2,1161.7,2.90224,6.1185,49.282,27.113,1.1926,50.861,17.148,0.90113,98.903,353.055,idle,0,0,1.0,low
366,1,4538.0,16.39829,42.4595,300.369,84.131,3.4877,59.008,13.617,0.85304,102.171,7792.69,high_load,2,0,0.87595,low
367,5,5418.8,12.6478,38.56,301.223,79.934,3.0974,59.494,19.516,0.84612,100.057,7177.023,high_load,2,0,0.92963,low
368,2,1230.2,3.19701,5.2386,299.638,29.365,1.0745,53.819,18.877,0.87212,100.582,411.867,idle,0,0,1.0,low
369,1,4379.4,7.52053,29.3215,299.39,97.071,2.5462,53.62,9.073,0.84529,100.445,3448.998,cooling_degraded,3,1,0.90525,low
370,4,3608.5,8.29625,20.3592,96.15,41.19,1.8452,55.448,20.127,0.86245,99.259,3134.984,nominal,1,0,1.0,low
371,5,1242.0,2.39035,5.7283,47.146,24.679,1.2813,50.988,15.128,0.93751,99.265,310.895,idle,0,0,1.0,low
372,3,1170.0,3.36533,7.8595,47.096,30.119,1.3942,54.02,14.703,0.89221,98.41,412.34,idle,0,0,1.0,low
373,1,5455.6,12.15619,29.4195,45.384,74.89,3.0082,57.517,20.517,0.8124,100.76,6944.938,high_load,2,0,0.98288,low
374,5,5153.7,15.0877,37.2482,299.791,76.802,3.0276,56.979,16.355,0.82698,100.254,8142.718,high_load,2,0,0.95371,low
375,1,3857.3,10.53947,30.3506,298.386,85.414,2.8203,57.901,8.639,0.81478,101.38,4257.281,cooling_degraded,3,1,0.94605,low
376,5,1107.5,2.80465,5.7968,96.259,28.408,1.3252,51.051,17.532,0.91165,100.438,325.272,idle,0,0,1.0,low
377,5,2952.4,6.20719,24.5151,48.062,40.971,2.1827,54.493,17.17,0.89155,98.869,1919.129,nominal,1,0,1.0,low
378,1,1360.7,2.61321,4.5813,302.715,33.988,1.4305,52.507,17.147,0.93426,100.795,372.374,idle,0,0,1.0,low
379,1,2425.1,5.11431,14.9683,299.505,47.674,2.3864,55.025,15.649,0.89355,100.186,1298.817,sensor_drift,5,1,1.0,low
380,6,3700.4,10.98477,25.482,95.036,83.702,2.2303,57.315,9.481,0.83557,100.427,4256.625,cooling_degraded,3,1,0.95204,low
381,6,1191.5,2.73481,6.124,300.886,27.911,0.9926,50.571,17.942,0.90657,99.097,341.227,idle,0,0,1.0,low
382,4,3079.4,6.06225,17.862,46.415,59.962,6.5054,67.029,13.605,0.84245,103.155,1954.938,vibration_alarm,4,1,0.83471,low
383,3,3011.6,8.16121,16.5071,93.757,55.206,7.4215,68.927,16.609,0.88002,98.053,2573.872,vibration_alarm,4,1,0.78432,low
384,3,3204.3,8.79261,17.8465,45.973,52.428,2.2828,51.428,16.951,0.88809,99.515,2950.367,nominal,1,0,1.0,low
385,1,4833.1,17.42707,46.8624,49.644,76.115,2.8999,54.986,16.797,0.84841,102.693,8820.174,high_load,2,0,0.85997,low
386,1,4794.2,12.74476,33.3888,299.944,75.66,2.1806,55.993,14.734,0.82216,100.853,6398.456,high_load,2,0,0.98019,low
387,6,1197.7,2.66605,5.8879,299.728,36.814,0.8767,49.17,15.988,0.85774,98.162,334.391,idle,0,0,1.0,low
388,1,5011.9,11.66781,37.4183,298.843,76.528,1.6792,54.66,19.115,0.82439,98.577,6123.821,high_load,2,0,0.95297,low
389,4,1196.2,2.76678,5.5986,48.504,32.441,0.8839,52.497,15.259,0.94,99.368,346.571,idle,0,0,1.0,low
390,4,3944.8,8.64475,33.0218,49.699,85.775,2.6328,54.812,6.762,0.80737,101.835,3571.143,cooling_degraded,3,1,0.94479,low
391,6,4714.0,11.70585,42.5892,300.528,77.071,3.112,58.5,14.703,0.84298,98.326,5778.618,high_load,2,0,0.89936,low
392,5,1157.5,3.50307,6.8179,298.984,35.976,1.4909,51.073,15.467,0.91266,97.604,424.604,idle,0,0,1.0,low
393,4,5458.3,16.36072,38.9418,299.992,73.698,2.7445,58.407,16.29,0.84373,104.115,9351.593,high_load,2,0,0.94764,low
394,3,965.6,3.22606,6.1386,94.405,37.926,1.1031,53.871,13.817,0.90686,100.977,326.211,idle,0,0,1.0,low
395,1,3889.8,11.19832,26.5152,94.892,85.976,2.7436,53.959,6.922,0.81019,101.286,4561.482,cooling_degraded,3,1,0.94408,low
396,2,3436.9,7.37035,19.3041,299.66,44.338,1.1688,54.665,19.597,0.87103,99.486,2652.694,nominal,1,0,1.0,low
397,5,3016.4,9.41233,15.3137,300.185,48.207,1.7011,53.91,14.759,0.91772,97.15,2973.145,nominal,1,0,1.0,low
398,3,3098.2,6.82655,17.219,297.848,50.765,5.9698,68.017,15.565,0.79921,103.195,2214.822,vibration_alarm,4,1,0.86416,low
399,2,1432.8,2.43121,5.909,48.812,24.023,1.2625,49.561,18.124,0.90234,100.288,364.78,idle,0,0,1.0,low
400,2,4858.2,15.12288,32.5571,298.593,81.31,1.873,54.699,15.079,0.84712,102.217,7693.725,high_load,2,0,0.96041,low
401,5,1280.8,2.83516,7.8653,96.295,31.719,1.2329,52.955,12.924,0.87407,98.307,380.278,idle,0,0,1.0,low
