sample_id,output_power_w,input_power_w,copper_loss_w,iron_loss_w,mechanical_loss_w,total_loss_w,thermal_resistance_k_per_w,thermal_time_constant_s,steady_state_temp_c,temperature_margin_c,is_overheated,mission_segment
267,6671.641,7287.747,33.502,58.247,148.738,447.077,0.166495,540.842,29.941,24.665,0,cruise_high
268,6620.599,7232.834,54.994,55.375,135.449,447.347,0.174822,545.62,35.113,23.36,0,cruise_high
269,6307.534,6993.265,30.996,56.482,147.915,483.079,0.166591,551.462,35.237,22.367,0,cruise_high
270,6462.785,7107.105,32.096,56.432,133.757,454.404,0.176375,547.872,33.966,24.54,0,cruise_high
271,7143.338,7899.998,68.425,59.163,151.316,541.67,0.16483,543.935,44.411,24.127,0,cruise_high
272,6202.979,6726.882,48.74,51.852,150.529,401.151,0.163814,544.751,20.796,24.385,0,cruise_high
273,8426.897,9226.783,54.52,70.786,138.283,558.552,0.176682,541.282,53.264,25.216,0,cruise_high
274,7335.141,8059.107,67.465,59.968,143.68,520.183,0.169928,543.426,44.421,23.223,0,cruise_high
275,6521.952,7376.166,14.572,56.308,141.869,565.555,0.170409,537.902,52.756,25.319,0,cruise_high
276,7472.708,8276.925,43.694,61.688,153.675,558.895,0.164024,546.32,45.339,25.155,0,cruise_high
277,7959.915,8684.342,48.408,67.387,138.384,512.816,0.175672,548.71,45.049,24.868,0,cruise_high
278,8293.013,9091.798,52.853,70.167,155.117,564.494,0.164917,535.134,50.099,24.554,0,cruise_high
279,6713.512,7331.59,34.286,59.593,145.416,447.625,0.168899,543.849,31.231,26.709,0,cruise_high
280,7847.604,8427.389,18.987,63.403,137.211,417.701,0.175488,544.007,27.149,25.495,0,cruise_high
281,8737.3,9696.23,59.506,68.458,155.244,654.855,0.164123,544.759,64.279,24.202,0,cruise_high
282,8198.699,9012.344,51.123,65.316,160.474,572.116,0.160705,545.308,43.891,23.68,0,cruise_high
283,9412.806,10309.492,111.264,77.482,151.491,646.285,0.168795,546.926,65.018,25.248,0,cruise_high
284,8576.669,9153.296,53.731,66.144,150.59,438.854,0.166579,544.219,27.907,23.638,0,cruise_high
285,8469.112,9194.531,90.389,66.384,154.804,539.191,0.164123,538.361,43.444,23.897,0,cruise_high
286,9185.012,10065.699,65.177,73.444,153.976,616.047,0.166173,545.07,57.184,22.114,0,cruise_high
287,9286.623,10115.778,108.929,71.318,151.536,605.338,0.167192,530.638,57.75,23.589,0,cruise_high
288,9063.528,9990.501,26.816,72.174,140.911,617.791,0.174757,542.545,63.825,22.543,0,cruise_high
289,8276.619,9038.306,21.868,68.216,145.655,525.01,0.170468,539.637,43.882,21.941,0,cruise_high
290,10403.046,11655.726,86.914,81.305,147.941,831.246,0.171955,536.596,100.354,23.048,0,cruise_high
291,9360.193,10145.49,65.894,75.478,157.865,566.57,0.164226,530.077,50.423,21.813,0,cruise_high
292,10712.407,11889.66,146.635,82.562,161.781,823.43,0.163138,535.073,89.356,24.781,0,cruise_high
293,10192.586,11197.2,33.546,79.632,155.388,673.393,0.166541,529.263,68.102,23.599,0,cruise_high
294,9902.714,10951.416,76.656,78.577,158.083,717.779,0.16458,534.968,75.792,22.126,0,cruise_high
295,7991.116,8550.928,19.335,68.465,148.558,414.258,0.168661,524.152,26.31,21.628,0,cruise_high
296,8274.454,9065.7,90.805,72.094,148.838,575.467,0.169409,531.521,54.417,20.552,0,cruise_high
297,11006.575,12170.165,40.41,88.051,151.984,766.175,0.170824,527.258,87.506,20.008,0,cruise_high
298,9838.332,10861.043,74.024,79.3,155.302,701.373,0.166526,528.154,74.247,21.564,0,cruise_high
299,10379.486,11506.904,141.899,79.92,149.9,787.353,0.170242,528.528,92.176,22.952,0,cruise_high
300,9466.915,10391.527,28.868,76.505,159.136,627.566,0.163622,528.165,58.766,21.079,0,cruise_high
301,8611.628,9559.057,58.195,73.838,148.061,647.128,0.170086,518.338,69.103,19.253,0,cruise_high
302,9347.328,10075.035,27.731,77.156,153.764,516.632,0.167025,513.716,44.001,17.877,0,cruise_high
303,9289.554,10348.073,69.332,75.06,158.755,718.602,0.16346,519.35,75.604,20.517,0,cruise_high
304,7485.418,8256.844,45.057,62.83,142.426,536.925,0.171379,522.392,51.175,19.587,0,cruise_high
305,9538.463,10248.638,28.197,75.323,151.381,505.302,0.168332,517.452,42.153,21.61,0,cruise_high
306,7907.907,8613.418,81.341,68.73,154.334,525.014,0.16499,515.864,46.006,18.554,0,cruise_high
307,7495.437,8351.924,44.983,60.461,146.882,584.615,0.1679,512.302,56.982,19.559,0,cruise_high
308,8932.198,9765.253,25.859,75.668,151.186,571.901,0.168689,509.626,54.183,18.149,0,cruise_high
309,8553.362,9336.202,57.305,69.233,149.508,554.783,0.168071,513.222,52.259,21.136,0,cruise_high
310,8340.703,9196.463,54.779,68.753,168.716,602.18,0.156545,515.831,51.557,19.958,0,cruise_high
311,8387.821,9203.953,89.867,68.701,158.79,591.683,0.162271,512.801,55.402,19.672,0,cruise_high
312,8719.234,9544.715,58.56,68.855,153.364,580.365,0.165578,514.458,54.773,19.503,0,cruise_high
313,8423.125,9357.446,23.659,67.631,153.176,623.886,0.165492,506.712,64.188,18.498,0,cruise_high
314,7345.788,8114.389,70.375,64.221,149.935,550.77,0.167047,517.094,51.023,19.251,0,cruise_high
315,7344.34,7945.386,41.071,61.259,151.801,444.934,0.165171,502.681,33.565,18.764,0,cruise_high
316,8171.058,8890.291,51.626,68.446,152.372,518.178,0.166288,510.574,47.432,17.731,0,cruise_high
317,7009.883,7725.257,38.486,62.09,162.737,511.947,0.158821,511.198,41.51,18.48,0,cruise_high
318,7323.896,7971.897,17.111,60.497,154.482,460.842,0.163214,501.883,37.204,19.657,0,cruise_high
319,7511.233,8288.394,44.289,61.03,157.497,545.706,0.16152,501.848,49.896,18.994,0,cruise_high
320,7094.742,8033.922,17.381,58.325,145.974,616.304,0.168252,506.755,63.285,21.663,0,cruise_high
321,7200.785,7724.761,16.201,60.796,150.915,390.747,0.165529,507.825,24.011,19.758,0,cruise_high
322,6127.998,6724.667,12.446,51.461,151.665,425.175,0.163081,507.364,28.591,18.411,0,cruise_high
323,6587.792,7213.218,56.1,60.899,153.641,465.773,0.164018,504.418,37.924,21.238,0,cruise_high
324,6400.785,7045.54,31.762,60.131,147.451,462.32,0.167665,509.137,37.587,19.081,0,cruise_high
325,6778.159,7554.579,63.077,59.856,155.544,552.346,0.162593,505.424,50.283,20.047,0,cruise_high
326,7181.038,7912.738,67.677,60.112,160.424,532.131,0.159732,503.843,48.224,18.797,0,cruise_high
327,6370.833,6987.835,31.724,49.145,151.436,443.889,0.162631,508.818,33.349,20.21,0,cruise_high
328,6678.107,7320.907,35.262,52.393,148.371,459.752,0.165216,503.443,36.37,19.248,0,cruise_high
329,7089.147,7996.901,17.457,59.934,154.064,603.419,0.163492,501.057,57.478,19.677,0,cruise_high
330,6209.587,6788.315,50.224,53.81,152.859,433.902,0.162991,497.019,31.222,20.119,0,cruise_high
331,6828.934,7589.408,15.867,54.541,159.408,521.678,0.159116,504.623,43.831,21.176,0,cruise_high
332,6906.139,7646.349,37.61,59.725,158.929,522.435,0.160654,503.008,44.741,18.923,0,cruise_high
333,7972.941,8688.105,49.701,64.158,151.676,512.831,0.165815,489.886,49.653,17.763,0,cruise_high
334,7111.443,7802.525,16.676,61.531,160.388,487.463,0.159908,504.879,35.875,21.197,0,cruise_high
335,8295.466,9170.175,54.111,67.273,166.128,610.47,0.157785,508.171,57.174,19.368,0,cruise_high
336,8561.193,9578.0,24.835,70.767,157.038,672.932,0.16384,504.171,72.358,20.022,0,cruise_high
337,7873.845,8604.112,79.001,65.089,161.807,539.301,0.159875,497.295,47.254,18.249,0,cruise_high
338,7314.173,8143.216,42.698,61.281,148.236,569.471,0.167157,495.805,56.568,20.519,0,cruise_high
339,7099.461,8074.073,41.198,61.084,150.869,649.954,0.165679,510.329,67.578,19.491,0,cruise_high
340,8277.901,9091.686,89.308,67.232,146.577,583.985,0.16961,504.885,58.777,19.224,0,cruise_high
341,8511.286,9166.299,54.944,70.329,148.424,483.421,0.169137,507.724,41.018,17.534,0,cruise_high
342,8416.959,9206.16,54.16,72.23,164.051,564.759,0.160184,501.5,52.319,18.249,0,cruise_high
343,9062.048,9950.446,63.52,73.563,153.076,619.191,0.166782,505.265,63.629,17.02,0,cruise_high
344,9111.565,10097.505,27.618,73.919,154.013,657.265,0.166365,502.46,70.238,18.008,0,cruise_high
345,8719.991,9578.221,101.723,74.209,155.769,621.291,0.165406,514.908,62.673,19.199,0,cruise_high
346,7208.429,7901.946,68.937,60.668,150.592,507.523,0.165576,505.97,44.699,18.53,0,cruise_high
347,9229.162,10127.79,109.883,72.308,161.55,648.929,0.16135,506.468,66.214,19.761,0,cruise_high
348,7853.624,8632.237,48.277,65.413,144.232,544.302,0.170718,516.083,52.596,16.666,0,cruise_high
349,8993.11,9865.25,62.161,70.179,156.261,609.548,0.163978,514.929,58.656,18.63,0,cruise_high
350,9379.666,10294.556,116.544,74.844,146.319,655.158,0.171582,509.306,70.938,18.065,0,cruise_high
351,9681.542,10702.78,31.562,76.13,158.543,681.487,0.163883,518.439,69.141,16.142,0,cruise_high
352,9032.732,10043.577,27.527,65.692,142.38,661.985,0.171963,519.436,70.456,16.504,0,cruise_high
353,8396.858,9427.287,57.71,71.821,156.612,695.5,0.164257,517.823,73.95,17.637,0,cruise_high
354,10371.53,11490.514,146.288,79.8,157.09,787.871,0.165516,514.186,89.924,19.785,0,cruise_high
355,9177.048,10063.689,27.528,71.457,154.196,601.584,0.165539,520.386,56.737,15.964,0,cruise_high
356,9352.168,10099.091,66.731,74.632,152.932,543.24,0.167132,522.369,48.838,15.722,0,cruise_high
357,9391.881,10384.196,69.914,76.722,145.023,677.02,0.172868,514.552,75.471,17.648,0,cruise_high
358,9534.435,10525.467,71.511,74.365,158.014,681.819,0.163779,520.687,71.021,17.335,0,cruise_high
359,9286.646,10206.795,114.591,74.888,152.929,660.165,0.167263,525.503,68.216,16.357,0,cruise_high
360,9474.05,10440.31,70.708,81.217,151.699,668.074,0.169443,516.9,71.149,16.335,0,cruise_high
361,10391.164,11498.118,133.194,86.508,138.311,769.93,0.18046,717.387,80.942,34.266,0,payload
362,10927.256,12150.437,148.588,86.831,146.866,844.778,0.174014,730.108,89.003,32.343,0,payload
363,11067.975,12149.452,38.155,86.939,149.976,718.594,0.171888,740.942,65.518,30.143,0,payload
364,11196.908,12531.12,159.811,90.733,149.951,914.04,0.172933,734.545,100.067,32.182,0,payload
365,9823.55,10864.764,121.044,72.84,130.708,718.734,0.182661,734.48,73.285,32.869,0,payload
366,9071.177,9999.878,62.275,75.432,130.295,631.386,0.184399,732.091,58.427,32.393,0,payload
367,8817.365,9594.374,57.278,70.694,132.395,544.52,0.181091,726.697,40.608,33.79,0,payload
368,11210.755,12573.288,164.565,89.644,140.0,926.787,0.180069,738.748,108.886,30.672,0,payload
369,8559.069,9359.617,92.803,71.538,137.776,576.254,0.177057,740.073,44.03,30.571,0,payload
370,9186.749,10249.917,64.366,72.535,131.454,705.502,0.182495,740.751,70.751,32.596,0,payload
371,8031.67,8826.876,49.001,66.639,136.472,550.813,0.176911,737.424,39.445,31.404,0,payload
372,8386.345,9097.162,51.442,68.786,137.653,506.996,0.17642,737.852,31.444,32.061,0,payload
373,8494.792,9163.457,52.114,70.154,134.308,483.225,0.179147,734.565,28.568,29.082,0,payload
374,8875.993,9767.449,59.874,75.331,129.138,609.255,0.185348,764.583,54.924,30.996,0,payload
375,8849.813,9843.495,59.929,76.001,129.018,665.752,0.185713,753.696,65.639,33.148,0,payload
376,9187.391,10080.31,62.403,73.394,131.188,611.249,0.182831,751.836,53.755,32.284,0,payload
377,8721.735,9526.588,55.476,68.193,146.598,564.29,0.169722,763.081,37.772,31.221,0,payload
378,7829.376,8563.769,77.238,67.839,143.768,533.896,0.171751,753.247,33.697,32.619,0,payload
379,7717.431,8615.764,45.238,63.715,136.177,604.392,0.176147,750.364,48.462,31.367,0,payload
380,8409.941,9339.35,22.629,69.415,131.707,611.863,0.181139,755.85,52.832,31.603,0,payload
381,8898.493,9867.242,59.568,73.615,138.112,654.895,0.177565,749.452,58.286,29.418,0,payload
382,9043.695,9906.127,103.006,72.473,127.188,610.538,0.186101,764.038,55.622,29.444,0,payload
383,9688.687,10802.895,30.457,79.897,132.959,722.305,0.18324,760.083,74.355,32.232,0,payload
384,9835.155,10921.821,74.272,82.541,140.743,731.567,0.177828,755.052,72.093,27.77,0,payload
385,9745.713,10686.056,72.022,77.676,122.179,639.533,0.192243,762.701,64.946,29.241,0,payload
386,8366.198,9160.472,52.29,68.899,123.381,546.907,0.188629,764.33,45.163,32.228,0,payload
387,8602.039,9508.357,95.39,68.895,122.912,627.714,0.188768,757.754,60.492,28.59,0,payload
388,9507.689,10486.942,68.762,75.533,133.722,663.697,0.181289,766.368,62.321,26.584,0,payload
389,9728.45,10634.57,30.091,80.52,135.544,609.135,0.181297,753.182,52.434,29.936,0,payload
390,10528.015,11778.133,86.978,86.205,136.926,827.114,0.181688,772.66,92.276,27.084,0,payload
391,10119.562,11444.976,82.141,78.066,127.22,858.321,0.187436,757.13,102.88,29.299,0,payload
392,10185.951,11086.052,32.298,82.016,134.192,606.883,0.182823,761.891,52.952,26.659,0,payload
393,10335.684,11532.84,142.313,84.461,134.059,820.811,0.183635,766.319,92.729,28.402,0,payload
394,11143.864,12381.205,96.517,90.881,134.284,825.294,0.185416,762.313,95.023,26.174,0,payload
395,11066.062,12490.583,169.052,87.852,141.308,962.682,0.178493,764.17,113.832,26.414,0,payload
396,10890.367,12111.986,39.258,85.13,143.245,792.325,0.176252,763.857,81.649,26.724,0,payload
397,12638.819,14322.331,129.361,98.618,143.181,1092.954,0.180009,758.301,138.741,27.188,0,payload
398,11899.921,13179.155,45.784,96.178,150.399,835.141,0.173824,758.267,87.167,24.669,0,payload
399,12315.581,13981.481,207.63,98.385,137.061,1115.629,0.185313,757.534,148.741,25.426,0,payload
400,11450.778,12922.134,105.841,87.539,139.328,958.964,0.179719,753.413,114.344,24.558,0,payload
401,11155.038,12644.374,42.829,86.649,139.043,939.97,0.179786,758.324,110.994,24.255,0,payload
402,12188.647,13927.673,52.088,92.223,142.556,1085.555,0.178431,749.869,135.697,23.974,0,payload
403,12820.419,14305.443,54.046,97.642,140.177,948.103,0.181938,760.074,114.496,24.684,0,payload
404,12853.682,14663.756,137.67,99.798,140.185,1165.485,0.18263,746.511,154.853,21.892,0,payload
405,13625.798,15478.189,260.102,100.269,140.327,1244.129,0.182664,756.474,169.258,21.401,0,payload
406,12680.296,14371.062,132.415,89.632,137.31,1091.632,0.181836,752.014,140.498,19.803,0,payload
407,12156.644,13706.327,50.892,95.476,139.737,981.072,0.181608,752.539,120.171,20.833,0,payload
408,11552.489,12957.758,108.54,86.78,145.442,926.241,0.174795,749.742,103.903,19.777,0,payload
409,12078.703,13763.183,122.567,95.306,146.242,1090.316,0.176539,750.647,134.483,19.153,0,payload
410,12342.608,14108.488,215.842,96.558,140.803,1175.175,0.181117,741.61,154.845,19.078,0,payload
411,10833.112,12159.31,96.053,84.671,140.663,874.033,0.177962,736.484,97.545,19.669,0,payload
412,12367.371,14173.895,54.901,95.275,137.429,1123.01,0.183687,746.958,148.283,17.915,0,payload
413,12718.124,14440.83,56.948,98.514,145.819,1083.065,0.177757,730.178,134.523,16.123,0,payload
414,12423.787,14066.956,126.403,97.797,147.761,1071.125,0.176039,747.189,130.56,15.656,0,payload
415,12318.7,13933.45,52.855,93.482,135.547,1014.96,0.184553,733.712,129.314,17.025,0,payload
416,9616.319,10812.192,128.159,76.353,138.554,812.11,0.177416,734.821,86.081,14.322,0,payload
417,12204.064,13846.477,218.765,92.483,143.893,1108.141,0.177676,748.116,138.89,14.681,0,payload
418,11266.07,12753.845,105.724,90.253,140.871,969.858,0.179597,722.394,116.183,14.94,0,payload
419,10278.38,11442.59,36.532,81.36,129.047,751.438,0.187094,729.726,82.59,14.403,0,payload
420,12148.115,13614.35,210.594,93.975,143.174,1007.914,0.178676,728.954,122.09,12.836,0,payload
421,10186.368,11301.014,85.432,83.104,148.122,755.551,0.172308,725.524,72.188,15.575,0,payload
422,11637.102,13174.262,113.479,89.339,147.659,1003.153,0.17398,722.543,116.529,11.698,0,payload
423,9199.966,10111.179,117.581,77.421,135.794,650.026,0.180304,721.322,59.202,13.31,0,payload
424,10686.163,12032.189,39.64,79.856,129.418,852.325,0.186009,730.115,100.54,14.393,0,payload
425,9627.691,10648.662,75.541,81.273,138.506,694.427,0.179041,715.543,66.331,14.211,0,payload
426,9817.805,10860.226,32.918,80.174,133.977,684.513,0.182581,725.266,66.979,14.035,0,payload
427,9965.234,11134.84,137.828,78.566,150.641,808.449,0.169416,715.985,78.965,11.03,0,payload
428,10583.547,11780.09,90.382,84.783,138.504,799.25,0.180105,718.185,85.949,11.496,0,payload
429,10501.868,11749.24,90.783,85.602,140.216,828.525,0.178894,727.718,90.218,13.621,0,payload
430,9668.256,10709.777,32.157,76.465,134.898,682.421,0.180698,708.571,65.312,10.646,0,payload
431,8024.149,8819.118,52.243,64.435,129.81,548.153,0.181521,718.232,41.501,13.282,0,payload
432,8680.541,9491.108,59.886,69.338,131.009,562.916,0.181557,710.617,44.201,11.611,0,payload
433,10189.401,11184.29,82.562,81.859,133.71,681.348,0.1833,708.119,66.891,10.333,0,payload
434,7785.412,8482.099,19.911,64.196,140.96,484.458,0.172783,708.231,25.706,10.474,0,payload
435,8759.484,9793.88,62.571,71.122,137.859,691.116,0.176786,705.258,64.18,11.667,0,payload
436,8859.68,9756.117,63.555,71.502,134.16,614.188,0.179773,707.113,52.415,13.817,0,payload
437,9331.665,10185.197,116.995,75.61,133.397,616.144,0.181618,708.71,53.903,12.232,0,payload
438,7887.263,8728.092,50.355,62.893,135.404,574.349,0.176543,702.202,43.397,12.395,0,payload
439,7792.511,8415.823,77.075,64.903,139.362,469.425,0.174271,705.965,23.807,12.439,0,payload
440,9749.57,10785.141,128.301,81.872,140.353,727.301,0.17788,684.162,71.372,11.477,0,payload
441,8873.754,9782.912,106.382,69.531,138.43,641.492,0.176067,703.153,54.945,12.791,0,payload
442,9682.939,10830.612,77.814,78.346,137.549,763.389,0.178946,693.615,78.605,11.614,0,payload
443,9028.023,9862.595,107.918,74.728,133.111,601.105,0.181701,695.218,51.222,11.941,0,payload
444,9079.914,9925.222,66.366,73.712,138.498,590.278,0.176985,688.473,46.47,12.865,0,payload
445,8591.416,9440.548,58.996,72.134,130.792,584.888,0.18284,695.931,48.941,8.633,0,payload
446,8813.257,9750.637,63.449,73.262,133.215,637.026,0.180996,694.248,57.299,13.274,0,payload
447,8396.426,9390.357,24.886,68.105,141.862,652.347,0.172998,684.808,54.855,11.991,0,payload
448,10507.826,11816.312,160.165,82.664,143.323,893.436,0.17572,691.586,98.995,11.912,0,payload
449,10292.796,11401.233,145.145,83.184,147.965,778.972,0.172477,692.814,76.355,12.549,0,payload
450,8965.305,10010.933,114.079,70.611,134.377,718.675,0.179169,695.875,70.764,12.786,0,payload
451,9938.103,11007.483,133.083,79.35,145.388,749.179,0.173299,695.269,71.832,10.241,0,payload
452,9082.738,10136.253,68.528,70.687,123.21,697.524,0.18876,696.974,73.665,9.576,0,payload
453,10662.614,12002.932,160.262,85.831,137.35,909.723,0.181164,695.066,106.809,9.553,0,payload
454,10954.013,12267.107,42.541,89.513,143.147,846.042,0.177506,699.062,92.178,10.499,0,payload
455,10010.416,11178.785,84.409,79.795,139.566,779.3,0.177765,702.298,80.532,10.29,0,payload
456,11533.305,12800.379,46.16,91.658,142.102,822.855,0.178833,691.242,89.153,9.726,0,payload
457,10279.329,11486.885,37.008,85.192,125.462,775.603,0.191789,696.083,90.752,9.337,0,payload
458,11684.593,13167.508,48.463,90.436,143.518,942.691,0.177238,697.763,109.081,8.869,0,payload
459,12451.365,14151.972,132.917,95.827,150.493,1105.99,0.173616,706.69,134.017,9.309,0,payload
460,11461.204,12932.298,46.706,87.086,142.942,933.632,0.176858,691.496,107.121,8.057,0,payload
461,11669.801,13090.683,191.13,89.327,138.196,969.879,0.181405,704.167,117.941,7.276,0,payload
462,12157.82,13812.158,212.141,91.963,145.841,1112.361,0.175717,698.364,137.461,5.508,0,payload
463,12113.555,13901.4,215.129,88.363,138.524,1182.222,0.180478,713.58,155.366,7.622,0,payload
464,12317.764,14014.724,135.239,97.946,136.806,1099.824,0.184957,706.611,145.42,5.476,0,payload
465,12151.939,13678.661,53.488,91.151,136.468,966.195,0.183282,702.488,119.086,5.09,0,payload
466,11686.209,13418.833,202.061,89.64,141.301,1147.794,0.17852,713.429,146.905,4.671,0,payload
467,12105.358,13830.483,128.48,93.284,141.93,1112.481,0.179308,706.594,141.476,2.577,0,payload
468,12241.339,13799.527,217.874,93.317,147.627,1063.472,0.175069,705.184,128.181,4.484,0,payload
469,12745.181,14665.151,248.825,99.056,142.571,1276.687,0.180416,715.582,172.335,2.375,0,payload
470,12512.634,14145.57,137.913,95.107,139.915,1065.935,0.181635,718.043,135.611,2.036,0,payload
471,13075.338,14641.877,61.427,98.311,147.099,999.673,0.176758,717.976,118.7,3.155,0,payload
472,11754.402,13282.531,204.01,97.558,145.923,1041.842,0.177561,722.744,126.991,1.654,0,payload
473,12101.457,13715.722,54.638,94.333,140.192,1017.969,0.181101,699.766,126.355,2.531,0,payload
474,11456.237,13023.738,48.792,89.945,140.644,987.847,0.179422,726.992,119.241,2.064,0,payload
475,11017.542,12309.07,103.127,86.119,142.187,859.485,0.177202,727.257,94.303,-0.04,1,payload
476,12350.201,14250.708,139.003,96.674,137.255,1213.098,0.184274,719.788,165.542,0.482,0,payload
477,9435.584,10547.324,31.839,78.534,134.691,721.736,0.181207,709.677,72.783,-1.36,1,payload
478,11708.784,13222.946,120.687,89.02,135.231,988.011,0.183873,729.257,123.669,-1.784,1,payload
479,11005.684,12502.587,45.743,85.288,137.726,944.238,0.180391,727.623,112.332,-1.266,1,payload
480,11503.879,12953.546,49.166,91.092,149.072,927.515,0.173382,729.986,102.815,-1.057,1,payload
481,5916.774,6713.356,11.906,54.705,108.097,516.739,0.199492,1029.972,45.085,27.883,0,descent
482,6122.613,6729.892,12.025,49.198,110.934,411.475,0.194175,1021.485,21.898,27.765,0,descent
483,5815.153,6468.347,43.302,48.137,118.125,453.561,0.18698,1041.783,26.807,27.402,0,descent
484,5096.803,5741.278,20.615,42.838,112.139,433.478,0.191138,1039.343,24.854,26.103,0,descent
485,4359.489,4886.522,24.718,39.24,112.86,369.436,0.189282,1032.528,11.928,27.111,0,descent
486,6164.225,6846.274,49.228,51.893,122.149,475.598,0.184559,1045.583,29.776,28.47,0,descent
487,6429.754,7074.833,12.903,55.94,109.069,434.853,0.199006,1041.5,28.539,29.98,0,descent
488,5669.069,6375.205,25.825,50.099,118.74,475.974,0.187312,1058.251,31.156,28.716,0,descent
489,5773.409,6517.377,26.137,50.191,106.377,491.399,0.19989,1058.518,40.226,26.403,0,descent
490,4343.252,4896.643,6.32,37.953,99.469,369.049,0.202723,1078.483,16.815,29.54,0,descent
491,5639.047,6238.327,24.587,50.27,130.076,421.824,0.177796,1071.205,16.998,28.456,0,descent
492,4689.396,5350.218,29.863,45.488,103.343,443.864,0.201448,1052.042,31.416,28.955,0,descent
493,5512.837,6370.101,43.283,49.004,111.94,563.398,0.193386,1046.337,50.953,26.339,0,descent
494,5266.242,5953.692,9.411,47.669,97.555,447.683,0.209154,1059.194,35.635,27.275,0,descent
495,7188.911,8001.584,40.232,58.748,110.601,541.281,0.197886,1072.154,49.112,27.449,0,descent
496,5320.834,6008.575,9.473,47.381,103.436,450.388,0.202206,1062.994,33.071,30.073,0,descent
497,6895.711,7707.484,62.444,60.944,113.645,553.14,0.195744,1077.731,50.274,26.864,0,descent
498,6530.632,7248.351,54.46,56.224,109.131,493.662,0.198615,1081.898,40.049,27.97,0,descent
499,6449.825,7030.669,30.997,55.292,110.244,407.904,0.19726,1087.904,22.463,29.838,0,descent
500,5710.185,6404.92,42.271,48.202,106.792,470.874,0.198418,1068.34,35.43,26.98,0,descent
501,6502.498,7308.42,56.922,57.976,108.531,543.8,0.200263,1074.774,50.903,27.123,0,descent
502,6379.432,6985.31,12.724,51.739,117.731,415.22,0.188372,1058.399,20.216,26.882,0,descent
503,6205.907,6921.618,29.829,55.872,126.848,489.287,0.181889,1067.337,30.996,30.127,0,descent
504,7031.151,7752.697,36.934,55.252,119.652,492.177,0.187646,1062.3,34.355,29.431,0,descent
505,7565.067,8318.976,43.405,61.496,106.545,509.801,0.20322,1081.879,45.602,27.328,0,descent
506,7187.058,8185.427,17.732,61.832,117.059,637.583,0.19243,1086.827,64.69,29.023,0,descent
507,7983.866,8818.849,20.616,65.81,111.722,548.408,0.199149,1077.879,51.215,28.67,0,descent
508,8579.495,9456.848,96.159,72.686,126.968,615.66,0.186652,1076.338,56.914,26.45,0,descent
509,8730.171,9484.292,56.656,70.848,114.334,523.594,0.198481,1086.492,45.924,28.16,0,descent
510,7733.322,8423.096,72.341,68.684,119.035,496.403,0.192573,1080.655,37.594,26.834,0,descent
511,7347.265,7951.712,39.245,64.231,114.567,430.565,0.195726,1083.159,26.273,30.43,0,descent
512,7246.294,7884.449,65.456,58.571,117.387,459.621,0.190683,1079.079,29.642,29.141,0,descent
513,8416.876,9303.172,91.489,72.167,117.099,613.803,0.195716,1073.222,62.131,28.983,0,descent
514,7565.642,8161.555,17.53,65.962,116.147,417.59,0.194681,1081.716,23.297,28.317,0,descent
515,9280.374,10196.235,27.845,74.889,122.319,604.998,0.191294,1085.358,57.732,27.157,0,descent
516,8578.803,9419.041,93.357,69.815,114.597,587.127,0.197429,1084.277,57.916,27.922,0,descent
517,7710.632,8585.515,19.264,62.469,104.166,564.84,0.206424,1085.381,58.597,27.35,0,descent
518,8897.14,9766.57,25.47,72.006,125.937,578.722,0.186964,1094.519,50.2,27.969,0,descent
519,8491.843,9430.592,93.473,69.372,122.077,644.527,0.189933,1073.635,64.417,27.471,0,descent
520,8367.464,9292.543,52.372,70.63,118.964,617.678,0.193501,1091.024,61.521,28.362,0,descent
521,9793.747,10619.012,71.406,76.403,128.405,578.192,0.186102,1066.075,49.603,25.39,0,descent
522,8252.674,9096.668,51.518,66.453,112.33,567.832,0.198666,1083.674,54.809,26.106,0,descent
523,7477.871,8257.297,42.156,64.375,110.274,526.246,0.200313,1092.943,47.414,28.077,0,descent
524,8676.809,9741.839,101.036,67.287,112.484,712.13,0.198662,1055.316,83.473,27.037,0,descent
525,7784.401,8587.314,77.498,68.325,110.878,557.118,0.201171,1058.649,54.076,27.101,0,descent
526,8494.791,9431.042,23.608,70.178,116.497,609.565,0.195885,1068.165,61.405,28.906,0,descent
527,6122.519,6753.899,28.676,55.934,109.837,434.76,0.197785,1059.252,27.989,27.693,0,descent
528,6934.266,7686.572,62.825,51.817,112.968,516.193,0.192715,1052.21,41.478,26.55,0,descent
529,7159.234,7867.43,39.176,57.741,117.641,486.059,0.190367,1063.738,34.53,26.431,0,descent
530,6350.716,7062.312,30.95,50.266,118.866,481.415,0.186743,1062.737,31.901,27.238,0,descent
531,8251.772,8984.695,83.871,68.806,119.077,525.397,0.192594,1060.487,43.188,28.05,0,descent
532,6859.826,7624.73,36.467,54.995,116.645,514.345,0.190481,1053.785,39.973,26.523,0,descent
533,7309.73,8122.536,41.867,61.121,108.718,542.311,0.201066,1050.898,51.04,26.089,0,descent
534,7389.367,8027.422,69.492,65.218,114.662,463.148,0.196251,1042.705,32.893,25.764,0,descent
535,5854.051,6653.154,27.697,52.645,127.558,533.062,0.180524,1050.705,38.23,27.349,0,descent
536,6434.448,7059.426,52.931,57.958,118.686,447.047,0.189807,1044.623,26.853,25.83,0,descent
