sample_id,profile_id,voltage_kv,frequency_hz,phase_mean_deg,phase_std_deg,pulse_count,mean_charge_pc,max_charge_pc,charge_iqr_pc,repetition_rate_hz,positive_negative_ratio,waveform_rise_ns,waveform_width_ns,prpd_entropy,defect_class,defect_code,has_partial_discharge,risk_score,high_risk,phase_cluster_low_deg,phase_cluster_high_deg,noise_floor_pc
166,4,14.843,50.0,44.258,38.61,38,317.223,697.264,96.818,19.159,0.6702,56.714,215.395,0.71392,internal,3,1,1.0,1,5.648,82.868,2.119
167,8,13.369,50.0,122.833,49.429,45,30.988,58.373,16.571,22.994,1.0531,35.916,146.369,0.5796,surface,2,1,0.70998,1,73.404,172.263,0.528
168,8,14.408,50.0,80.676,19.024,29,36.732,47.914,19.72,15.05,1.479,22.822,140.986,0.46401,corona,1,1,0.44541,0,61.651,99.7,1.892
169,1,17.918,50.0,190.167,93.795,17,0.5,0.686,0.203,8.742,1.0852,12.535,81.698,0.29201,no_pd,0,0,0.10038,0,96.372,283.961,4.267
170,8,14.379,60.0,172.44,61.195,24,136.993,202.604,28.371,14.57,1.2396,49.804,166.389,0.59738,surface,2,1,0.84817,1,111.245,233.635,4.479
171,3,6.831,50.0,146.879,62.245,26,82.99,159.986,23.744,11.899,1.0562,42.193,152.514,0.53589,surface,2,1,0.74286,1,84.634,209.123,2.143
172,4,11.708,60.0,142.06,47.869,21,75.206,184.667,30.397,13.516,0.9176,44.261,178.536,0.76755,surface,2,1,0.69883,1,94.191,189.93,3.488
173,5,21.949,50.0,94.768,22.155,24,2.384,4.833,0.708,10.936,1.9873,32.624,115.342,0.34587,corona,1,1,0.39353,0,72.613,116.924,2.967
174,5,18.905,50.0,157.848,50.829,30,82.862,194.142,27.05,14.769,1.2373,36.177,174.239,0.68679,surface,2,1,0.74429,1,107.019,208.676,2.159
175,4,18.857,60.0,146.553,62.584,30,172.936,250.308,51.111,17.992,1.0303,39.3,173.14,0.51229,surface,2,1,0.91579,1,83.97,209.137,0.692
176,5,20.685,50.0,172.071,84.69,9,1.534,2.256,0.282,3.804,1.1002,20.284,102.553,0.28058,no_pd,0,0,0.0,0,87.381,256.761,0.706
177,6,16.305,50.0,192.392,74.33,8,0.5,0.997,0.268,4.488,1.0108,24.843,82.876,0.32413,no_pd,0,0,0.0,0,118.062,266.722,2.596
178,1,15.97,50.0,94.887,23.386,20,61.855,80.155,11.36,10.448,1.7985,28.272,156.048,0.47964,corona,1,1,0.44321,0,71.502,118.273,3.801
179,6,16.572,50.0,125.936,63.8,30,58.386,83.21,31.798,16.209,1.0899,38.17,163.399,0.4755,surface,2,1,0.68966,1,62.136,189.736,1.929
180,1,9.839,60.0,65.844,37.852,42,153.887,268.458,54.344,21.771,0.8483,57.035,185.46,0.72665,internal,3,1,1.0,1,27.992,103.696,2.629
181,8,22.695,50.0,59.985,21.083,41,110.721,258.6,33.861,19.69,0.6014,43.708,171.583,0.82438,internal,3,1,1.0,1,38.902,81.069,4.07
182,4,12.897,60.0,92.557,22.022,21,73.192,123.912,18.375,13.422,2.157,28.15,139.83,0.42638,corona,1,1,0.53466,0,70.535,114.579,2.56
183,6,12.257,50.0,94.396,20.073,28,43.048,103.478,12.829,11.723,1.7154,30.977,102.539,0.37805,corona,1,1,0.42709,0,74.324,114.469,2.063
184,4,17.419,50.0,100.697,24.212,18,25.656,49.681,10.844,8.167,1.91,23.956,109.345,0.34639,corona,1,1,0.37152,0,76.485,124.91,1.975
185,8,20.576,50.0,225.223,115.0,9,10.827,26.105,3.403,4.277,1.1518,19.105,78.062,0.36447,no_pd,0,0,0.12631,0,110.223,340.223,1.656
186,1,23.154,60.0,118.267,47.146,38,79.701,188.69,24.89,23.778,0.9731,33.957,186.95,0.62689,surface,2,1,0.86452,1,71.121,165.412,4.234
187,4,17.852,60.0,93.624,18.407,14,34.732,64.597,14.819,8.319,1.7797,28.19,142.267,0.39937,corona,1,1,0.31802,0,75.218,112.031,1.239
188,1,19.214,50.0,278.688,38.647,40,27.513,67.949,11.507,19.884,0.7341,54.747,186.117,0.71088,internal,3,1,0.84309,1,240.041,317.335,2.793
189,1,23.116,50.0,143.887,57.985,27,88.412,204.097,28.546,10.696,1.6423,40.405,119.799,0.58262,surface,2,1,0.75297,1,85.902,201.872,1.378
190,1,20.656,50.0,182.553,94.218,14,13.019,28.209,5.195,7.393,1.0045,27.218,73.552,0.24892,no_pd,0,0,0.07769,0,88.335,276.771,0.842
191,3,15.47,50.0,77.186,28.067,42,86.443,184.501,29.763,22.739,0.8583,48.912,174.578,0.81268,internal,3,1,1.0,1,49.119,105.253,1.783
192,8,19.229,50.0,146.807,45.196,30,113.772,215.464,33.01,16.255,1.1149,43.64,189.799,0.63822,surface,2,1,0.83349,1,101.612,192.003,4.305
193,1,20.178,60.0,97.132,31.366,14,42.49,82.677,15.504,7.71,2.0981,26.551,150.408,0.4106,corona,1,1,0.39241,0,65.766,128.498,0.757
194,4,22.018,50.0,70.73,27.488,47,17.672,33.786,8.296,26.564,1.1182,45.382,219.395,0.6136,internal,3,1,0.9265,1,43.242,98.218,2.031
195,2,23.137,50.0,48.637,25.402,33,238.885,499.925,100.932,16.974,0.9787,41.451,237.972,0.63204,internal,3,1,1.0,1,23.234,74.039,2.303
196,6,7.909,60.0,217.872,93.179,13,8.286,10.365,4.402,7.77,0.8987,23.284,85.085,0.29877,no_pd,0,0,0.13398,0,124.693,311.05,3.497
197,2,12.902,50.0,86.491,23.608,27,18.905,46.854,9.436,12.117,1.461,34.586,111.781,0.41873,corona,1,1,0.38907,0,62.884,110.099,4.074
198,2,20.988,50.0,228.35,30.444,53,201.189,272.163,44.616,26.482,1.1394,40.773,181.192,0.67024,internal,3,1,1.0,1,197.906,258.794,3.312
199,8,13.399,50.0,158.741,73.318,31,76.328,148.986,19.626,15.927,0.9137,43.971,177.404,0.66344,surface,2,1,0.83204,1,85.423,232.059,1.341
200,7,11.23,50.0,156.043,97.452,10,7.657,17.094,1.582,6.497,0.5879,20.753,69.432,0.31314,no_pd,0,0,0.08166,0,58.59,253.495,3.53
201,8,10.645,50.0,131.923,56.225,30,97.248,199.294,23.166,15.39,1.1796,37.977,151.975,0.58593,surface,2,1,0.83482,1,75.698,188.149,0.701
202,7,6.742,60.0,199.347,94.482,14,9.787,21.487,2.138,10.01,0.9038,25.408,86.543,0.27937,no_pd,0,0,0.09129,0,104.865,293.829,1.591
203,6,23.296,50.0,227.53,33.949,54,186.849,280.813,74.107,27.71,1.1856,53.164,196.304,0.8279,internal,3,1,1.0,1,193.581,261.478,1.867
204,6,20.376,50.0,253.01,109.871,16,13.947,34.293,4.298,8.254,0.3119,21.43,95.042,0.20497,no_pd,0,0,0.09972,0,143.139,2.88,3.618
205,3,20.258,50.0,167.676,115.0,10,16.008,21.475,6.135,4.042,1.078,17.889,66.174,0.24981,no_pd,0,0,0.07032,0,52.676,282.676,4.282
206,4,21.611,60.0,82.753,25.323,19,37.745,95.291,11.821,12.741,1.6121,31.945,128.746,0.40671,corona,1,1,0.41652,0,57.43,108.075,0.76
207,4,23.596,50.0,124.477,45.33,26,83.951,163.221,45.778,13.388,1.1063,34.172,159.467,0.62845,surface,2,1,0.72051,1,79.146,169.807,0.774
208,1,19.709,60.0,118.076,94.31,10,6.447,10.827,3.34,5.316,1.0131,20.55,105.275,0.25988,no_pd,0,0,0.16535,0,23.766,212.386,1.774
209,2,20.842,50.0,232.626,34.363,33,90.033,147.726,34.907,16.292,1.418,52.564,184.346,0.87801,internal,3,1,0.97863,1,198.262,266.989,3.981
210,2,9.661,60.0,179.99,108.003,13,1.028,1.964,0.363,8.422,1.0255,22.225,98.042,0.13271,no_pd,0,0,0.03183,0,71.987,287.994,2.822
211,8,8.513,50.0,87.788,17.132,25,0.5,0.909,0.196,11.796,1.8053,29.303,127.342,0.44136,corona,1,1,0.3316,0,70.655,104.92,4.219
212,7,8.617,50.0,107.6,22.649,20,57.669,143.658,26.519,9.101,1.6673,27.884,112.349,0.53369,corona,1,1,0.49663,0,84.952,130.249,4.217
213,6,15.791,50.0,84.012,22.734,22,38.196,85.196,7.501,12.206,1.8665,35.824,131.454,0.3905,corona,1,1,0.41736,0,61.277,106.746,2.369
214,6,10.219,50.0,118.509,67.642,34,132.689,175.351,46.579,17.256,1.3906,43.86,139.993,0.42968,surface,2,1,0.88299,1,50.867,186.151,3.153
215,3,14.003,50.0,194.535,87.28,10,17.526,25.37,5.132,5.138,0.9629,17.026,49.478,0.43477,no_pd,0,0,0.02746,0,107.255,281.815,2.045
216,5,11.048,50.0,90.894,22.952,20,74.81,144.012,22.504,10.106,2.1658,30.571,122.067,0.49341,corona,1,1,0.53183,0,67.942,113.846,1.47
217,3,22.147,50.0,119.463,53.421,17,80.398,184.436,22.278,6.515,1.4646,48.486,145.666,0.63635,surface,2,1,0.7338,1,66.043,172.884,0.466
218,5,21.591,50.0,194.104,96.141,11,7.502,16.312,2.74,4.637,0.7851,16.568,76.603,0.18039,no_pd,0,0,0.15092,0,97.963,290.246,3.112
219,8,15.221,60.0,89.938,21.926,24,41.482,85.676,17.249,16.378,1.9974,26.722,115.372,0.44299,corona,1,1,0.38406,0,68.012,111.864,1.509
220,5,23.511,50.0,138.727,69.898,34,73.19,150.687,32.027,16.888,1.0042,51.62,146.06,0.60119,surface,2,1,0.71784,1,68.829,208.625,2.016
221,6,6.744,60.0,83.791,24.081,23,86.245,203.27,30.953,13.232,1.7076,32.795,119.805,0.42146,corona,1,1,0.48322,0,59.71,107.872,4.126
222,7,7.476,60.0,87.632,22.685,19,37.386,50.719,12.868,10.502,1.5358,32.788,121.742,0.31009,corona,1,1,0.37286,0,64.948,110.317,2.904
223,8,14.604,60.0,62.385,30.053,42,242.671,387.595,43.958,23.825,0.9173,48.868,180.391,0.74118,internal,3,1,1.0,1,32.332,92.438,3.993
224,2,13.136,50.0,165.824,92.346,14,7.099,14.946,1.649,8.528,0.9018,24.763,107.415,0.23014,no_pd,0,0,0.04706,0,73.478,258.17,0.872
225,5,17.973,50.0,177.904,106.521,17,4.923,7.374,1.64,8.584,0.9469,18.505,113.556,0.14261,no_pd,0,0,0.029,0,71.383,284.424,1.723
226,3,18.25,50.0,86.827,20.884,27,68.983,169.631,21.349,14.921,2.2425,30.628,125.947,0.38541,corona,1,1,0.42405,0,65.942,107.711,0.503
227,5,20.679,50.0,165.114,63.417,38,161.113,248.243,79.309,19.539,1.5775,40.034,154.495,0.55321,surface,2,1,0.99413,1,101.697,228.531,3.381
228,7,16.406,50.0,86.692,25.216,15,42.167,101.074,16.909,8.527,1.8985,24.693,102.58,0.40847,corona,1,1,0.40318,0,61.476,111.908,1.198
229,3,7.507,50.0,206.724,108.346,5,8.778,12.937,4.446,1.04,0.9814,32.312,106.84,0.22194,no_pd,0,0,0.02687,0,98.378,315.071,0.552
230,4,8.986,50.0,203.016,103.804,18,4.427,7.821,2.006,9.261,0.8009,17.756,92.339,0.28976,no_pd,0,0,0.0918,0,99.212,306.819,3.296
231,4,12.492,50.0,154.669,45.569,34,0.5,1.286,0.259,16.731,1.0969,42.953,172.842,0.60451,surface,2,1,0.55304,0,109.1,200.238,0.694
232,3,13.057,50.0,91.466,18.272,16,40.625,68.709,7.942,6.867,1.6835,31.891,123.805,0.49422,corona,1,1,0.38577,0,73.193,109.738,3.961
233,3,10.125,60.0,101.194,65.02,32,54.402,134.159,22.848,21.635,0.996,32.154,180.955,0.80232,surface,2,1,0.72758,1,36.173,166.214,2.078
234,5,15.169,50.0,133.627,55.747,26,33.295,50.99,16.345,13.722,1.0315,46.984,125.626,0.54373,surface,2,1,0.66734,1,77.88,189.374,4.341
235,5,14.581,60.0,242.068,33.316,33,22.4,53.508,10.324,18.743,0.6805,45.848,209.951,0.81424,internal,3,1,0.84966,1,208.752,275.384,3.966
236,2,14.641,50.0,245.414,29.784,21,51.586,67.923,11.881,12.859,0.8493,46.164,194.805,0.81493,internal,3,1,0.83457,1,215.629,275.198,1.691
237,2,11.211,50.0,50.618,37.372,40,95.918,127.725,26.269,21.072,0.8891,47.609,174.643,0.82368,internal,3,1,1.0,1,13.246,87.991,1.243
238,2,20.176,50.0,120.113,57.141,28,97.243,162.576,50.941,13.939,1.202,44.647,151.382,0.49912,surface,2,1,0.75911,1,62.971,177.254,3.467
239,8,6.946,50.0,40.906,27.082,34,19.355,30.178,5.846,17.951,1.0087,62.994,222.831,0.77152,internal,3,1,0.80803,1,13.824,67.989,4.389
240,5,12.049,50.0,221.068,31.098,46,101.993,260.502,26.653,22.733,1.3023,38.297,162.743,0.76246,internal,3,1,1.0,1,189.971,252.166,3.202
241,7,18.175,50.0,160.581,56.859,39,63.078,158.309,31.13,21.603,0.9355,34.148,164.162,0.57823,surface,2,1,0.7305,1,103.722,217.44,1.559
242,2,21.505,50.0,143.114,54.136,15,128.829,328.424,37.091,6.43,1.295,44.724,186.77,0.51935,surface,2,1,0.92075,1,88.978,197.25,4.269
243,7,9.466,50.0,178.721,109.907,10,7.92,19.893,2.262,5.52,1.1209,18.262,98.727,0.18309,no_pd,0,0,0.08821,0,68.814,288.627,1.984
244,6,7.414,50.0,247.961,34.408,49,183.383,281.028,76.017,24.135,1.0952,49.009,215.685,0.74799,internal,3,1,1.0,1,213.553,282.369,3.359
245,1,23.582,50.0,191.887,82.014,10,5.469,9.258,2.09,4.449,0.7628,19.891,119.101,0.24372,no_pd,0,0,0.0709,0,109.873,273.901,4.291
246,7,16.365,60.0,157.0,85.812,7,0.5,1.264,0.261,5.394,1.3339,20.345,75.751,0.25555,no_pd,0,0,0.0,0,71.187,242.812,4.084
247,2,15.982,50.0,182.369,97.128,15,0.5,1.29,0.269,5.402,0.564,17.208,92.078,0.29786,no_pd,0,0,0.0933,0,85.241,279.497,1.898
248,7,17.497,60.0,194.745,102.654,12,0.595,1.017,0.296,8.977,0.9589,28.801,81.389,0.31525,no_pd,0,0,0.07216,0,92.091,297.398,3.388
249,7,6.662,60.0,78.148,56.657,12,16.732,34.733,8.67,4.46,0.8056,20.365,85.359,0.2487,no_pd,0,0,0.07274,0,21.491,134.806,3.745
250,6,12.946,50.0,141.584,64.724,5,9.03,19.262,3.246,1.5,0.8199,17.228,63.507,0.2426,no_pd,0,0,0.0,0,76.86,206.309,4.439
251,6,20.906,50.0,124.741,58.138,23,82.016,187.372,25.795,12.562,1.4924,34.4,150.335,0.63583,surface,2,1,0.75366,1,66.604,182.879,2.272
252,4,7.311,50.0,55.993,31.787,48,89.072,147.372,42.025,23.582,0.818,52.635,197.644,0.69611,internal,3,1,1.0,1,24.206,87.781,1.343
253,5,15.63,50.0,49.555,32.322,50,121.309,167.956,22.519,25.343,1.0081,49.748,154.228,0.79466,internal,3,1,1.0,1,17.233,81.877,3.453
254,1,16.391,60.0,115.986,49.198,32,118.926,183.112,49.325,20.636,1.6797,35.858,155.922,0.58352,surface,2,1,0.90907,1,66.788,165.185,0.897
255,1,16.085,50.0,164.514,57.174,46,122.04,181.567,43.91,24.892,1.29,43.326,135.963,0.61094,surface,2,1,0.96534,1,107.34,221.688,1.046
256,5,13.988,50.0,119.761,91.749,11,17.327,38.296,4.521,3.356,1.2422,15.127,94.461,0.34307,no_pd,0,0,0.06942,0,28.012,211.51,1.074
257,5,18.645,60.0,208.145,98.999,9,8.269,13.037,3.494,5.471,0.8547,21.822,91.756,0.17029,no_pd,0,0,0.04915,0,109.146,307.144,2.094
258,8,9.018,50.0,168.813,61.274,35,170.142,333.632,75.796,18.121,1.2536,30.759,154.854,0.5796,surface,2,1,0.98168,1,107.539,230.087,1.956
259,8,12.97,50.0,51.644,31.184,44,67.98,132.806,31.27,21.69,1.1922,51.986,172.786,0.77875,internal,3,1,0.99072,1,20.459,82.828,1.674
260,3,17.023,50.0,231.502,97.682,3,17.136,32.144,5.479,2.091,0.6962,14.165,92.08,0.16038,no_pd,0,0,0.07628,0,133.819,329.184,2.822
261,6,9.845,50.0,153.252,58.91,23,85.47,126.659,22.813,12.291,0.9913,36.247,154.337,0.67712,surface,2,1,0.76126,1,94.342,212.162,4.184
262,8,12.777,50.0,52.13,20.447,42,111.639,231.496,51.544,20.319,0.8087,48.603,205.021,0.79981,internal,3,1,1.0,1,31.683,72.577,2.01
263,4,12.758,50.0,72.032,26.344,31,116.46,146.856,55.913,14.78,0.5338,51.719,179.802,0.66615,internal,3,1,1.0,1,45.688,98.377,4.104
264,1,19.008,50.0,159.679,87.253,36,126.959,294.799,56.074,19.266,1.2667,44.55,165.802,0.48088,surface,2,1,0.8994,1,72.427,246.932,2.861
265,5,23.338,60.0,54.683,28.822,45,160.475,399.595,79.237,26.911,0.8878,50.457,201.221,0.78177,internal,3,1,1.0,1,25.861,83.505,1.761
266,4,9.322,50.0,157.165,86.964,7,6.061,12.619,2.345,4.467,1.169,30.583,90.824,0.26394,no_pd,0,0,0.0827,0,70.201,244.129,1.959
267,8,23.996,50.0,50.733,36.47,52,184.568,332.64,100.111,25.901,0.4608,51.425,196.266,0.71354,internal,3,1,1.0,1,14.263,87.204,3.119
268,4,18.709,60.0,94.123,22.539,36,12.118,20.133,6.568,23.411,1.5329,27.132,121.848,0.45816,corona,1,1,0.35437,0,71.584,116.662,3.675
269,8,9.499,60.0,180.235,93.118,10,12.792,27.022,3.55,3.58,1.5327,24.555,52.309,0.21419,no_pd,0,0,0.06136,0,87.117,273.352,3.34
270,1,17.218,50.0,211.614,25.817,46,205.987,389.451,43.98,22.999,0.8677,58.22,191.519,0.73129,internal,3,1,1.0,1,185.798,237.431,4.252
271,3,8.936,60.0,241.662,42.969,21,10.149,18.59,4.016,11.538,0.8597,46.322,197.081,0.74926,internal,3,1,0.76482,1,198.694,284.631,2.823
272,1,20.985,50.0,77.204,24.4,20,23.93,30.702,5.217,10.917,1.8478,30.187,116.985,0.50528,corona,1,1,0.3203,0,52.804,101.604,3.694
273,6,8.673,60.0,172.427,77.737,12,13.835,25.233,4.014,7.113,1.3349,13.977,56.325,0.26406,no_pd,0,0,0.02726,0,94.69,250.165,3.585
274,4,17.882,50.0,117.13,45.367,29,84.359,198.242,20.381,14.038,1.5015,27.799,163.212,0.54767,surface,2,1,0.69272,1,71.763,162.498,4.458
275,4,16.325,50.0,130.536,58.781,42,65.1,99.036,33.568,20.667,1.0901,47.218,182.492,0.6222,surface,2,1,0.76735,1,71.755,189.316,2.549
276,6,12.753,50.0,205.299,103.659,16,5.259,12.771,2.517,8.277,1.2273,16.141,52.313,0.33613,no_pd,0,0,0.09963,0,101.64,308.958,2.885
277,4,14.737,50.0,160.843,96.857,8,0.827,1.629,0.317,3.643,1.3632,18.047,77.728,0.20443,no_pd,0,0,0.0,0,63.986,257.701,3.431
278,3,23.011,50.0,72.614,38.851,40,245.79,463.539,103.282,20.064,1.1772,53.363,198.093,0.74079,internal,3,1,1.0,1,33.764,111.465,3.214
279,5,17.747,50.0,169.784,45.966,32,130.388,292.8,53.626,14.476,1.5164,38.646,140.467,0.56851,surface,2,1,0.87823,1,123.818,215.75,3.6
280,6,8.837,50.0,107.146,20.607,22,0.5,0.891,0.184,11.568,1.6051,27.69,129.263,0.46872,corona,1,1,0.35459,0,86.539,127.753,2.777
281,6,17.323,50.0,67.671,26.038,55,160.048,291.861,50.654,28.823,0.8679,50.8,170.964,0.79738,internal,3,1,1.0,1,41.633,93.709,3.912
282,5,9.367,50.0,140.129,56.883,37,37.076,65.053,6.792,17.659,1.1565,43.46,175.699,0.57258,surface,2,1,0.72045,1,83.245,197.012,3.815
283,1,20.518,50.0,125.85,57.029,29,82.572,159.003,19.909,14.953,1.5419,40.376,133.119,0.56259,surface,2,1,0.71556,1,68.821,182.879,4.16
284,1,9.119,50.0,159.73,105.088,12,2.297,4.786,1.14,7.625,1.0432,30.753,103.169,0.30099,no_pd,0,0,0.04222,0,54.643,264.818,2.348
285,5,19.858,50.0,107.478,21.226,24,71.838,135.023,13.056,12.444,1.5237,32.978,136.244,0.37063,corona,1,1,0.48564,0,86.252,128.704,0.548
286,5,22.986,50.0,98.939,28.041,23,58.497,75.473,15.564,11.657,2.1588,35.804,96.886,0.32425,corona,1,1,0.46021,0,70.898,126.979,4.19
287,7,8.751,60.0,133.398,59.845,38,76.868,159.4,27.507,21.271,1.1892,29.981,175.854,0.69953,surface,2,1,0.75878,1,73.553,193.242,2.144
288,4,17.197,60.0,91.892,25.586,15,33.107,44.675,12.83,8.222,1.5602,38.045,89.46,0.48916,corona,1,1,0.38291,0,66.307,117.478,3.506
289,1,9.862,50.0,154.964,105.558,13,5.039,9.573,0.911,4.983,1.5299,24.916,109.862,0.27513,no_pd,0,0,0.02716,0,49.406,260.522,1.314
290,2,6.026,50.0,164.047,89.875,6,0.5,1.076,0.155,3.696,1.2619,21.52,102.626,0.22539,no_pd,0,0,0.09418,0,74.172,253.922,4.271
291,2,21.767,60.0,181.039,73.138,15,17.304,26.529,5.139,10.017,0.8493,24.052,95.441,0.23657,no_pd,0,0,0.07674,0,107.901,254.177,3.964
292,2,21.69,50.0,105.693,25.347,27,31.485,57.538,10.373,12.052,1.9681,25.552,97.023,0.50956,corona,1,1,0.40628,0,80.345,131.04,4.15
293,5,15.827,50.0,140.165,47.887,32,227.223,571.783,105.24,15.77,1.636,34.425,135.327,0.53483,surface,2,1,1.0,1,92.277,188.052,3.448
294,3,13.337,50.0,136.252,53.321,29,98.694,168.554,46.584,14.741,1.2383,31.033,107.851,0.48817,surface,2,1,0.81064,1,82.931,189.572,2.903
295,3,13.435,60.0,98.074,29.944,18,36.594,83.659,13.177,9.177,1.4433,40.186,96.038,0.50291,corona,1,1,0.46663,0,68.131,128.018,1.505
296,3,22.972,50.0,93.307,30.037,21,36.546,94.168,16.7,8.61,1.6482,39.657,96.759,0.48983,corona,1,1,0.40135,0,63.271,123.344,3.021
297,7,22.005,60.0,236.106,44.283,47,67.495,155.365,31.78,27.148,1.0121,44.695,242.541,0.86205,internal,3,1,0.96775,1,191.823,280.389,0.658
298,2,17.076,50.0,247.645,31.324,36,34.181,48.173,7.301,18.977,1.4238,43.966,179.163,0.84666,internal,3,1,0.83498,1,216.322,278.969,2.392
299,6,22.712,50.0,135.995,64.063,27,65.828,115.937,32.155,11.862,1.2146,50.212,154.378,0.64129,surface,2,1,0.7373,1,71.932,200.058,1.16
300,2,17.095,50.0,150.062,58.531,36,52.057,120.976,23.938,18.549,1.1771,46.551,157.978,0.58425,surface,2,1,0.67335,1,91.531,208.593,2.351
301,7,22.908,50.0,89.934,23.025,29,23.618,40.677,11.456,15.091,1.7636,31.982,125.575,0.40973,corona,1,1,0.40571,0,66.909,112.959,0.481
302,8,14.713,50.0,89.293,29.908,17,0.5,0.716,0.24,8.844,1.8654,37.106,136.738,0.4133,corona,1,1,0.27707,0,59.384,119.201,1.977
303,5,14.524,50.0,163.202,58.137,14,11.054,27.776,5.83,5.566,0.9795,14.658,51.949,0.22459,no_pd,0,0,0.06466,0,105.065,221.339,2.739
304,6,16.629,50.0,132.046,71.058,24,83.761,193.184,31.42,12.912,1.0005,38.758,183.69,0.59685,surface,2,1,0.75199,1,60.988,203.104,0.515
305,2,12.085,50.0,122.58,58.984,33,56.761,95.432,15.084,17.387,1.5242,30.291,165.622,0.48352,surface,2,1,0.76041,1,63.595,181.564,3.409
306,3,16.749,50.0,151.836,50.134,30,136.372,297.59,37.265,14.418,0.8724,39.765,171.749,0.55694,surface,2,1,0.9286,1,101.701,201.97,0.564
307,6,13.351,50.0,90.788,30.021,18,56.53,92.223,15.735,8.9,2.0525,32.341,152.399,0.39044,corona,1,1,0.38968,0,60.767,120.809,3.601
308,3,16.295,60.0,83.6,23.787,13,34.803,82.813,13.188,8.564,1.6589,38.193,84.271,0.36328,corona,1,1,0.38167,0,59.813,107.387,2.144
309,6,22.207,50.0,233.523,27.48,34,109.166,170.603,37.791,16.846,1.261,59.71,200.886,0.74656,internal,3,1,1.0,1,206.042,261.003,3.79
310,1,15.882,50.0,84.59,25.611,22,0.5,0.905,0.252,10.995,1.5792,29.055,139.192,0.38373,corona,1,1,0.41949,0,58.979,110.201,1.463
311,6,8.948,60.0,89.229,18.924,20,60.472,140.143,31.589,11.62,2.0345,31.003,141.751,0.40509,corona,1,1,0.41,0,70.304,108.153,1.584
312,3,19.44,50.0,107.303,27.667,16,23.51,36.104,9.76,8.076,1.9808,26.503,114.777,0.33202,corona,1,1,0.34841,0,79.636,134.97,0.905
313,1,7.056,50.0,89.488,23.114,21,4.479,7.575,2.225,10.228,1.642,42.603,93.054,0.35008,corona,1,1,0.29499,0,66.374,112.601,1.19
314,5,20.326,50.0,123.939,45.961,41,69.763,137.456,26.063,21.475,1.2336,33.371,220.79,0.55133,surface,2,1,0.79266,1,77.978,169.9,1.096
315,8,8.829,60.0,82.527,34.267,21,37.817,51.926,14.273,12.843,1.5077,32.815,120.319,0.53369,corona,1,1,0.37069,0,48.261,116.794,1.678
316,4,18.313,50.0,95.352,28.063,18,53.704,76.097,29.429,9.366,1.6776,33.478,153.779,0.30483,corona,1,1,0.43508,0,67.29,123.415,4.43
317,8,15.733,60.0,221.387,32.781,39,134.551,305.011,34.351,23.032,1.2226,35.247,179.575,0.74213,internal,3,1,1.0,1,188.606,254.168,2.392
318,8,8.781,50.0,38.727,30.787,47,247.671,556.224,121.467,22.086,0.8668,54.02,190.329,0.82176,internal,3,1,1.0,1,7.94,69.514,2.735
319,4,22.147,50.0,200.204,114.863,12,0.5,0.747,0.125,5.393,1.1842,20.722,105.404,0.31662,no_pd,0,0,0.08681,0,85.341,315.067,0.579
320,3,6.861,50.0,136.531,69.006,27,69.25,170.088,14.066,12.113,1.0815,41.818,139.282,0.49212,surface,2,1,0.68203,1,67.525,205.538,3.193
321,2,18.672,50.0,91.626,20.686,30,73.196,160.749,18.108,14.029,1.5384,36.641,131.176,0.43796,corona,1,1,0.53031,0,70.94,112.312,1.013
322,3,10.963,50.0,161.138,90.64,13,8.017,18.395,3.821,5.8,1.2332,22.722,90.271,0.35165,no_pd,0,0,0.11229,0,70.498,251.778,0.594
323,3,17.929,50.0,171.944,57.032,27,145.646,332.254,51.32,12.113,1.1212,43.002,152.487,0.64389,surface,2,1,0.92745,1,114.912,228.976,0.815
324,5,22.44,50.0,101.083,23.18,16,8.425,17.478,2.915,8.508,1.7428,31.352,143.397,0.38508,corona,1,1,0.29409,0,77.903,124.263,0.885
325,8,19.818,50.0,99.89,17.619,21,37.667,84.282,8.367,12.379,1.6968,31.707,127.325,0.44705,corona,1,1,0.42663,0,82.271,117.508,0.697
326,8,10.654,50.0,266.53,27.601,38,161.758,311.961,36.767,18.66,0.9276,45.757,181.484,0.72023,internal,3,1,1.0,1,238.929,294.131,2.089
327,1,8.696,50.0,82.668,24.735,22,79.298,184.508,15.697,8.843,1.5966,34.075,137.578,0.34521,corona,1,1,0.47012,0,57.933,107.403,1.939
328,1,15.793,50.0,240.239,26.446,40,174.915,440.262,43.99,20.731,1.1572,47.378,174.967,0.75397,internal,3,1,1.0,1,213.793,266.686,1.331
329,5,7.367,50.0,196.801,50.714,28,92.344,174.736,34.99,14.142,1.6914,42.082,166.728,0.59596,surface,2,1,0.78058,1,146.086,247.515,1.295
330,6,23.5,60.0,240.922,32.154,37,176.094,394.16,74.612,23.179,1.3802,42.766,210.292,0.69267,internal,3,1,1.0,1,208.768,273.076,1.294
331,1,10.319,60.0,126.123,49.609,35,75.518,130.41,25.839,18.598,1.1057,51.517,135.48,0.58633,surface,2,1,0.74599,1,76.515,175.732,0.786
332,7,21.954,50.0,92.581,23.545,22,31.786,60.465,8.405,9.15,2.1759,28.787,137.11,0.50369,corona,1,1,0.32654,0,69.036,116.126,2.696
333,3,9.113,50.0,171.842,56.917,39,83.45,130.014,32.172,18.616,1.266,49.207,146.178,0.5462,surface,2,1,0.74078,1,114.926,228.759,0.432
