sample_id,profile_id,time_index,torque_proxy_nm,voltage_v,current_a,temperature_c,is_allowed
3281,1014,328.0,5.370968,17.106549,4.719621,12.292179,1
3282,1014,328.1,4.828446,17.106549,5.156461,12.430264,1
3283,1014,328.2,7.052786,21.994135,5.435668,12.346471,1
3284,1014,328.3,6.148583,17.106549,5.832121,12.402108,1
3285,1014,328.4,5.153959,21.994135,6.175112,12.429752,1
3286,1014,328.5,3.435973,26.88172,6.432794,12.40276,1
3287,1014,328.6,1.717986,12.218964,6.705885,12.402108,1
3288,1014,328.7,0.48827,17.106549,7.093316,12.430264,1
3289,1014,328.8,0.904203,21.994135,7.264356,12.430264,1
3290,1014,328.9,1.808407,12.218964,7.287339,12.485569,1
3291,1014,329.0,1.844575,17.106549,7.073756,12.290733,1
3292,1014,329.1,4.973118,21.994135,7.126244,11.898944,1
3293,1014,329.2,6.419844,17.106549,6.706954,12.429626,1
3294,1014,329.3,7.052786,17.106549,6.449854,12.485091,1
3295,1014,329.4,8.409091,21.994135,6.34869,12.430264,1
3296,1014,329.5,5.91349,21.994135,6.02909,12.402108,1
3297,1014,329.6,6.40176,21.994135,5.742965,12.430264,1
3298,1014,329.7,10.398338,21.994135,4.914515,12.430264,1
3299,1014,329.8,6.456012,21.994135,4.590819,12.182181,1
3300,1014,329.9,2.079668,17.106549,4.082963,12.56823,1
3301,1014,330.0,6.184751,21.994135,3.905331,12.430264,1
3302,1014,330.1,10.217498,17.106549,4.016305,12.402108,1
3303,1014,330.2,9.946237,17.106549,4.403847,12.486087,1
3304,1014,330.3,1.808407,21.994135,4.912571,12.070132,1
3305,1014,330.4,8.951613,26.88172,5.327805,12.37448,1
3306,1014,330.5,4.93695,21.994135,5.665068,12.430264,1
3307,1014,330.6,7.143206,17.106549,5.873751,12.402108,1
3308,1014,330.7,3.472141,17.106549,6.200977,12.651984,1
3309,1014,330.8,2.766862,17.106549,6.890369,12.486644,1
3310,1014,330.9,3.797654,17.106549,7.734208,12.37448,1
3311,1014,331.0,2.170088,12.218964,8.05733,12.430264,1
3312,1014,331.1,0.271261,17.106549,8.053771,12.402108,1
3313,1014,331.2,0.217009,21.994135,7.685563,12.430264,1
3314,1014,331.3,2.260508,17.106549,7.210224,12.571391,1
3315,1014,331.4,3.074291,12.218964,6.949057,12.402108,1
3316,1014,331.5,4.340176,17.106549,6.580749,12.375024,1
3317,1014,331.6,12.930108,26.88172,6.141753,13.267826,1
3318,1014,331.7,4.502933,12.218964,5.731723,12.400916,1
3319,1014,331.8,8.04741,21.994135,5.323319,12.457782,1
3320,1014,331.9,8.680352,17.106549,4.965772,12.37448,1
3321,1014,332.0,8.951613,21.994135,4.361879,12.429752,1
3322,1014,332.1,5.750733,17.106549,4.173809,12.402108,1
3323,1014,332.2,9.855816,17.106549,3.949732,12.149696,1
3324,1014,332.3,9.855816,21.994135,3.801806,12.430264,1
3325,1014,332.4,9.584555,36.656891,3.901659,12.402108,1
3326,1014,332.5,9.674976,17.106549,4.466863,12.402108,1
3327,1014,332.6,12.025904,17.106549,4.76596,12.402108,1
3328,1014,332.7,4.93695,17.106549,5.089781,12.150645,1
3329,1014,332.8,4.014663,21.994135,5.367561,12.542388,1
3330,1014,332.9,3.580645,17.106549,5.867648,12.430264,1
3331,1014,333.0,4.882698,26.88172,6.175112,12.402108,1
3332,1014,333.1,4.93695,17.106549,6.67661,12.402108,1
3333,1014,333.2,2.170088,21.994135,6.69162,12.122895,1
3334,1014,333.3,0.0,17.106549,7.050416,12.372827,1
3335,1014,333.4,1.085044,26.88172,7.336671,12.430264,1
3336,1014,333.5,1.356305,21.994135,7.476648,12.402108,1
3337,1014,333.6,0.741447,21.994135,7.218502,12.31964,1
3338,1014,333.7,4.973118,21.994135,6.992921,12.799459,1
3339,1014,333.8,3.20088,21.994135,6.832575,12.429626,1
3340,1014,333.9,1.446725,21.994135,6.478679,12.209048,1
3341,1014,334.0,8.409091,26.88172,6.34869,12.37448,1
3342,1014,334.1,5.859238,26.88172,5.980556,12.402108,1
3343,1014,334.2,6.347507,17.106549,5.596766,12.430264,1
3344,1014,334.3,6.239003,12.218964,4.914515,12.430264,1
3345,1014,334.4,10.398338,17.106549,4.344868,12.154025,1
3346,1014,334.5,6.40176,21.994135,4.157753,12.512787,1
3347,1014,334.6,6.347507,26.88172,4.010353,12.402108,1
3348,1014,334.7,10.307918,12.218964,4.078279,12.402108,1
3349,1014,334.8,9.765396,21.994135,4.381551,12.430264,1
3350,1014,334.9,9.132454,12.218964,5.011265,12.324963,1
3351,1014,335.0,30.435484,21.994135,5.38134,12.292285,1
3352,1014,335.1,7.866569,17.106549,5.649021,12.402108,1
3353,1014,335.2,7.143206,21.994135,5.99691,12.429626,1
3354,1014,335.3,5.786901,26.88172,6.330603,12.82247,1
3355,1014,335.4,0.958456,31.769306,6.974792,12.402108,1
3356,1014,335.5,3.888074,26.88172,7.910418,12.346869,1
3357,1014,335.6,1.085044,26.88172,7.97598,12.430264,1
3358,1014,335.7,0.108504,12.218964,8.018099,12.430264,1
3359,1014,335.8,0.868035,17.106549,7.557051,12.430264,1
3360,1014,335.9,2.260508,17.106549,7.141647,12.713122,1
3361,1014,336.0,5.533724,17.106549,6.881002,12.37448,1
3362,1014,336.1,2.766862,21.994135,6.574938,12.457413,1
3363,1014,336.2,5.877322,21.994135,6.07763,12.430264,1
3364,1014,336.3,7.233627,17.106549,5.71001,12.23364,1
3365,1014,336.4,8.318671,12.218964,5.301735,12.59817,1
3366,1014,336.5,5.479472,21.994135,4.912571,12.236147,1
3367,1014,336.6,9.132454,21.994135,4.50149,12.485091,1
3368,1014,336.7,9.765396,26.88172,4.235171,12.402108,1
3369,1014,336.8,5.859238,17.106549,3.907165,12.402108,1
3370,1014,336.9,9.674976,21.994135,3.732688,12.45914,1
3371,1014,337.0,9.584555,2.443793,3.924247,12.373975,1
3372,1014,337.1,9.674976,17.106549,4.544272,12.429626,1
3373,1014,337.2,8.770772,17.106549,4.913543,12.402108,1
3374,1014,337.3,4.93695,17.106549,5.143937,12.065936,1
3375,1014,337.4,6.871945,26.88172,5.461535,11.677307,1
3376,1014,337.5,6.058162,17.106549,5.849707,12.430264,1
3377,1014,337.6,4.701857,17.106549,6.286298,12.402108,1
3378,1014,337.7,3.164712,21.994135,6.649362,12.402108,1
3379,1014,337.8,1.139296,21.994135,6.850732,12.790059,1
3380,1014,337.9,0.253177,26.88172,7.188656,12.375975,1
3381,1014,338.0,0.868035,26.88172,7.345132,12.430264,1
3382,1014,338.1,1.356305,21.994135,7.476648,12.402108,1
3383,1014,338.2,5.190127,21.994135,7.218502,11.927642,1
3384,1014,338.3,7.468719,21.994135,7.097357,12.402108,1
3385,1014,338.4,5.967742,17.106549,6.679114,12.738174,1
3386,1014,338.5,7.143206,17.106549,6.495618,12.402108,1
3387,1014,338.6,8.589932,17.106549,6.205983,12.679333,1
3388,1014,338.7,6.076246,21.994135,6.013617,12.5405,1
3389,1014,338.8,6.347507,26.88172,5.69409,12.402108,1
3390,1014,338.9,6.239003,21.994135,4.833152,12.430264,1
3391,1014,339.0,2.061584,17.106549,4.358592,12.402108,1
3392,1014,339.1,6.184751,17.106549,3.978657,12.37448,1
3393,1014,339.2,6.293255,21.994135,3.984057,12.429752,1
3394,1014,339.3,6.184751,26.88172,4.142787,12.430264,1
3395,1014,339.4,9.765396,31.769306,4.535853,12.124745,1
3396,1014,339.5,8.770772,12.218964,5.071915,12.429752,1
3397,1014,339.6,8.951613,21.994135,5.435228,12.402108,1
3398,1014,339.7,8.04741,17.106549,5.685693,12.429626,1
3399,1014,339.8,6.962366,26.88172,6.090587,12.567447,1
3400,1014,339.9,6.058162,26.88172,6.528633,13.840961,1
3401,1014,340.0,2.875367,17.106549,7.108455,12.430154,1
3402,1014,340.1,3.345552,26.88172,7.738531,12.12317,1
3403,1014,340.2,1.356305,7.331378,8.205105,12.430264,1
3404,1014,340.3,0.054252,21.994135,7.983464,12.373975,1
3405,1014,340.4,0.813783,17.106549,7.714725,12.402108,1
3406,1014,340.5,1.519062,12.218964,7.189653,12.402108,1
3407,1014,340.6,3.888074,17.106549,6.908719,12.569921,1
3408,1014,340.7,2.929619,2.443793,6.504805,12.487366,1
3409,1014,340.8,5.967742,21.994135,6.186706,12.430264,1
3410,1014,340.9,4.068915,26.88172,5.535824,12.430264,1
3411,1014,341.0,4.774194,12.218964,5.108053,12.512787,1
3412,1014,341.1,5.370968,17.106549,4.961441,12.233233,1
3413,1014,341.2,5.750733,21.994135,4.617281,11.291849,1
3414,1014,341.3,10.036657,21.994135,4.225006,12.429626,1
3415,1014,341.4,5.859238,26.88172,3.843054,12.37448,1
3416,1014,341.5,5.750733,17.106549,3.729487,12.540766,1
3417,1014,341.6,9.765396,17.106549,4.012735,12.402108,1
3418,1014,341.7,9.494135,17.106549,4.409269,12.374604,1
3419,1014,341.8,5.208211,17.106549,4.864682,12.457782,1
3420,1014,341.9,8.22825,17.106549,5.198448,12.402108,1
3421,1014,342.0,4.123167,17.106549,5.582663,12.429626,1
3422,1014,342.1,7.975073,7.331378,5.8595,12.429752,1
3423,1014,342.2,2.821114,21.994135,6.154186,12.430264,1
3424,1014,342.3,1.790323,26.88172,6.568759,12.459876,1
3425,1014,342.4,0.813783,21.994135,6.899723,12.457782,1
3426,1014,342.5,0.108504,21.994135,7.327549,12.071672,1
3427,1014,342.6,0.289345,17.106549,7.414082,12.429626,1
3428,1014,342.7,1.573314,21.994135,7.219164,12.40276,1
3429,1014,342.8,3.978495,41.544477,7.205253,12.596186,1
3430,1014,342.9,2.929619,17.106549,6.950432,12.457782,1
3431,1014,343.0,3.526393,17.106549,6.569849,12.099061,1
3432,1014,343.1,4.340176,17.106549,6.416061,12.401999,1
3433,1014,343.2,9.403715,12.218964,6.576391,12.402108,1
3434,1014,343.3,6.239003,21.994135,6.001688,12.429626,1
3435,1014,343.4,10.579179,7.331378,5.548755,12.402108,1
3436,1014,343.5,10.217498,17.106549,4.736799,12.457782,1
3437,1014,343.6,6.40176,26.88172,4.453473,12.319273,1
3438,1014,343.7,27.740958,21.994135,4.127768,12.429626,1
3439,1014,343.8,11.031281,21.994135,4.190944,12.130164,1
3440,1014,343.9,10.036657,21.994135,4.107462,12.430264,1
3441,1014,344.0,9.765396,12.218964,4.576226,12.263121,1
3442,1014,344.1,9.313294,17.106549,5.15924,12.513088,1
3443,1014,344.2,8.680352,21.994135,5.453656,12.429626,1
3444,1014,344.3,10.76002,12.218964,5.731723,12.402108,1
3445,1014,344.4,6.962366,17.106549,6.028297,12.456575,1
3446,1014,344.5,3.363636,12.218964,6.502969,12.511719,1
3447,1014,344.6,4.521017,21.994135,7.18367,12.37448,1
3448,1014,344.7,2.007331,12.218964,7.806761,12.402108,1
3449,1014,344.8,0.705279,17.106549,8.201319,12.23364,1
3450,1014,344.9,0.0,21.994135,7.948978,12.457782,1
3451,1014,345.0,1.898827,12.218964,7.451044,12.429626,1
3452,1014,345.1,2.170088,12.218964,7.171689,12.429626,1
3453,1014,345.2,3.616813,26.88172,6.852824,12.429626,1
3454,1014,345.3,5.063539,17.106549,6.327961,12.263396,1
3455,1014,345.4,3.960411,17.106549,6.123835,12.347115,1
3456,1014,345.5,7.143206,17.106549,5.482926,12.457782,1
3457,1014,345.6,4.828446,21.994135,5.211757,12.402108,1
3458,1014,345.7,5.208211,21.994135,4.81483,12.679048,1
3459,1014,345.8,5.804985,21.994135,4.624519,12.429626,1
3460,1014,345.9,9.765396,12.218964,4.116177,12.429626,1
3461,1014,346.0,1.880743,21.994135,3.681783,12.346254,1
3462,1014,346.1,5.533724,26.88172,3.583804,12.401999,1
3463,1014,346.2,5.750733,21.994135,3.972648,12.457271,1
3464,1014,346.3,9.313294,21.994135,4.391353,12.457782,1
3465,1014,346.4,5.045455,21.994135,4.922286,12.457782,1
3466,1014,346.5,4.665689,21.994135,5.235081,12.236581,1
3467,1014,346.6,4.014663,12.218964,5.550047,12.401999,1
3468,1014,346.7,3.309384,17.106549,5.833759,12.402108,1
3469,1014,346.8,2.658358,17.106549,6.090979,12.429626,1
3470,1014,346.9,1.681818,12.218964,6.761229,12.345294,1
3471,1014,347.0,1.356305,17.106549,7.037529,12.346347,1
3472,1014,347.1,0.054252,21.994135,7.292255,12.429626,1
3473,1014,347.2,0.813783,12.218964,7.308289,12.429626,1
3474,1014,347.3,1.73607,17.106549,7.267973,12.430264,1
3475,1014,347.4,5.443304,17.106549,7.299785,12.317133,1
3476,1014,347.5,1.030792,31.769306,6.945275,12.317227,1
3477,1014,347.6,6.148583,17.106549,6.702678,12.429626,1
3478,1014,347.7,29.549365,21.994135,6.322673,12.429626,1
3479,1014,347.8,1.916911,21.994135,6.556382,12.403449,1
3480,1014,347.9,6.239003,17.106549,5.898103,12.429626,1
3481,1014,348.0,10.398338,17.106549,5.403491,12.427453,1
3482,1014,348.1,5.967742,21.994135,4.5532,12.402108,1
3483,1014,348.2,6.456012,17.106549,4.415765,12.402108,1
3484,1014,348.3,10.76002,2.443793,4.142211,12.122664,1
3485,1014,348.4,10.669599,17.106549,4.064785,12.458442,1
3486,1014,348.5,10.307918,21.994135,4.24306,12.485426,1
3487,1014,348.6,5.750733,17.106549,4.56211,12.429626,1
3488,1014,348.7,1.808407,12.218964,5.114596,12.457271,1
3489,1014,348.8,26.041056,26.88172,5.398625,12.038215,1
3490,1014,348.9,4.611437,26.88172,5.672232,12.429626,1
3491,1014,349.0,3.960411,26.88172,6.095291,12.429626,1
3492,1014,349.1,5.696481,17.106549,6.612255,12.457782,1
3493,1014,349.2,2.929619,26.88172,7.284388,12.818256,1
3494,1014,349.3,4.177419,21.994135,7.785925,13.126294,1
3495,1014,349.4,0.994624,21.994135,8.129055,12.429626,1
3496,1014,349.5,0.0,17.106549,7.948978,12.429626,1
3497,1014,349.6,0.217009,12.218964,7.478565,12.429626,1
3498,1014,349.7,3.544477,26.88172,7.052788,12.429626,1
3499,1014,349.8,5.569892,12.218964,6.748143,12.457782,1
3500,1014,349.9,7.721896,21.994135,6.481628,12.402108,1
3501,1015,350.0,6.419844,31.769306,6.032259,12.596186,1
3502,1015,350.1,1.428641,17.106549,5.482926,13.488628,1
3503,1015,350.2,18.5,21.994135,5.079916,12.319804,1
3504,1015,350.3,8.951613,17.106549,4.81483,12.457782,1
3505,1015,350.4,9.313294,31.769306,4.431426,12.457782,1
3506,1015,350.5,5.967742,12.218964,4.236299,12.45716,1
3507,1015,350.6,5.859238,17.106549,3.818108,12.429626,1
3508,1015,350.7,5.587977,17.106549,3.641989,12.374387,1
3509,1015,350.8,5.750733,17.106549,4.025217,12.457782,1
3510,1015,350.9,5.533724,21.994135,4.465258,12.457271,1
3511,1015,351.0,8.499511,12.218964,4.919374,12.429626,1
3512,1015,351.1,7.595308,21.994135,5.252847,12.429626,1
3513,1015,351.2,3.960411,21.994135,5.62614,12.319212,1
3514,1015,351.3,5.51564,17.106549,5.962554,12.429626,1
3515,1015,351.4,10.579179,26.88172,6.253532,13.408675,1
3516,1015,351.5,1.627566,17.106549,6.448743,12.484708,1
3517,1015,351.6,1.175464,26.88172,7.032436,12.486785,1
3518,1015,351.7,0.162757,12.218964,7.292582,12.402108,1
3519,1015,351.8,1.175464,17.106549,7.442061,12.485426,1
3520,1015,351.9,2.71261,26.88172,7.326571,12.429626,1
3521,1015,352.0,2.441349,21.994135,7.246247,12.429626,1
3522,1015,352.1,5.42522,26.88172,6.941834,12.430264,1
3523,1015,352.2,1.247801,21.994135,6.617672,12.37448,1
3524,1015,352.3,4.44868,21.994135,6.32154,12.429626,1
3525,1015,352.4,12.785435,7.331378,6.433166,12.51261,1
3526,1015,352.5,6.347507,17.106549,5.995715,12.124288,1
3527,1015,352.6,6.347507,21.994135,5.548755,12.429626,1
3528,1015,352.7,6.184751,17.106549,4.706443,12.261664,1
3529,1015,352.8,10.398338,17.106549,4.316184,12.429626,1
3530,1015,352.9,10.488759,17.106549,4.034109,12.429626,1
3531,1015,353.0,15.064027,21.994135,4.095814,12.51296,1
3532,1015,353.1,10.488759,12.218964,4.280615,12.429626,1
3533,1015,353.2,9.674976,21.994135,4.568912,12.429626,1
3534,1015,353.3,5.316716,17.106549,5.016982,12.429626,1
3535,1015,353.4,5.316716,12.218964,5.386665,12.540305,1
3536,1015,353.5,4.774194,21.994135,5.696606,12.290272,1
3537,1015,353.6,6.510264,21.994135,5.986544,11.374318,1
3538,1015,353.7,5.51564,31.769306,6.524606,12.402108,1
3539,1015,353.8,0.922287,17.106549,7.225448,12.429626,1
3540,1015,353.9,2.007331,21.994135,8.011541,12.457782,1
3541,1015,354.0,1.537146,21.994135,8.071548,12.429626,1
3542,1015,354.1,0.054252,12.218964,7.983763,12.429626,1
3543,1015,354.2,1.537146,21.994135,7.387614,12.429626,1
3544,1015,354.3,2.441349,26.88172,7.150673,12.346792,1
3545,1015,354.4,0.687195,12.218964,6.635696,12.595978,1
3546,1015,354.5,5.3348,7.331378,6.524606,12.429626,1
3547,1015,354.6,6.419844,21.994135,6.032259,12.373383,1
3548,1015,354.7,10.633431,21.994135,5.601459,12.600506,1
3549,1015,354.8,8.589932,21.994135,5.124395,12.263636,1
3550,1015,354.9,5.099707,17.106549,4.522668,12.484932,1
3551,1015,355.0,5.696481,21.994135,4.487671,12.429626,1
3552,1015,355.1,5.967742,21.994135,4.207442,12.429626,1
3553,1015,355.2,5.804985,21.994135,3.789849,12.458442,1
3554,1015,355.3,9.765396,26.88172,3.807457,12.345864,1
3555,1015,355.4,9.584555,17.106549,4.025217,12.429626,1
3556,1015,355.5,9.313294,21.994135,4.555822,12.429626,1
3557,1015,355.6,8.499511,17.106549,4.919374,12.039288,1
3558,1015,355.7,7.685728,12.218964,5.130452,12.429626,1
3559,1015,355.8,9.367546,21.994135,5.611259,13.19861,1
3560,1015,355.9,5.877322,21.994135,6.013617,12.429626,1
3561,1015,356.0,2.549853,12.218964,6.27146,12.429626,1
3562,1015,356.1,3.074291,21.994135,6.473145,12.039464,1
3563,1015,356.2,1.085044,17.106549,6.926676,12.178648,1
3564,1015,356.3,0.217009,21.994135,7.327549,12.402108,1
3565,1015,356.4,2.278592,21.994135,7.350334,12.429626,1
3566,1015,356.5,0.470186,12.218964,7.308943,12.595748,1
3567,1015,356.6,13.526882,21.994135,7.137632,12.457782,1
3568,1015,356.7,3.20088,12.218964,6.832575,12.401493,1
3569,1015,356.8,3.906158,21.994135,6.623084,12.429626,1
3570,1015,356.9,7.776149,12.218964,6.322673,12.401999,1
3571,1015,357.0,16.926686,17.106549,6.345679,12.429626,1
3572,1015,357.1,10.127077,12.218964,5.855421,13.013983,1
3573,1015,357.2,10.669599,21.994135,5.502931,12.402108,1
3574,1015,357.3,10.76002,17.106549,4.724174,12.401999,1
3575,1015,357.4,2.0435,17.106549,4.282289,12.373975,1
3576,1015,357.5,10.307918,26.88172,3.954567,12.429626,1
3577,1015,357.6,6.293255,21.994135,4.022842,12.429626,1
3578,1015,357.7,10.036657,26.88172,4.134129,12.457782,1
3579,1015,357.8,13.544966,17.106549,4.61055,12.429626,1
3580,1015,357.9,8.951613,12.218964,5.014601,12.429626,1
3581,1015,358.0,5.208211,17.106549,5.509005,12.291648,1
3582,1015,358.1,1.55523,17.106549,5.83867,12.540305,1
3583,1015,358.2,6.600684,17.106549,6.095291,12.45716,1
3584,1015,358.3,3.146628,21.994135,6.591267,11.788788,1
3585,1015,358.4,2.441349,21.994135,7.043637,12.402108,1
3586,1015,358.5,3.255132,17.106549,7.972085,12.319212,1
3587,1015,358.6,0.705279,17.106549,8.063257,12.429626,1
3588,1015,358.7,0.162757,26.88172,7.91555,12.429626,1
3589,1015,358.8,0.705279,21.994135,7.377259,12.654851,1
3590,1015,358.9,2.441349,21.994135,7.013728,12.429626,1
3591,1015,359.0,2.332845,21.994135,6.773936,12.429626,1
3592,1015,359.1,5.3348,21.994135,6.459107,12.234315,1
3593,1015,359.2,6.781525,21.994135,6.090587,11.91182,1
3594,1015,359.3,4.340176,17.106549,5.411442,11.989412,1
3595,1015,359.4,8.409091,12.218964,5.079916,12.429626,1
3596,1015,359.5,5.642229,17.106549,4.963848,12.51296,1
3597,1015,359.6,9.765396,2.443793,4.477012,12.540428,1
3598,1015,359.7,9.765396,17.106549,4.088809,12.429626,1
3599,1015,359.8,1.898827,21.994135,3.699905,12.457782,1
3600,1015,359.9,9.403715,17.106549,3.670736,12.429626,1
3601,1015,360.0,9.584555,17.106549,4.081792,12.457271,1
3602,1015,360.1,9.222874,21.994135,4.550051,12.485426,1
3603,1015,360.2,8.22825,26.88172,4.876943,12.485426,1
3604,1015,360.3,4.285924,12.218964,5.187407,12.209048,1
3605,1015,360.4,4.231672,21.994135,5.676442,12.374387,1
3606,1015,360.5,3.20088,17.106549,5.808726,12.429626,1
3607,1015,360.6,4.068915,12.218964,6.320406,12.457782,1
3608,1015,360.7,1.627566,26.88172,6.721541,12.429626,1
3609,1015,360.8,1.519062,17.106549,7.064633,12.484932,1
3610,1015,360.9,0.813783,17.106549,7.159354,12.261159,1
3611,1015,361.0,1.989247,12.218964,7.293892,10.745775,1
3612,1015,361.1,2.350929,17.106549,7.446233,12.429626,1
3613,1015,361.2,3.797654,17.106549,7.055835,12.429626,1
3614,1015,361.3,1.06696,17.106549,7.031077,12.679048,1
3615,1015,361.4,8.987781,21.994135,6.578207,12.429626,1
3616,1015,361.5,8.318671,21.994135,6.481996,12.457271,1
3617,1015,361.6,9.494135,21.994135,6.279834,12.429626,1
3618,1015,361.7,10.036657,21.994135,5.7546,12.457271,1
3619,1015,361.8,6.021994,12.218964,5.114596,12.429626,1
3620,1015,361.9,6.130499,26.88172,4.510503,12.484932,1
3621,1015,362.0,10.85044,21.994135,4.434659,12.009873,1
3622,1015,362.1,6.564516,17.106549,4.171519,12.402108,1
3623,1015,362.2,2.115836,21.994135,4.051835,12.628009,1
3624,1015,362.3,14.177908,21.994135,4.236299,12.484932,1
3625,1015,362.4,9.584555,26.88172,4.779474,12.429626,1
3626,1015,362.5,9.222874,21.994135,5.161091,12.429626,1
3627,1015,362.6,5.099707,17.106549,5.468092,12.457271,1
3628,1015,362.7,4.719941,12.218964,5.945703,12.429626,1
3629,1015,362.8,6.781525,21.994135,6.24971,12.209048,1
3630,1015,362.9,3.417889,26.88172,6.743186,12.429626,1
3631,1015,363.0,4.068915,21.994135,7.17868,12.151173,1
3632,1015,363.1,1.681818,17.106549,7.981967,12.457271,1
3633,1015,363.2,0.596774,12.218964,8.129055,12.768174,1
3634,1015,363.3,0.054252,21.994135,7.845222,12.401999,1
3635,1015,363.4,2.025415,21.994135,7.350334,12.457271,1
3636,1015,363.5,2.441349,17.106549,6.876835,12.457271,1
3637,1015,363.6,4.340176,21.994135,6.580749,12.429626,1
3638,1015,363.7,5.42522,17.106549,6.372351,12.569921,1
3639,1015,363.8,3.743402,21.994135,5.877817,12.429626,1
3640,1015,363.9,7.324047,12.218964,5.399953,12.457271,1
3641,1015,364.0,8.409091,26.88172,5.079916,12.429626,1
3642,1015,364.1,9.132454,17.106549,4.81731,12.429626,1
3643,1015,364.2,9.403715,26.88172,4.361331,12.595603,1
3644,1015,364.3,13.1652,12.218964,3.908388,12.374387,1
3645,1015,364.4,5.696481,31.769306,3.68308,12.429626,1
3646,1015,364.5,5.750733,7.331378,3.749928,12.457271,1
3647,1015,364.6,9.855816,17.106549,4.190374,12.345294,1
3648,1015,364.7,9.222874,21.994135,4.59342,12.457271,1
3649,1015,364.8,8.499511,12.218964,5.023168,12.429138,1
3650,1015,364.9,4.44868,17.106549,5.330494,12.429626,1
3651,1015,365.0,3.960411,26.88172,5.687793,12.429626,1
3652,1015,365.1,5.063539,12.218964,5.805024,12.430404,1
3653,1015,365.2,2.387097,17.106549,6.412337,12.653363,1
3654,1015,365.3,2.531769,26.88172,6.71087,12.429626,1
3655,1015,365.4,1.392473,26.88172,7.028018,12.209048,1
3656,1015,365.5,0.994624,26.88172,7.30044,12.429626,1
3657,1015,365.6,1.989247,21.994135,7.293892,12.374604,1
3658,1015,365.7,1.681818,26.88172,7.365593,12.568687,1
3659,1015,365.8,2.387097,21.994135,7.137632,12.457782,1
3660,1015,365.9,3.146628,26.88172,6.855612,12.208433,1
3661,1015,366.0,9.240958,21.994135,6.539966,12.429626,1
3662,1015,366.1,4.882698,17.106549,6.327583,12.373383,1
3663,1015,366.2,5.91349,17.106549,6.359968,12.429626,1
3664,1015,366.3,10.036657,17.106549,5.702893,12.429626,1
3665,1015,366.4,10.217498,26.88172,5.075682,12.457782,1
3666,1015,366.5,10.036657,17.106549,4.487671,12.429626,1
3667,1015,366.6,6.40176,26.88172,4.320056,12.623497,1
3668,1015,366.7,10.76002,17.106549,4.11095,12.457271,1
3669,1015,366.8,10.94086,21.994135,4.236299,12.596889,1
3670,1015,366.9,6.021994,12.218964,4.250373,12.429626,1
3671,1015,367.0,9.403715,21.994135,4.819293,12.429626,1
3672,1015,367.1,8.951613,17.106549,5.117398,12.429626,1
3673,1015,367.2,5.045455,21.994135,5.47595,12.429626,1
3674,1015,367.3,11.013196,26.88172,5.826383,12.42794,1
3675,1015,367.4,6.419844,17.106549,6.321918,12.180914,1
3676,1015,367.5,5.42522,17.106549,6.678041,12.429626,1
3677,1015,367.6,2.604106,17.106549,7.504712,12.623497,1
3678,1015,367.7,3.544477,17.106549,7.866204,12.373508,1
3679,1015,367.8,0.632942,21.994135,8.055254,12.457271,1
3680,1015,367.9,0.054252,12.218964,7.776101,12.401493,1
3681,1015,368.0,1.537146,17.106549,7.387614,12.429626,1
3682,1015,368.1,1.73607,21.994135,7.005549,12.429626,1
3683,1015,368.2,2.658358,21.994135,6.689835,12.51296,1
3684,1015,368.3,3.309384,21.994135,6.156515,12.626443,1
3685,1015,368.4,6.510264,7.331378,5.889997,12.429626,1
3686,1015,368.5,1.482893,21.994135,5.388882,12.429626,1
3687,1015,368.6,5.208211,17.106549,5.120664,12.429626,1
3688,1015,368.7,5.370968,21.994135,4.672823,12.513494,1
3689,1015,368.8,5.750733,7.331378,4.41901,12.622703,1
3690,1015,368.9,9.494135,31.769306,3.927898,12.429626,1
3691,1015,369.0,5.642229,17.106549,3.634767,12.401999,1
3692,1015,369.1,5.750733,21.994135,3.789849,12.457271,1
3693,1015,369.2,5.750733,12.218964,4.142211,12.457271,1
3694,1015,369.3,9.132454,21.994135,4.588737,12.485426,1
3695,1015,369.4,8.589932,21.994135,5.124395,12.457271,1
3696,1015,369.5,7.052786,21.994135,5.198448,12.374387,1
3697,1015,369.6,3.851906,26.88172,5.78152,12.429626,1
3698,1015,369.7,9.602639,12.218964,6.002882,12.429626,1
3699,1015,369.8,2.278592,17.106549,6.395924,12.484804,1
3700,1015,369.9,1.464809,17.106549,6.739996,12.51501,1
3701,1015,370.0,0.994624,17.106549,7.166024,12.457271,1
3702,1015,370.1,0.434018,21.994135,7.330808,12.457271,1
3703,1015,370.2,1.030792,17.106549,7.387614,12.457271,1
3704,1015,370.3,0.614858,12.218964,7.210224,12.513605,1
3705,1015,370.4,4.430596,21.994135,7.141982,12.655528,1
3706,1015,370.5,5.3348,21.994135,6.832575,12.374387,1
3707,1015,370.6,4.014663,12.218964,6.52131,12.429626,1
3708,1015,370.7,4.882698,17.106549,6.388076,12.51261,1
3709,1015,370.8,9.855816,12.218964,6.359968,12.345864,1
3710,1015,370.9,10.398338,17.106549,5.74546,12.485426,1
3711,1015,371.0,6.239003,17.106549,5.084616,12.401619,1
3712,1015,371.1,6.347507,31.769306,4.529529,12.457271,1
3713,1015,371.2,6.347507,21.994135,4.252059,12.457271,1
3714,1015,371.3,10.94086,21.994135,4.158902,12.457271,1
3715,1015,371.4,6.293255,26.88172,4.060081,12.710705,1
3716,1015,371.5,6.076246,26.88172,4.296769,12.485426,1
