sample_id,profile_id,time_index,vehicle_speed_m_s,acceleration_m_s2,slope_rad,motor_speed_rpm,motor_torque_nm,motor_efficiency,drivetrain_efficiency,is_allowed
3372,1,1667582751,3.494444,1.120833,-0.057571,1471.032561,78.752434,0.918489,0.855297,0
3373,1,1667582753,5.736111,0.579167,-0.046147,2414.691763,62.496152,0.927889,0.864051,0
3374,1,1667582755,6.894444,1.154167,0.017673,2902.307485,54.439437,0.925844,0.862146,0
3375,1,1667582757,9.202778,1.086111,0.0,3874.030902,54.955767,0.930412,0.866399,0
3376,1,1667582758,10.288889,1.008333,-0.026506,4331.243725,57.223612,0.932966,0.868778,0
3377,1,1667582759,11.297222,0.465278,-0.072033,4755.714965,54.986785,0.922175,0.858729,0
3378,1,1667582761,12.227778,0.416667,-0.081099,5147.444621,48.52866,0.895954,0.834312,0
3379,1,1667582763,13.061111,0.113889,-0.035582,5498.247299,44.234896,0.864618,0.805132,0
3380,1,1667582764,13.175,1.527778,0.0,5546.190331,49.635189,0.873314,0.81323,0
3381,1,1667582765,14.702778,0.733333,-0.030603,6189.328573,37.256795,0.783784,0.729859,0
3382,1,1667582767,16.169444,0.426389,0.0,6806.741286,14.689516,0.514523,0.479124,0
3383,1,1667582769,17.022222,0.072222,-0.008488,7165.729359,-7.189918,1.0,0.9312,1
3384,1,1667582771,17.166667,-0.030556,0.0,7226.535157,-18.458724,1.0,0.9312,1
3385,1,1667582772,17.136111,-0.406944,0.039326,7213.672392,-64.239912,1.0,0.9312,1
3386,1,1667582774,16.322222,-0.676389,-0.015439,6871.05511,-47.861959,1.0,0.9312,1
3387,1,1667582776,14.969444,-0.502778,0.0,6301.58543,-45.770797,1.0,0.9312,1
3388,1,1667582777,14.466667,-0.258333,-0.020051,6089.934481,-18.998256,1.0,0.9312,1
3389,1,1667582778,14.208333,-0.127778,0.0,5981.185651,-22.790856,1.0,0.9312,1
3390,1,1667582779,14.080556,0.465278,-0.023587,5927.395908,20.535395,0.701083,0.652849,0
3391,1,1667582781,15.011111,0.886111,-0.08231,6319.125564,43.266772,0.796276,0.741492,0
3392,1,1667582782,15.897222,0.363889,-0.04194,6692.145745,32.365349,0.709947,0.661102,0
3393,1,1667582783,16.261111,0.298611,-0.035718,6845.32958,7.349129,0.342763,0.319181,0
3394,1,1667582785,16.858333,-0.222222,0.0,7096.738166,-29.843832,1.0,0.9312,1
3395,1,1667582786,16.636111,-0.468056,0.018895,7003.190785,-55.649802,1.0,0.9312,1
3396,1,1667582788,15.7,0.191667,0.0,6609.122444,-4.263054,1.0,0.9312,1
3397,1,1667582789,15.891667,0.081944,0.005955,6689.80706,-14.479984,1.0,0.9312,1
3398,1,1667582791,16.055556,-0.422222,0.0,6758.798253,-41.468736,1.0,0.9312,1
3399,1,1667582792,15.633333,0.005556,0.012691,6581.05823,-22.910505,1.0,0.9312,1
3400,1,1667582793,15.638889,-1.129167,0.0,6583.396914,-83.881983,1.0,0.9312,1
3401,1,1667582795,13.380556,-0.534722,-0.027785,5632.721658,-30.619274,1.0,0.9312,1
3402,1,1667582797,12.311111,-0.505556,-0.060354,5182.524889,-9.265676,1.0,0.9312,1
3403,1,1667582798,11.805556,-0.205556,-0.077537,4969.704598,-2.659512,1.0,0.9312,1
3404,1,1667582799,11.6,-1.147222,0.0,4883.173271,-83.156508,1.0,0.9312,1
3405,1,1667582801,9.305556,-0.641667,0.0,3917.296565,-51.878846,1.0,0.9312,1
3406,1,1667582802,8.663889,-1.213889,0.0,3647.178504,-86.195542,1.0,0.9312,1
3407,1,1667582803,7.45,-0.373611,0.046147,3136.175937,-62.305112,1.0,0.9312,1
3408,1,1667582805,6.702778,-0.019444,0.058394,2821.622869,-47.954776,1.0,0.9312,1
3409,1,1667582806,6.683333,1.119444,0.105198,2813.437474,-6.644434,1.0,0.9312,1
3410,1,1667582807,7.802778,2.066667,0.114305,3284.682404,7.869035,0.686685,0.639441,0
3411,1,1667582809,11.936111,0.731944,0.054028,5024.663684,-1.692881,1.0,0.9312,1
3412,1,1667582811,13.4,0.122222,-0.060357,5640.907054,2.269635,0.237117,0.220803,0
3413,1,1667582813,13.644444,0.3125,0.024847,5743.809173,-10.582019,1.0,0.9312,1
3414,1,1667582815,14.269444,0.35,-0.046827,6006.911181,24.160337,0.72443,0.674589,0
3415,1,1667582816,14.619444,0.327778,-0.098517,6154.248306,46.280098,0.819792,0.763391,0
3416,1,1667582818,15.275,0.038889,-0.116215,6430.213079,52.882766,0.817273,0.761044,0
3417,1,1667582819,15.313889,0.125,-0.119924,6446.58387,48.299,0.802755,0.747526,0
3418,1,1667582820,15.438889,0.054167,-0.085629,6499.204272,28.781222,0.705549,0.657007,0
3419,1,1667582822,15.547222,0.043056,-0.021868,6544.80862,-0.290271,1.0,0.9312,1
3420,1,1667582824,15.633333,0.561111,-0.037569,6581.05823,18.241198,0.594267,0.553382,0
3421,1,1667582826,16.755556,0.144444,-0.044601,7053.472502,23.091027,0.59815,0.556997,0
3422,1,1667582827,16.9,0.35,-0.044601,7114.2783,23.728407,0.598393,0.557224,0
3423,1,1667582828,17.25,0.436111,-0.022811,7261.615424,17.320686,0.506072,0.471254,0
3424,1,1667582829,17.686111,0.330556,0.0,7445.202159,6.537447,0.264661,0.246453,0
3425,1,1667582830,18.016667,0.008333,-0.022811,7584.353888,-3.196097,1.0,0.9312,1
3426,1,1667582831,18.025,0.088889,-0.023429,7587.861914,-6.533694,1.0,0.9312,1
3427,1,1667582832,18.113889,-0.7,-0.026015,7625.280867,-44.085118,1.0,0.9312,1
3428,1,1667582834,16.713889,-0.588889,-0.009494,7035.932368,-46.294161,1.0,0.9312,1
3429,1,1667582836,15.536111,-1.05,0.025312,6540.131251,-93.928229,1.0,0.9312,1
3430,1,1667582837,14.486111,-0.951389,0.03441,6098.119877,-92.804346,1.0,0.9312,1
3431,1,1667582839,12.583333,-1.244444,0.022434,5297.12043,-102.594436,1.0,0.9312,1
3432,1,1667582841,10.094444,-1.227778,0.0,4249.389767,-87.475627,1.0,0.9312,1
3433,1,1667582843,7.638889,-2.083333,0.0,3215.69121,-138.350272,1.0,0.9312,1
3434,1,1667582844,5.555556,-1.588889,0.0,2338.684517,-108.080358,1.0,0.9312,1
3435,1,1667582845,3.966667,-0.191667,0.0,1669.820745,-23.57384,1.0,0.9312,1
3436,1,1667582846,3.775,0.725,0.0,1589.136129,-1.373222,1.0,0.9312,1
3437,1,1667582847,4.5,0.311111,0.04634,1894.334459,-20.545881,1.0,0.9312,1
3438,1,1667582848,4.811111,0.55,0.0,2025.300791,-0.272612,1.0,0.9312,1
3439,1,1667582849,5.361111,0.772222,0.035096,2256.830559,0.32269,0.080356,0.074827,0
3440,1,1667582850,6.133333,0.316667,0.033461,2581.907706,-12.938907,1.0,0.9312,1
3441,1,1667582851,6.45,0.383333,0.0,2715.212724,11.826409,0.763267,0.710755,0
3442,1,1667582853,7.216667,1.119444,0.016192,3037.951187,33.193292,0.895735,0.834109,0
3443,1,1667582855,9.455556,0.8,-0.009485,3980.441047,47.810107,0.92362,0.860075,0
3444,1,1667582857,11.055556,0.947222,-0.048069,4653.982188,59.982592,0.929778,0.865809,0
3445,1,1667582858,12.002778,0.645833,-0.081765,5052.727898,58.724024,0.914553,0.851632,0
3446,1,1667582860,13.294444,0.486111,-0.062827,5596.472048,42.22715,0.852045,0.793424,0
3447,1,1667582862,14.266667,0.384722,0.006789,6005.741839,23.092879,0.715592,0.666359,0
3448,1,1667582864,15.036111,0.238889,-0.018491,6329.649644,18.686728,0.63045,0.587075,0
3449,1,1667582865,15.275,0.308333,-0.040146,6430.213079,22.596739,0.661512,0.616,0
3450,1,1667582866,15.583333,0.108333,-0.067705,6560.010069,22.268129,0.643376,0.599111,0
3451,1,1667582867,15.691667,0.175,-0.046833,6605.614417,11.022538,0.466969,0.434842,0
3452,1,1667582868,15.866667,0.097222,0.0,6679.28298,-10.045122,1.0,0.9312,1
3453,1,1667582869,15.963889,-0.088889,0.035896,6720.209959,-42.407132,1.0,0.9312,1
3454,1,1667582870,15.875,-0.356944,0.032261,6682.791006,-56.391231,1.0,0.9312,1
3455,1,1667582872,15.161111,-0.097222,0.0,6382.270046,-21.409725,1.0,0.9312,1
3456,1,1667582873,15.063889,-0.841667,-0.052364,6341.343067,-35.47169,1.0,0.9312,1
3457,1,1667582875,13.380556,-1.455556,-0.024677,5632.721658,-87.976249,1.0,0.9312,1
3458,1,1667582876,11.925,-1.956944,-0.010603,5019.986315,-125.878086,1.0,0.9312,1
3459,1,1667582878,8.011111,-1.611111,0.033461,3372.383073,-129.628378,1.0,0.9312,1
3460,1,1667582879,6.4,-0.580556,0.033461,2694.164563,-67.099664,1.0,0.9312,1
3461,1,1667582880,5.819444,-0.125,0.050168,2449.772031,-49.314961,1.0,0.9312,1
3462,1,1667582881,5.694444,0.504167,0.0,2397.15163,9.15606,0.712368,0.663357,0
3463,1,1667582883,6.702778,0.216667,-0.087962,2821.622869,60.684875,0.929863,0.865889,0
3464,1,1667582885,7.136111,1.711111,-0.113926,3004.040262,88.91518,0.941411,0.876642,0
3465,1,1667582886,8.847222,0.983333,-0.06715,3724.355093,56.610955,0.931263,0.867192,0
3466,1,1667582887,9.830556,0.241667,0.02001,4138.302252,-10.535738,1.0,0.9312,1
3467,1,1667582889,10.313889,-0.236111,0.0,4341.767805,-27.748783,1.0,0.9312,1
3468,1,1667582890,10.077778,-0.652778,0.02954,4242.373713,-70.152101,1.0,0.9312,1
3469,1,1667582891,9.425,-2.094444,0.0,3967.578283,-139.522929,1.0,0.9312,1
3470,1,1667582892,7.330556,-1.125,0.028946,3085.89422,-97.491274,1.0,0.9312,1
3471,1,1667582893,6.205556,-0.619444,0.038204,2612.310605,-72.18824,1.0,0.9312,1
3472,1,1667582894,5.586111,0.030556,-0.031202,2351.547282,-4.688788,1.0,0.9312,1
3473,1,1667582895,5.616667,0.919444,0.0,2364.410046,21.437056,0.848793,0.790396,0
3474,1,1667582897,7.455556,0.938889,0.016106,3138.514621,30.098347,0.887887,0.8268,0
3475,1,1667582899,9.333333,0.425,-0.028811,3928.989988,28.279914,0.884741,0.823871,0
3476,1,1667582900,9.758333,0.797222,-0.017934,4107.899354,10.828738,0.753302,0.701475,0
3477,1,1667582901,10.555556,-0.297222,0.0,4443.500582,-31.517153,1.0,0.9312,1
3478,1,1667582902,10.258333,-0.177778,-0.019546,4318.38096,-12.721479,1.0,0.9312,1
3479,1,1667582904,9.902778,0.754167,0.0,4168.705151,16.421595,0.821431,0.764917,0
3480,1,1667582906,11.411111,0.833333,0.0,4803.657997,31.937268,0.877912,0.817511,0
3481,1,1667582907,12.244444,1.125,0.0,5154.460675,32.888803,0.857223,0.798246,0
3482,1,1667582908,13.369444,0.552778,0.0,5628.044289,15.909949,0.686208,0.638997,0
3483,1,1667582909,13.922222,0.122222,0.0,5860.743399,-7.58232,1.0,0.9312,1
3484,1,1667582910,14.044444,0.916667,-0.033691,5912.194458,33.062224,0.790525,0.736137,0
3485,1,1667582911,14.961111,0.888889,-0.047611,6298.077403,45.72094,0.806434,0.750951,0
3486,1,1667582912,15.85,0.808333,-0.03913,6672.266926,26.365057,0.668742,0.622733,0
3487,1,1667582913,16.658333,0.151389,0.020289,7012.545523,-19.126041,1.0,0.9312,1
3488,1,1667582915,16.961111,-0.477778,0.0,7140.003829,-45.311978,1.0,0.9312,1
3489,1,1667582916,16.483333,-0.705556,-0.034634,6938.876961,-38.423188,1.0,0.9312,1
3490,1,1667582918,15.072222,-1.027778,0.0,6344.851094,-77.480909,1.0,0.9312,1
3491,1,1667582919,14.044444,-1.033333,0.0,5912.194458,-77.322419,1.0,0.9312,1
3492,1,1667582920,13.011111,-1.869444,0.0,5477.199138,-127.281564,1.0,0.9312,1
3493,1,1667582921,11.141667,-1.866667,0.0,4690.231798,-126.369437,1.0,0.9312,1
3494,1,1667582922,9.275,-2.819444,0.0,3904.433801,-183.196511,1.0,0.9312,1
3495,1,1667582923,6.455556,-2.15,-0.061723,2717.551408,-105.814283,1.0,0.9312,1
3496,1,1667582925,2.155556,-1.077778,0.0,907.409592,-76.826344,1.0,0.9312,1
3497,1,1667582927,0.0,0.0,0.0,0.0,-12.804391,1.0,0.9312,1
3498,1,1667582928,0.0,0.0,0.0,0.0,-2.134065,1.0,0.9312,1
3499,1,1667582930,0.0,0.0,0.0,0.0,-0.355678,1.0,0.9312,1
3500,1,1667582932,0.0,0.0,0.0,0.0,-0.05928,1.0,0.9312,1
3501,1,1667582933,0.0,0.0,0.0,0.0,-0.00988,1.0,0.9312,1
3502,1,1667582934,0.0,0.0,0.0,0.0,-0.001647,1.0,0.9312,1
3503,1,1667582936,0.0,0.0,0.0,0.0,-0.000274,1.0,0.9312,1
3504,1,1667582937,0.0,0.0,0.0,0.0,-4.6e-05,1.0,0.9312,1
3505,1,1667582939,0.0,0.0,0.0,0.0,-8e-06,1.0,0.9312,1
3506,1,1667582940,0.0,0.0,0.0,0.0,-1e-06,1.0,0.9312,1
3507,1,1667582941,0.0,0.0,0.0,0.0,-0.0,1.0,0.9312,1
3508,1,1667582943,0.0,0.0,0.0,0.0,-0.0,1.0,0.9312,1
3509,1,1667582945,0.0,0.0,0.0,0.0,-0.0,1.0,0.9312,1
3510,1,1667582946,0.0,0.0,0.0,0.0,-0.0,1.0,0.9312,1
3511,1,1667582948,0.0,0.0,0.0,0.0,-0.0,1.0,0.9312,1
3512,1,1667582950,0.0,0.0,0.0,0.0,3.21202,1.0,0.9312,1
3513,1,1667582952,0.0,0.55,0.0,0.0,-2.868402,1.0,0.9312,1
3514,1,1667582953,0.55,-0.55,0.0,231.529767,-44.928004,1.0,0.9312,1
3515,1,1667582954,0.0,0.0,0.0,0.0,-7.488001,1.0,0.9312,1
3516,1,1667582955,0.0,0.0,0.0,0.0,-1.248,1.0,0.9312,1
3517,1,1667582957,0.0,0.0,0.0,0.0,-0.208,1.0,0.9312,1
3518,1,1667582958,0.0,0.0,0.0,0.0,-0.034667,1.0,0.9312,1
3519,1,1667582960,0.0,0.0,0.0,0.0,-0.005778,1.0,0.9312,1
3520,1,1667582961,0.0,0.0,0.0,0.0,21.389216,1.0,0.9312,1
3521,1,1667582962,0.0,0.658333,0.0,0.0,59.855677,1.0,0.9312,1
3522,1,1667582964,1.316667,2.216667,-0.086646,554.26823,83.846572,0.855577,0.796713,0
3523,1,1667582965,3.533333,0.715278,-0.029914,1487.403353,45.548193,0.902689,0.840584,0
3524,1,1667582967,4.963889,0.177778,0.019697,2089.614616,-13.016879,1.0,0.9312,1
3525,1,1667582969,5.319444,0.259722,0.01749,2239.290425,-6.839541,1.0,0.9312,1
3526,1,1667582971,5.838889,0.881944,0.059365,2457.957427,0.433708,0.105877,0.098592,0
3527,1,1667582973,7.602778,0.9625,0.077059,3200.489761,4.455317,0.553926,0.515816,0
3528,1,1667582975,9.527778,0.156944,-0.043703,4010.843946,3.594504,0.504341,0.469642,0
3529,1,1667582977,9.841667,-0.355556,-0.042998,4142.979621,-9.517136,1.0,0.9312,1
3530,1,1667582978,9.486111,-0.725,-0.02954,3993.303812,-39.59343,1.0,0.9312,1
3531,1,1667582979,8.761111,-0.35,-0.021509,3688.105483,-21.483356,1.0,0.9312,1
3532,1,1667582980,8.411111,-0.180556,0.0,3540.768358,-23.811028,1.0,0.9312,1
3533,1,1667582981,8.230556,-0.027778,-0.017103,3464.761111,-4.493666,1.0,0.9312,1
3534,1,1667582983,8.175,-0.095833,0.0,3441.374266,-18.637422,1.0,0.9312,1
3535,1,1667582985,7.983333,-0.272222,0.0,3360.68965,-29.223167,1.0,0.9312,1
3536,1,1667582986,7.711111,-0.388889,0.0,3246.094109,-36.188087,1.0,0.9312,1
3537,1,1667582988,6.933333,-0.347222,0.0,2918.678277,-33.487615,1.0,0.9312,1
3538,1,1667582990,6.238889,0.733333,0.018978,2626.342712,-2.776764,1.0,0.9312,1
3539,1,1667582992,7.705556,-0.069444,0.0,3243.755425,-16.923144,1.0,0.9312,1
3540,1,1667582994,7.566667,-1.188889,0.0,3185.288312,-84.394276,1.0,0.9312,1
3541,1,1667582995,6.377778,-1.283333,0.0,2684.809825,-89.816182,1.0,0.9312,1
3542,1,1667582997,3.811111,-0.563889,0.0,1604.337578,-46.000089,1.0,0.9312,1
3543,1,1667582998,3.247222,-0.036111,0.0,1366.9611,-14.107749,1.0,0.9312,1
3544,1,1667583000,3.175,0.411111,-0.027732,1336.558201,6.071426,0.604664,0.563063,0
3545,1,1667583002,3.997222,0.127778,-0.0441,1682.68351,3.57794,0.483273,0.450023,0
3546,1,1667583003,4.125,-0.502778,-0.0441,1736.473254,-16.430158,1.0,0.9312,1
3547,1,1667583004,3.622222,-0.9875,0.0,1524.822305,-71.522051,1.0,0.9312,1
3548,1,1667583006,1.647222,-0.823611,0.0,693.419959,-61.467395,1.0,0.9312,1
3549,1,1667583008,0.0,0.0,0.0,0.0,-10.244566,1.0,0.9312,1
3550,1,1667583009,0.0,0.0,0.0,0.0,-1.707428,1.0,0.9312,1
3551,1,1667583010,0.0,0.0,0.0,0.0,-0.284571,1.0,0.9312,1
3552,1,1667583011,0.0,0.0,0.0,0.0,39.697085,1.0,0.9312,1
3553,1,1667583013,0.0,2.456944,-0.033795,0.0,69.777086,1.0,0.9312,1
3554,1,1667583015,4.913889,0.744444,0.0,2068.566455,36.390174,0.896589,0.834904,0
3555,1,1667583016,5.658333,-0.025,0.0,2381.95018,-13.791818,1.0,0.9312,1
3556,1,1667583017,5.633333,-0.369444,-0.0441,2371.4261,-8.632457,1.0,0.9312,1
3557,1,1667583018,5.263889,-0.936111,0.0,2215.90358,-68.66371,1.0,0.9312,1
3558,1,1667583019,4.327778,-1.183333,0.0,1821.835239,-83.423935,1.0,0.9312,1
3559,1,1667583020,3.144444,-0.902778,0.0,1323.695436,-66.359712,1.0,0.9312,1
3560,1,1667583021,2.241667,-1.120833,0.0,943.659202,-79.428978,1.0,0.9312,1
3561,1,1667583023,0.0,0.0,0.0,0.0,-13.238163,1.0,0.9312,1
3562,1,1667583024,0.0,0.0,0.0,0.0,-2.20636,1.0,0.9312,1
3563,1,1667583025,0.0,0.0,0.0,0.0,-0.367727,1.0,0.9312,1
3564,1,1667583027,0.0,0.0,0.0,0.0,-0.061288,1.0,0.9312,1
3565,1,1667583029,0.0,0.0,0.0,0.0,-0.010215,1.0,0.9312,1
3566,1,1667583030,0.0,0.0,0.0,0.0,-0.001702,1.0,0.9312,1
3567,1,1667583031,0.0,0.0,0.0,0.0,-0.000284,1.0,0.9312,1
3568,1,1667583033,0.0,0.0,0.0,0.0,-4.7e-05,1.0,0.9312,1
3569,1,1667583034,0.0,0.0,0.0,0.0,-8e-06,1.0,0.9312,1
3570,1,1667583036,0.0,0.0,0.0,0.0,-1e-06,1.0,0.9312,1
3571,1,1667583037,0.0,0.0,0.0,0.0,-0.0,1.0,0.9312,1
3572,1,1667583038,0.0,0.0,0.0,0.0,-0.0,1.0,0.9312,1
3573,1,1667583040,0.0,0.0,0.0,0.0,-0.0,1.0,0.9312,1
3574,1,1667583041,0.0,0.0,0.0,0.0,-0.0,1.0,0.9312,1
3575,1,1667583042,0.0,0.0,0.0,0.0,-0.0,1.0,0.9312,1
3576,1,1667583044,0.0,0.0,0.0,0.0,-0.0,1.0,0.9312,1
3577,1,1667583045,0.0,0.0,0.0,0.0,4.695064,1.0,0.9312,1
3578,1,1667583046,0.0,0.373611,0.0,0.0,6.521093,1.0,0.9312,1
3579,1,1667583048,0.747222,0.161111,0.0,314.553067,-2.049929,1.0,0.9312,1
3580,1,1667583050,1.069444,2.383333,0.0,450.196769,43.154715,0.839911,0.782125,0
3581,1,1667583051,3.452778,1.197222,0.046135,1453.492427,24.127508,0.851946,0.793332,0
3582,1,1667583052,4.65,0.777778,0.092486,1957.47894,-19.446803,1.0,0.9312,1
3583,1,1667583053,5.427778,0.827778,0.062359,2284.894773,-9.903749,1.0,0.9312,1
3584,1,1667583055,7.083333,-0.525,0.0,2981.822759,-44.242862,1.0,0.9312,1
3585,1,1667583057,6.033333,0.113889,0.0,2539.811385,-5.488674,1.0,0.9312,1
3586,1,1667583059,6.261111,0.552778,-0.014201,2635.69745,-0.238235,1.0,0.9312,1
3587,1,1667583061,7.366667,-0.277778,-0.025894,3101.095669,-14.179186,1.0,0.9312,1
3588,1,1667583062,7.088889,-1.069444,0.0,2984.161443,-77.075917,1.0,0.9312,1
3589,1,1667583063,6.019444,-0.761111,0.035098,2533.964674,-78.870794,1.0,0.9312,1
3590,1,1667583064,5.258333,-0.344444,0.023251,2213.564895,-46.64608,1.0,0.9312,1
3591,1,1667583066,4.569444,0.236111,0.0,1923.568015,-0.286443,1.0,0.9312,1
3592,1,1667583067,4.805556,1.573611,0.014033,2022.962107,19.7389,0.835812,0.778308,0
3593,1,1667583069,7.952778,0.488889,0.021205,3347.826886,-1.56152,1.0,0.9312,1
3594,1,1667583070,8.441667,-0.533333,0.0,3553.631123,-45.093158,1.0,0.9312,1
3595,1,1667583071,7.908333,-0.911111,0.0,3329.11741,-67.730574,1.0,0.9312,1
3596,1,1667583072,6.997222,-0.758333,0.075999,2945.573149,-102.889641,1.0,0.9312,1
3597,1,1667583073,6.238889,-0.773611,0.076822,2626.342712,-104.127204,1.0,0.9312,1
3598,1,1667583075,4.691667,-1.369444,0.080941,1975.019074,-142.188911,1.0,0.9312,1
3599,1,1667583076,3.322222,0.0,0.0,1398.533341,-11.938258,1.0,0.9312,1
3600,3,1651685965,14.177778,0.716667,-0.056319,5968.322887,43.233328,0.825389,0.768603,0
3601,3,1651685976,17.258333,0.638889,0.043593,7265.123451,-3.746221,1.0,0.9312,1
3602,3,1651686005,19.308333,-3.294444,0.046902,8128.098038,-244.116309,1.0,0.9312,1
3603,3,1651686033,22.630556,-0.356944,0.0,9526.631379,-41.727013,1.0,0.9312,1
3604,3,1651686043,13.838889,0.954167,-0.006985,5825.663131,2.787917,0.253987,0.236513,0
3605,3,1651686083,24.327778,0.330556,0.036256,10241.099499,-22.881986,1.0,0.9312,1
3606,3,1651686084,24.658333,0.0125,-0.083052,10380.251227,-1.167558,1.0,0.9312,1
3607,3,1651686103,22.152778,0.105556,0.113231,9325.50451,-79.825295,1.0,0.9312,1
3608,3,1651686136,20.419444,0.122222,0.076057,8595.834941,-55.89204,1.0,0.9312,1
3609,3,1651686160,0.0,0.0,0.0,0.0,-0.391883,1.0,0.9312,1
3610,3,1651686163,0.0,0.0,0.0,0.0,-0.010886,1.0,0.9312,1
3611,3,1651686185,21.452778,0.770833,0.069786,9030.830261,-13.821103,1.0,0.9312,1
3612,3,1651686188,23.072222,-0.102778,0.064828,9712.556798,-64.788043,1.0,0.9312,1
3613,3,1651686195,24.677778,-0.127778,0.031796,10388.436623,-48.1857,1.0,0.9312,1
3614,3,1651686199,22.727778,-0.5375,0.029034,9567.558358,-69.746952,1.0,0.9312,1
3615,3,1651686202,21.361111,-0.136111,0.085053,8992.241967,-77.38163,1.0,0.9312,1
3616,3,1651686226,18.536111,-0.105556,0.046337,7803.02089,-51.002609,1.0,0.9312,1
3617,3,1651686247,22.280556,-0.347222,-0.161164,9379.294254,11.848602,0.263042,0.244945,0
3618,3,1651686253,22.661111,-0.361111,-0.127294,9539.494144,14.312568,0.292986,0.272829,0
3619,3,1651686256,21.138889,-1.030556,0.019552,8898.694586,-92.761228,1.0,0.9312,1
3620,3,1651686260,18.894444,0.380556,-0.007898,7953.866041,-5.766878,1.0,0.9312,1
3621,3,1651686263,19.677778,0.181944,0.112523,8283.620558,-73.098504,1.0,0.9312,1
3622,3,1651686273,24.961111,0.320833,0.028327,10507.709534,-19.327997,1.0,0.9312,1
3623,3,1651686288,22.013889,0.308333,-0.051333,9267.037397,26.51219,0.450716,0.419707,0
3624,3,1651686335,19.55,0.393056,-0.027362,8229.830814,37.823872,0.610879,0.568851,0
3625,3,1651686337,20.336111,0.552778,-0.08659,8560.754673,59.298709,0.688363,0.641004,0
3626,3,1651686341,21.416667,0.208333,-0.123263,9015.628812,38.698789,0.560745,0.522166,0
3627,3,1651686356,20.861111,-0.090278,0.105274,8781.76036,-86.07907,1.0,0.9312,1
3628,3,1651686400,20.022222,0.719444,-0.107101,8428.618998,50.847017,0.663984,0.618302,0
3629,3,1651686411,25.105556,0.308333,-0.098567,10568.515331,57.906109,0.570553,0.531299,0
3630,3,1651686438,15.625,-0.111111,-0.030322,6577.550203,-4.656254,1.0,0.9312,1
3631,3,1651686479,15.680556,1.443056,-0.014146,6600.937048,64.17558,0.831577,0.774364,0
3632,3,1651686489,13.325,-1.002778,-0.022838,5609.334813,-61.729001,1.0,0.9312,1
3633,3,1651686500,1.697222,-0.338889,-0.09248,714.46812,5.874413,0.564499,0.525661,0
3634,3,1651686505,6.513889,1.5125,-0.031108,2742.107596,102.66684,0.940882,0.876149,0
3635,3,1651686526,7.844444,1.319444,0.091041,3302.222538,-0.574197,1.0,0.9312,1
3636,3,1651686538,18.525,0.016667,-0.108136,7798.343521,48.547972,0.698695,0.650625,0
3637,3,1651686551,17.886111,-1.222222,-0.025312,7529.394801,-75.855361,1.0,0.9312,1
3638,3,1651686552,16.663889,-0.761111,-0.017996,7014.884208,-51.653538,1.0,0.9312,1
3639,3,1651686556,12.455556,-1.194444,0.025892,5243.330686,-101.557616,1.0,0.9312,1
3640,3,1651686570,9.461111,1.511111,0.0,3982.779732,49.992277,0.926041,0.862329,0
3641,3,1651686572,12.275,0.616667,0.0,5167.32344,52.610648,0.901289,0.83928,0
3642,3,1651686573,12.891667,1.163889,-0.044861,5426.917421,71.816471,0.910477,0.847836,0
3643,3,1651686576,16.247222,0.277778,-0.061524,6839.482869,36.754812,0.721418,0.671785,0
3644,3,1651686583,16.472222,-0.144444,0.0,6934.199592,-24.94135,1.0,0.9312,1
3645,3,1651686604,11.363889,-0.838889,0.0,4783.779179,-64.473597,1.0,0.9312,1
3646,3,1651686612,9.655556,1.358333,0.0,4064.63369,60.460364,0.935217,0.870874,0
3647,3,1651686651,0.0,0.6,0.0,0.0,35.86308,1.0,0.9312,1
3648,3,1651686655,3.25,-0.455556,-0.100087,1368.130442,53.544993,0.907247,0.844829,0
3649,3,1651686700,0.0,0.0,0.0,0.0,-0.007182,1.0,0.9312,1
3650,3,1651686719,0.0,0.0,0.0,0.0,-0.0,1.0,0.9312,1
3651,3,1651686744,0.0,0.0,0.0,0.0,-0.0,1.0,0.9312,1
3652,3,1651686753,0.0,0.0,0.0,0.0,41.869167,1.0,0.9312,1
3653,3,1651686790,6.183333,-0.540278,0.080541,2602.955867,-92.221164,1.0,0.9312,1
3654,3,1651686792,5.102778,-1.069444,0.077543,2148.081729,-122.176381,1.0,0.9312,1
3655,3,1651654727,0.0,0.0,0.0,0.0,30.386827,1.0,0.9312,1
3656,3,1651654744,1.4,-0.391667,0.0,589.348498,-35.407328,1.0,0.9312,1
3657,3,1651654755,0.0,0.0,0.0,0.0,-0.001078,1.0,0.9312,1
3658,3,1651654756,0.0,0.0,0.0,0.0,-0.00018,1.0,0.9312,1
3659,3,1651654793,4.444444,0.097222,0.0,1870.947613,-6.219181,1.0,0.9312,1
3660,3,1651654806,0.0,0.0,0.0,0.0,-3.620804,1.0,0.9312,1
3661,3,1651654812,0.0,0.0,0.0,0.0,-7.8e-05,1.0,0.9312,1
3662,3,1651654818,0.0,0.165278,0.0,0.0,-1.142413,1.0,0.9312,1
3663,3,1651654836,6.169444,-0.972222,0.0,2597.109156,-71.01207,1.0,0.9312,1
3664,3,1651654855,14.780556,1.058333,-0.112686,6222.070157,84.692107,0.88372,0.82292,0
3665,3,1651654879,3.425,-1.011111,0.0,1441.799005,-72.922957,1.0,0.9312,1
3666,3,1651654886,0.544444,-0.272222,0.0,229.191083,-28.177008,1.0,0.9312,1
