sample_id,profile_id,time_index,channel_00_mean,channel_01_mean,channel_02_mean,channel_03_mean,channel_04_mean,channel_05_mean,channel_00_trend,channel_01_trend,is_allowed
2392,1011,191,86.021482,-98.792485,54.196033,-132.423318,28.930288,65.061038,-0.377495,-0.181755,0
2393,1011,192,66.643622,-71.853271,135.947915,-44.718687,26.199526,49.857664,2.845201,5.07864,1
2394,1011,193,110.075711,60.970105,-39.56473,-120.361974,25.95887,29.071362,15.862607,-29.870997,1
2395,1011,194,50.32211,-85.126707,58.044715,-172.697027,24.159968,87.177405,-75.047384,-210.980229,1
2396,1011,195,52.172507,-70.581753,140.738764,-66.973863,25.606959,34.640113,9.475614,93.308962,1
2397,1011,196,93.842969,-89.455661,48.017315,-134.724729,25.7746,39.659845,-7.099863,-7.474823,1
2398,1011,197,94.423912,-83.060316,114.430982,-35.463688,25.332617,64.863278,-0.028564,-0.005684,1
2399,1011,198,131.298881,-5.190132,1.04497,-84.673395,22.505671,18.499781,-0.047409,0.094376,1
2400,1011,199,49.752074,-60.662153,146.70439,-50.730656,24.394242,18.408487,0.112877,0.189194,0
2401,1012,0,16.729709,-129.542419,76.152111,-205.775778,23.218442,40.315544,-0.548699,0.153676,0
2402,1012,1,1.28396,0.79907,1.097467,-2.000281,28.001683,60.064183,0.055294,0.034965,0
2403,1012,2,37.143193,63.130446,-165.630378,-59.475133,27.649024,45.851519,-26.555933,-71.876756,0
2404,1012,3,49.986118,-0.318885,1.097385,-2.000118,23.150213,19.278261,-0.0135,-0.046404,1
2405,1012,4,36.969516,-76.408334,225.028456,-106.07663,26.295815,70.395889,12.043147,-28.707711,1
2406,1012,5,12.0927,0.829621,1.09579,-2.001187,22.877716,18.174045,-0.009768,0.013899,1
2407,1012,6,80.584937,-40.580853,65.993953,-14.68277,25.800451,28.350532,-14.010946,-23.250435,1
2408,1012,7,90.602614,94.852255,-106.574968,-63.054704,26.374969,79.084545,-25.4774,21.050116,1
2409,1012,8,99.25264,-29.357439,13.789242,-104.805373,25.27231,89.566056,-30.151498,-160.127544,0
2410,1012,9,0.544063,-0.582665,1.097222,-2.000457,23.64118,49.895191,-0.041682,-0.006058,1
2411,1012,10,37.51499,126.162632,-207.202526,-135.231971,26.040423,49.941812,-16.695323,5.508242,0
2412,1012,11,46.602792,23.089814,-60.959852,-11.764499,22.912484,24.821493,-21.253254,-19.720617,1
2413,1012,12,83.156513,89.003781,-89.47589,-105.032161,25.79526,39.628549,14.857014,-56.972432,1
2414,1012,13,30.790975,-127.456048,77.853761,-191.050603,23.959893,18.91422,-0.205524,0.018921,0
2415,1012,14,1.155615,0.325507,1.097026,-2.000501,23.901358,28.161784,-0.02098,0.076833,1
2416,1012,15,30.09777,-3.906879,15.774413,-2.979859,19.850504,18.802687,-0.013296,0.036188,1
2417,1012,16,99.592617,-10.816241,9.516098,-10.686122,27.712835,49.794989,-17.277545,-57.718289,1
2418,1012,17,122.187743,46.813618,-35.19589,-80.217051,26.378302,77.719094,13.882244,-32.034301,1
2419,1012,18,2.072445,21.274042,-255.70663,-123.247442,24.892918,38.77617,6.724549,6.81175,1
2420,1012,19,11.41922,0.411077,1.196414,-2.33037,25.636957,39.658933,120.173943,16.272084,1
2421,1012,20,86.785133,-97.860015,54.090543,-132.857242,25.581444,64.866418,0.319717,0.333984,0
2422,1012,21,25.345693,-128.619276,104.316871,-197.138699,24.004952,19.047353,0.145975,-0.008102,1
2423,1012,22,49.898477,-61.559904,150.340811,-52.047031,22.088824,18.382748,0.049919,0.016033,0
2424,1012,23,23.726597,-21.931005,132.617645,-43.512371,21.655694,18.859174,0.001213,-0.005306,1
2425,1012,24,56.070966,-77.041303,172.999691,-65.981544,19.866676,18.588245,-0.015099,-0.022118,1
2426,1012,25,35.786119,-125.002927,193.188628,-169.70253,24.785088,34.839154,-25.740252,-4.832345,1
2427,1012,26,104.222644,-70.470225,60.57181,-84.113453,27.132121,79.979854,-20.883897,-70.51446,1
2428,1012,27,93.517169,-83.768371,114.400206,-35.43505,26.041921,65.021966,-0.010956,0.01255,1
2429,1012,28,36.194127,97.068009,-217.806287,-98.972507,27.816931,60.51006,38.692358,67.130114,0
2430,1012,29,-0.724622,-0.665904,1.09718,-2.000612,24.769778,45.352801,-0.007327,-0.189161,1
2431,1012,30,54.308133,109.030155,-150.816374,-127.733467,26.06686,86.172178,61.608608,-63.959409,0
2432,1012,31,37.570398,61.931308,-168.005754,-59.479114,28.005598,54.672599,-2.355765,-4.478575,0
2433,1012,32,120.443417,-52.976614,46.30062,-41.845904,22.659897,18.679242,0.083496,0.084805,1
2434,1012,33,8.191872,-7.600691,188.411437,-79.9411,23.226345,18.449084,0.001583,-0.001484,1
2435,1012,34,13.678711,-11.638603,132.617451,-43.511218,22.899796,18.219262,0.003796,5e-05,1
2436,1012,35,63.157439,-64.278694,132.618181,-43.511657,22.308134,18.960475,0.118286,0.028091,1
2437,1012,36,124.308351,-40.781389,28.384839,-61.492698,26.382915,28.344273,15.221716,51.922399,1
2438,1012,37,73.268528,-0.479093,1.096668,-2.000122,23.658233,18.985721,0.057465,0.062607,1
2439,1012,38,24.506106,0.210941,1.09762,-2.000807,25.520632,18.092755,-0.008253,0.052512,1
2440,1012,39,112.838965,-67.451207,65.207023,-46.217032,24.880358,86.072159,0.179345,0.257963,1
2441,1012,40,87.278703,-96.514331,53.481745,-137.976945,24.625356,18.352395,-0.105614,0.124077,1
2442,1012,41,131.782261,-3.099234,1.171125,-45.507413,23.223593,18.667328,0.002304,0.011252,1
2443,1012,42,26.998875,-17.037119,82.762527,-21.262643,23.530951,61.221979,-3.497312,7.307704,1
2444,1012,43,41.466599,27.853415,-34.46274,-27.026667,24.013768,83.482277,2.229748,-1.869655,1
2445,1012,44,68.629694,-112.084606,187.609319,-79.861006,23.866754,65.739943,-0.053565,-0.020123,1
2446,1012,45,123.65436,-22.293713,17.105971,-32.933342,27.835977,61.221979,16.420761,58.29467,0
2447,1012,46,44.818096,-121.424214,121.504728,-162.211668,26.405782,32.430835,42.564708,17.939978,1
2448,1012,47,73.470915,-0.327901,1.097465,-2.00075,23.367028,18.500819,-0.002327,0.022716,1
2449,1012,48,78.330373,91.934819,-77.004417,-137.263318,24.367027,26.782943,31.408895,-73.575933,1
2450,1012,49,13.690109,-11.635114,132.618187,-43.512278,22.588247,18.435432,0.000403,-0.002004,1
2451,1012,50,31.0168,-40.849472,172.998106,-65.983269,24.413092,18.651754,-0.001863,-0.007042,1
2452,1012,51,-0.906118,-0.604963,1.097004,-2.000671,25.845623,53.715696,0.048148,0.153112,1
2453,1012,52,89.72739,-85.774374,86.581233,-87.247439,26.381471,30.720904,27.551979,57.628058,1
2454,1012,53,87.309421,-96.240032,53.370313,-138.498521,24.235186,18.669755,0.091377,0.147865,1
2455,1012,54,87.425763,-68.626393,102.574219,-28.70576,24.631598,30.074122,-0.027369,-0.039303,1
2456,1012,55,113.612441,-63.629365,45.221549,-89.012965,22.817208,34.432989,15.008285,26.479272,1
2457,1012,56,97.892791,33.958574,-42.590023,-7.319295,28.986623,56.105484,10.766848,1.891799,1
2458,1012,57,24.832418,-10.448799,42.794218,-16.68573,25.713043,68.764451,19.241601,-48.479872,1
2459,1012,58,8.142165,-7.615712,188.411957,-79.940451,23.159315,18.593232,-0.000293,0.006395,1
2460,1012,59,72.590703,73.001409,-119.096358,-41.355371,27.903459,54.903382,-62.487925,-15.894946,1
2461,1012,60,34.852523,-93.58333,239.721857,-136.174825,26.452842,29.111523,-5.274194,34.201768,1
2462,1012,61,-0.878136,3.300214,1.097095,-2.00044,24.780279,38.38998,0.085868,0.104763,1
2463,1012,62,0.86416,2.328926,1.097043,-2.000699,27.954039,55.101047,-0.079947,-0.022796,0
2464,1012,63,21.390676,-2.853784,15.773496,-2.979622,20.162641,18.619389,-0.000717,0.000409,1
2465,1012,64,84.766749,-77.479048,36.886748,-147.975766,26.387212,50.223875,41.674187,104.607093,1
2466,1012,65,8.173876,-7.619617,188.411561,-79.941064,22.677559,18.334807,-0.002997,-0.001767,1
2467,1012,66,46.481142,-77.724267,195.985788,-84.855938,23.180312,33.017441,-1.642056,10.869761,1
2468,1012,67,118.92966,-6.264034,-2.110414,-114.440754,25.701581,50.093553,21.615697,-138.593768,1
2469,1012,68,24.931452,-128.257797,66.368508,-196.697393,19.861366,19.633563,-1.131329,-0.153564,0
2470,1012,69,18.753321,-129.153298,61.861032,-195.709921,25.65844,18.86113,0.398603,0.214478,0
2471,1012,70,4.33943,-130.662016,114.151919,-221.270319,22.694283,18.884539,-0.314039,-0.041992,0
2472,1012,71,28.31784,-38.841847,172.067891,-65.328715,28.981849,80.700472,-14.833317,21.079166,0
2473,1012,72,86.622412,-98.05179,54.110378,-132.661788,26.786152,65.028082,0.512947,0.273643,0
2474,1012,73,87.355437,-96.415924,53.468213,-138.03523,24.65839,18.146922,0.107391,0.178398,1
2475,1012,74,90.345022,-39.234656,56.58051,-11.038335,26.387651,39.461483,-0.878529,-1.647871,1
2476,1012,75,40.078568,54.088695,-49.670468,-70.827197,26.280843,34.417591,-78.677638,-101.918332,1
2477,1012,76,25.858168,10.001494,-34.59939,-8.914306,24.956274,35.048685,-17.728762,-30.465798,1
2478,1012,77,131.333506,-5.215195,1.044986,-84.765346,22.290239,19.084479,0.003342,-0.061673,1
2479,1012,78,1.136063,0.212154,-7e-06,-8e-06,26.13821,18.408302,-0.064754,0.042111,0
2480,1012,79,20.021041,-37.306996,228.273432,-108.96651,26.375953,49.881956,7.469955,-22.039851,1
2481,1012,80,43.080522,109.852364,-224.529009,-106.260168,25.696774,27.828642,-24.416406,24.981728,1
2482,1012,81,119.409983,-0.847942,1.097191,-2.000765,25.706402,18.295794,-0.018982,0.049204,1
2483,1012,82,121.888628,-49.060544,36.647995,-55.115266,29.241723,40.916526,1.723067,4.667129,0
2484,1012,83,88.876979,91.520784,-66.7949,-126.954167,26.394468,26.242027,-64.075824,52.427121,1
2485,1012,84,92.725367,-93.057201,77.250865,-104.603432,23.245743,18.673679,-0.009018,0.045715,1
2486,1012,85,35.991834,-51.777777,174.950728,-69.127289,27.247348,28.1909,11.438059,-16.652286,1
2487,1012,86,68.354647,-92.694979,161.295658,-62.530462,25.751468,19.499791,4.784499,39.823011,1
2488,1012,87,126.434284,34.088308,-30.683127,-41.022634,28.037111,56.105484,-10.09877,35.748878,1
2489,1012,88,-2.16459,0.803255,1.097086,-2.000561,24.776191,24.004564,-0.052221,-0.005549,1
2490,1012,89,50.687978,-121.445386,109.273182,-152.719158,26.388698,21.566374,-0.209969,-0.152786,0
2491,1012,90,117.071913,57.932127,-41.874706,-93.607441,28.011819,56.105484,21.966205,-40.970274,1
2492,1012,91,83.417936,-84.896651,132.617135,-43.511729,24.266523,17.987453,-0.089378,0.086197,1
2493,1012,92,46.922503,57.840074,-147.74708,-49.825298,26.20257,66.358864,-48.967763,-21.848841,1
2494,1012,93,8.146981,-7.614671,188.412282,-79.940524,22.687123,18.38888,-0.002799,-0.011498,1
2495,1012,94,101.632328,82.823952,-84.252642,-63.360483,26.278676,34.346933,-3.49179,3.079756,1
2496,1012,95,72.11897,105.055908,-91.088664,-131.280778,26.404597,30.436438,18.279632,-11.262692,1
2497,1012,96,115.607554,-23.001086,9.142752,-105.502436,25.976559,71.845168,36.470023,41.710179,1
2498,1012,97,53.32867,-120.465415,109.87497,-147.846191,28.844269,64.932001,-0.079033,-0.071846,0
2499,1012,98,37.431639,-3.954365,-7.857989,-14.978863,25.690419,60.076674,17.465219,-36.918417,1
2500,1012,99,105.207388,72.529427,-48.693419,-110.901057,27.700676,90.75294,-24.715792,31.188823,0
2501,1012,100,-0.956736,3.081519,1.097031,-2.00042,25.411119,76.988898,0.051774,-0.008033,1
2502,1012,101,124.149834,-0.861802,0.299429,-9.093861,24.161371,68.138967,11.677627,-109.971547,1
2503,1012,102,93.267783,-92.716206,126.114574,-40.198044,24.441963,18.859364,0.032524,-0.00753,1
2504,1012,103,28.409069,-29.592425,137.437214,-46.368888,24.308298,59.379144,4.230118,-13.809247,1
2505,1012,104,8.194218,-7.599974,188.411586,-79.941098,23.157795,18.94289,-0.00243,-0.003114,1
2506,1012,105,1.222288,0.688009,1.097136,-2.000369,26.571464,49.675165,0.021069,-0.013548,1
2507,1012,106,122.364146,-30.161137,13.339072,-106.94746,25.867339,39.680183,22.058618,88.568153,1
2508,1012,107,83.761602,94.36504,-64.899286,-136.868565,26.02631,90.422012,-4.155512,-8.000637,1
2509,1012,108,31.057318,-40.811717,172.999487,-65.980217,24.460508,19.00197,-0.000471,0.007027,1
2510,1012,109,124.571778,40.396292,-28.991975,-87.984412,28.70917,41.476139,-6.282775,21.641446,1
2511,1012,110,43.972014,95.663529,-198.308993,-84.070726,27.079668,81.489642,-4.97172,17.560022,0
2512,1012,111,119.805484,-3.48477,0.925256,-61.222169,25.637604,39.644325,16.743749,-163.64137,1
2513,1012,112,69.267856,-111.949515,113.136655,-124.346762,23.175448,18.627071,-0.079597,-0.025787,1
2514,1012,113,86.011445,-98.707814,54.148669,-132.844496,25.963554,64.938767,0.168816,0.087006,0
2515,1012,114,107.432299,-75.625262,60.97265,-76.847638,25.734265,70.520944,0.028567,-0.029706,1
2516,1012,115,125.386448,-37.513749,20.239393,-82.725304,25.664472,49.868306,2.185948,14.487635,0
2517,1012,116,-1.634356,2.194981,1.097403,-2.000441,25.714126,81.012375,0.03477,0.041244,1
2518,1012,117,121.510916,-47.92877,23.046122,-106.606319,28.916909,41.574392,-5.502928,-12.93151,1
2519,1012,118,17.2582,63.722265,-243.4441,-112.660232,26.254178,19.644567,22.736777,59.078467,1
2520,1012,119,49.378283,-0.287577,1.096995,-2.00072,22.154928,18.741091,0.023232,0.036,1
2521,1012,120,52.540605,-86.520066,188.412379,-79.937892,24.640577,30.718524,0.051959,0.162902,1
2522,1012,121,13.676393,-11.632474,132.618165,-43.51215,22.95295,18.390814,0.00327,-0.005674,1
2523,1012,122,130.849288,-6.446909,0.848364,-96.165792,24.684756,18.684254,-0.007584,-0.02881,1
2524,1012,123,69.457992,-111.605101,113.159898,-124.357882,22.510473,18.418186,-0.149437,-0.04261,1
2525,1012,124,58.260583,-94.323111,144.935536,-77.527876,25.67746,43.097722,-65.90421,107.797486,0
2526,1012,125,15.530095,-130.023758,97.14315,-204.800621,24.724183,18.476637,-0.063705,-0.022736,0
2527,1012,126,83.11905,-85.319749,132.617286,-43.512107,23.322305,18.246505,-0.007507,-0.028778,1
2528,1012,127,68.08972,113.236399,-149.409645,-91.605086,25.385301,18.196062,0.247566,-0.124466,1
2529,1012,128,84.764163,95.575174,-95.616677,-98.304801,26.356008,29.608255,20.374672,-25.329749,1
2530,1012,129,58.73359,-7.606108,15.773606,-2.979792,19.85062,18.624111,0.001751,-0.005246,1
2531,1012,130,8.779142,-9.806079,242.423161,-122.972914,22.141634,18.741659,-0.000722,0.00046,1
2532,1012,131,100.290592,52.970834,-65.980079,-16.579591,26.278691,19.262808,-36.743367,40.779252,1
2533,1012,132,72.854708,70.531961,-111.348837,-31.854309,24.40087,64.941354,-8.320863,-30.707045,0
2534,1012,133,53.472921,5.641796,-13.23654,-4.220336,25.891509,80.482473,18.074482,-22.734104,1
2535,1012,134,91.08139,-59.224398,88.022269,-24.933219,27.480929,39.579316,-33.134349,-30.008061,1
2536,1012,135,87.618364,-96.13576,53.445076,-138.187496,23.515921,19.115151,-0.14994,-0.301193,1
2537,1012,136,8.767935,-9.809744,242.423297,-122.972015,22.463108,18.85978,-0.004222,-0.001801,1
2538,1012,137,73.551626,-0.428206,1.09696,-2.000578,23.16829,18.642538,0.03009,-0.006007,1
2539,1012,138,70.610535,7.99323,-4.254918,-40.972044,24.231071,63.189141,-19.770585,-133.440946,0
2540,1012,139,99.468721,-81.654321,35.661335,-138.713359,22.963657,18.927869,-0.003609,0.101913,1
2541,1012,140,31.031818,-40.837794,172.999012,-65.982373,23.809576,19.07073,0.00432,0.021107,1
2542,1012,141,131.794507,-3.891331,1.103175,-67.562634,24.436218,18.191708,0.008987,0.041297,1
2543,1012,142,38.310139,-47.709291,161.746489,-58.916746,23.606728,31.283478,36.316126,-49.524723,1
2544,1012,143,96.955175,-0.619014,1.097212,-2.000904,23.531923,18.61686,0.0028,-0.000148,1
2545,1012,144,64.883692,113.816499,-104.344828,-128.861298,26.445709,86.070011,14.49703,-6.815898,0
2546,1012,145,130.262212,-10.425297,6.145293,-36.709526,28.046917,81.48937,-6.480356,-51.122583,0
2547,1012,146,96.977288,-0.625225,1.097091,-2.000518,23.794838,18.30831,-0.014587,-0.052361,1
2548,1012,147,56.042116,-77.077325,172.999065,-65.981032,21.338398,18.537419,-0.016682,-0.007729,1
2549,1012,148,7.661616,-5.410297,132.61812,-43.511967,22.071213,19.319184,0.001701,-0.001032,1
2550,1012,149,9.880048,-129.562811,64.932621,-201.637913,23.407107,19.563473,0.27053,0.242645,0
2551,1012,150,1.268089,0.797837,1.097339,-2.000337,27.92187,55.344674,-0.010907,-0.024212,0
2552,1012,151,31.296149,-126.502146,180.269214,-179.611415,27.728835,92.944152,-1.351921,-0.137593,1
2553,1012,152,90.367815,69.525985,-59.019767,-128.604364,23.167002,35.876938,-61.947153,212.548072,1
2554,1012,153,0.365093,-0.73798,1.097497,-2.000522,26.26652,85.348266,0.067972,0.005717,0
2555,1012,154,37.054115,-0.282674,1.097224,-2.000141,24.326747,18.506838,0.057079,0.081212,1
2556,1012,155,8.142054,-7.607315,188.41247,-79.940139,23.287626,18.70599,0.003224,0.008664,1
2557,1012,156,0.147179,2.955893,1.097254,-2.000419,26.263563,50.522725,0.016944,0.004118,1
2558,1012,157,-2.027328,1.640442,1.097315,-2.000612,26.344149,46.963788,-0.113272,0.00726,0
2559,1012,158,-0.875933,-0.610214,1.097258,-2.000684,25.792738,45.637707,0.004994,0.016002,1
2560,1012,159,12.210366,1.015917,1.095822,-2.001268,23.224097,18.19641,0.074595,-0.070198,1
2561,1012,160,48.694186,13.777398,-34.262639,-4.251979,23.147763,18.357154,0.001801,0.074352,1
2562,1012,161,31.081296,-40.791244,172.999249,-65.980266,24.511514,18.405033,0.003828,0.015598,1
2563,1012,162,37.345513,-19.78283,70.005387,-15.587579,26.184381,24.938664,-8.192897,-2.263338,1
2564,1012,163,85.327771,-99.587131,78.880344,-110.762152,26.384307,28.384919,3.552938,2.916604,0
2565,1012,164,85.502388,-100.361985,123.404097,-75.665642,24.804725,18.836556,0.054199,0.046417,1
2566,1012,165,112.752613,-54.544317,26.268003,-116.440051,26.363222,37.844592,-46.231462,-54.724114,1
2567,1012,166,61.136036,-116.267955,193.258464,-102.53393,21.543301,18.84059,0.045399,-0.066238,1
2568,1012,167,2.607222,2.564157,0.89046,-2.066913,27.954362,44.736366,-37.331395,2.615695,1
2569,1012,168,4.191088,1.461167,1.096721,-2.000664,22.313289,19.087999,-0.014203,0.031871,1
2570,1012,169,28.679309,-127.729872,80.208599,-192.240018,22.682337,18.902145,-0.053143,0.178535,0
2571,1012,170,12.27143,-130.853956,268.528878,-241.55383,20.763673,19.068476,-0.209415,-0.046021,1
2572,1012,171,72.541959,-98.667822,53.656022,-152.658929,26.173871,89.201143,-12.633168,-17.775886,1
2573,1012,172,86.659066,-37.977784,23.165395,-58.919749,26.095789,81.489642,77.82112,-105.624961,1
2574,1012,173,23.639632,-21.996033,132.617778,-43.512462,23.163791,18.671054,0.000242,-0.000536,1
2575,1012,174,98.614056,-1.454844,-2.322546,-8.216568,26.398129,28.960348,-0.452927,-33.101161,1
2576,1012,175,66.331232,-19.224281,36.258943,-7.777074,24.231701,26.769534,-35.504021,21.482492,1
2577,1012,176,-2.210686,0.859313,1.097204,-2.0004,27.069606,61.014253,0.12547,-0.000291,0
2578,1012,177,78.216612,-103.335994,66.259742,-131.410187,27.892143,91.119398,26.987763,14.059902,0
2579,1012,178,86.29579,-97.716248,53.572084,-137.833658,26.416583,19.385092,0.232033,0.178276,1
2580,1012,179,4.152207,1.492954,1.097238,-2.00066,22.153626,18.695133,0.031861,-0.008545,1
2581,1012,180,28.396082,-43.258755,187.418758,-77.965721,25.353438,49.680526,0.318688,-6.778762,0
2582,1012,181,83.102533,-85.343857,132.617219,-43.51238,23.300767,18.267713,-0.005363,-0.01693,1
2583,1012,182,30.2083,-79.841472,258.645265,-134.950213,26.927657,33.708453,6.135857,19.295642,1
2584,1012,183,73.003657,103.010265,-79.133557,-140.061036,25.567908,45.046769,65.861332,-95.709132,1
2585,1012,184,69.226731,-111.776114,113.139085,-124.410877,23.15415,18.449672,-0.005638,-0.110672,1
2586,1012,185,50.010501,-0.361552,1.097273,-2.000443,23.007376,18.437139,-0.038925,0.043707,1
2587,1012,186,90.12799,-93.467501,53.10609,-140.60674,23.10691,19.000092,-0.170204,-0.501076,1
2588,1012,187,8.766444,-9.810083,242.423322,-122.971897,22.407038,18.910582,-0.00042,0.005407,1
2589,1012,188,-0.955463,3.063948,1.09695,-2.000283,25.299617,90.354099,0.017627,-0.011396,1
2590,1012,189,79.253046,-38.423092,64.153036,-13.557357,22.03986,18.748811,0.015961,0.00412,1
2591,1012,190,21.345653,-2.951574,15.774937,-2.981012,21.66561,18.520601,0.000177,0.008091,1
2592,1012,191,122.216706,-48.0235,31.16766,-75.320529,24.435159,38.443706,-0.136189,0.064949,1
2593,1012,192,83.111569,-85.327766,132.617765,-43.511792,23.323733,18.410466,-0.012672,-0.013893,1
2594,1012,193,71.17699,-100.232309,103.741901,-124.365126,23.192599,29.617321,-75.1604,-58.822495,1
2595,1012,194,6.431673,1.384092,1.099005,-2.000068,26.399185,64.707268,0.027982,0.009207,1
2596,1012,195,4.191846,1.449781,1.097747,-2.000588,22.286478,18.668997,0.042341,0.020087,1
2597,1012,196,104.419475,78.934085,-60.88483,-97.266168,25.460178,50.063035,-21.875063,29.242423,1
2598,1012,197,104.999193,77.585557,-92.211206,-29.013436,23.169981,35.414545,19.100606,-19.79185,1
2599,1012,198,9.974092,-129.479362,64.887967,-201.508214,25.536562,19.625763,0.048829,0.065903,0
2600,1012,199,97.183843,-0.436704,1.097345,-2.000417,23.321154,18.307756,0.034798,0.005953,1
2601,1013,0,15.475286,46.371377,-232.301992,-104.710318,25.705805,24.688718,20.221547,41.284864,1
2602,1013,1,0.935929,2.130775,1.097038,-2.000623,26.314517,33.946693,-0.003544,0.020006,1
2603,1013,2,63.273726,-64.174786,132.617847,-43.511185,20.991695,18.659972,-0.053688,-0.15416,1
2604,1013,3,4.206773,1.459306,1.096791,-2.000552,22.156467,18.56049,-0.026065,0.048225,1
2605,1013,4,-2.16061,1.219053,1.096994,-2.000592,25.179249,50.112662,0.047155,-0.004708,1
2606,1013,5,96.777896,-84.88083,53.941632,-106.538873,26.383942,35.421815,53.697149,43.318005,0
2607,1013,6,-0.955998,2.513055,1.097155,-2.000393,26.182662,27.125762,0.03675,0.027894,1
2608,1013,7,63.276911,-27.855175,133.351353,-110.079035,19.85062,19.786473,108.526335,-35.099838,1
2609,1013,8,96.87475,-0.699812,1.097176,-2.00067,23.792379,18.805709,-0.010323,0.023963,1
2610,1013,9,4.697918,-1.813244,70.795333,-15.495532,20.539474,18.560265,0.000381,-0.009679,1
2611,1013,10,69.928693,28.221875,-49.32988,-9.300814,26.672074,44.522936,-9.626613,3.321624,1
2612,1013,11,128.675109,-9.328321,0.412933,-111.558908,26.184967,19.214571,-0.031204,0.010457,0
2613,1013,12,71.221592,-77.026844,137.112198,-47.437831,25.664118,39.694438,-1.961384,-11.358299,1
2614,1013,13,12.593665,-5.021915,12.91459,-5.352393,24.466716,81.489048,91.441709,-77.769508,1
2615,1013,14,13.705803,-11.582218,132.617673,-43.511925,23.126479,18.463252,-0.002184,0.001832,1
2616,1013,15,48.911724,13.677423,-34.263896,-4.249917,22.752912,18.05623,0.016018,-0.042161,1
2617,1013,16,17.231618,-130.136298,96.824056,-204.314129,20.482558,19.573831,-0.381565,-0.144119,0
2618,1013,17,58.809098,-112.929374,61.513373,-171.046942,25.333418,50.358367,18.421728,17.970629,1
2619,1013,18,8.145629,-7.615624,188.412188,-79.940238,22.662435,18.54851,-0.00209,-0.004504,1
2620,1013,19,96.829216,-0.749284,1.097059,-2.000505,23.533515,18.115777,-0.002747,0.009688,1
2621,1013,20,116.279344,-58.339741,38.244658,-74.697194,25.08294,89.44497,11.281738,35.87996,0
2622,1013,21,8.149206,-7.612647,188.412544,-79.939848,23.087629,18.428793,-0.004335,-0.005917,1
2623,1013,22,-1.101103,1.48541,1.096874,-2.000676,25.937076,18.595592,0.015938,0.002054,1
2624,1013,23,102.649804,-61.501078,69.734746,-46.950299,23.099559,18.266044,-10.662453,-14.500504,1
2625,1013,24,29.481167,-127.193385,105.589757,-190.789469,27.437657,49.516289,12.656672,6.521195,1
2626,1013,25,23.627055,-0.159549,1.096681,-2.000467,23.929561,65.683066,-0.103276,0.2397,1
2627,1013,26,29.171436,-11.214492,50.764446,-9.12416,26.437064,64.517109,-0.000925,-0.014102,1
2628,1013,27,86.415725,98.852178,-105.964537,-76.285239,26.227767,49.945968,-20.158666,17.325977,0
2629,1013,28,51.363239,-59.079896,146.704317,-50.730445,24.361484,18.337581,0.003883,-0.012821,1
2630,1013,29,83.093202,-85.346027,132.617807,-43.511874,23.529255,18.341146,0.012054,0.021858,1
2631,1013,30,-2.048799,1.662481,1.097017,-2.000509,26.348753,43.595024,0.106564,0.006285,1
2632,1013,31,48.931865,13.668435,-34.263226,-4.250609,22.666264,18.141671,-2.3e-05,0.001746,1
2633,1013,32,85.56676,-99.218543,54.14673,-133.224122,27.989981,37.598447,-0.19149,-0.270805,0
2634,1013,33,-0.887019,-0.597332,1.097252,-2.000745,25.801378,45.600273,0.00742,-0.022004,1
2635,1013,34,131.991528,-2.09552,1.343632,-17.162318,23.912045,18.950367,-0.011353,-0.000821,1
2636,1013,35,131.789781,-3.058207,1.170455,-46.000831,23.193578,18.605717,0.000458,-0.01542,1
2637,1013,36,8.175616,-7.617108,188.411677,-79.941018,22.728147,18.336522,-0.001267,-0.003552,1
2638,1013,37,-2.145419,1.227693,1.097099,-2.000485,25.047943,50.032735,-0.074805,-0.001221,1
2639,1013,38,85.588376,93.743255,-112.549408,-63.096885,25.889318,81.489642,-61.571609,55.365448,1
2640,1013,39,63.455295,-63.942327,132.617351,-43.510762,21.20056,18.560373,0.020039,0.097187,1
2641,1013,40,86.845241,-97.791655,54.073626,-132.913945,25.267427,64.903975,-0.13269,-0.231598,0
2642,1013,41,33.072928,-126.898655,77.89275,-190.128973,23.220834,19.098603,-0.429543,-0.082787,1
2643,1013,42,4.132686,1.492392,1.097169,-2.000831,22.241676,18.439835,-0.025177,0.055227,1
2644,1013,43,8.78589,-9.80437,242.423183,-122.973098,22.25403,18.709495,0.001161,0.004068,1
2645,1013,44,20.634286,129.238511,-150.7049,-183.959952,29.323926,56.106895,1.598373,-0.402731,0
2646,1013,45,2.427073,13.97883,-211.420176,-89.156639,23.994711,68.228113,5.729204,21.603327,1
2647,1013,46,27.011942,-19.844083,98.745043,-27.403222,26.209502,23.206433,-1.274756,-3.287593,1
2648,1013,47,108.717097,39.246226,-29.075357,-110.753618,28.005195,60.48873,-25.61581,-163.525281,0
2649,1013,48,115.328088,-60.531857,70.586042,-15.392362,26.251322,29.583245,-0.001429,0.071552,1
2650,1013,49,109.253006,-44.758658,22.782061,-112.657405,27.586504,39.53912,49.187821,39.662135,1
2651,1013,50,96.028566,74.487321,-74.301818,-84.863454,26.069467,68.797987,-28.599888,39.880676,0
2652,1013,51,126.700942,-16.438547,9.797235,-75.260637,25.907688,28.909902,5.214169,100.90107,1
2653,1013,52,58.836299,-115.219439,52.265805,-167.693989,23.314486,19.544788,0.11692,-0.559906,0
