sample_id,motor_efficiency,drivetrain_efficiency,Date,DateTime,Latitude,Longitude,Total Resistive Force,mechanical_power_w,Powertrain_efficiency_gear_SG,efficiency_limit,class_label
3802,0.925806,0.862111,5/4/2022,2022-05-04 11:43:07,-33.93415,18.85174,4692.633637,17862.799129,0.83642,0.73654,acceptable_efficiency
3803,0.894422,0.832885,5/4/2022,2022-05-04 11:43:15,-33.93427,18.85208,2967.683468,5565.262291,0.808065,0.73654,acceptable_efficiency
3804,0.831959,0.77472,5/4/2022,2022-05-04 11:43:15,-33.93425,18.85207,2334.533822,2560.402112,0.751633,0.73654,acceptable_efficiency
3805,0.904921,0.842663,5/4/2022,2022-05-04 11:43:16,-33.93428,18.85212,3867.950131,7871.066639,0.817551,0.73654,acceptable_efficiency
3806,0.829629,0.772551,5/4/2022,2022-05-04 11:43:17,-33.93429,18.85218,1329.027215,4421.859184,0.749529,0.73654,acceptable_efficiency
3807,0.906046,0.84371,5/4/2022,2022-05-04 11:43:22,-33.93412,18.85244,1818.844765,11938.694663,0.818568,0.73654,acceptable_efficiency
3808,0.927407,0.863601,5/4/2022,2022-05-04 11:43:22,-33.93414,18.85246,2901.927191,17726.23945,0.837866,0.73654,acceptable_efficiency
3809,0.935358,0.871005,5/4/2022,2022-05-04 11:43:24,-33.93395,18.85248,3720.662007,24013.042262,0.845049,0.73654,acceptable_efficiency
3810,0.521083,0.485232,5/4/2022,2022-05-04 11:43:29,-33.93346,18.85259,1797.275925,2597.682345,0.470772,0.73654,low_efficiency
3811,0.902236,0.840163,5/4/2022,2022-05-04 11:43:45,-33.93281,18.85278,2927.498661,7133.716965,0.815126,0.73654,acceptable_efficiency
3812,0.909223,0.846668,5/4/2022,2022-05-04 11:43:47,-33.93278,18.85286,2086.516867,8612.269409,0.821438,0.73654,acceptable_efficiency
3813,0.923535,0.859996,5/4/2022,2022-05-04 11:43:48,-33.93285,18.85291,1939.826204,13335.328419,0.834368,0.73654,acceptable_efficiency
3814,0.929182,0.865254,5/4/2022,2022-05-04 11:43:49,-33.93286,18.85298,6969.131163,16581.789008,0.83947,0.73654,acceptable_efficiency
3815,0.898443,0.83663,5/4/2022,2022-05-04 11:43:49,-33.93279,18.85297,3073.369036,8403.781196,0.811699,0.73654,acceptable_efficiency
3816,1.0,0.9312,5/4/2022,2022-05-04 11:43:58,-33.93285,18.85397,-3251.060938,33713.935547,0.90345,0.73654,acceptable_efficiency
3817,0.327075,0.304572,5/4/2022,2022-05-04 11:44:02,-33.9328,18.85463,1423.343013,3491.449382,0.295496,0.73654,low_efficiency
3818,1.0,0.9312,5/4/2022,2022-05-04 11:44:07,-33.93273,18.85542,346.014358,139.20913,0.90345,0.73654,acceptable_efficiency
3819,0.148861,0.138619,5/4/2022,2022-05-04 11:44:10,-33.93265,18.85586,1512.882879,689.582442,0.134488,0.73654,low_efficiency
3820,1.0,0.9312,5/4/2022,2022-05-04 11:44:16,-33.93256,18.85684,-5385.387655,70699.630078,0.90345,0.73654,acceptable_efficiency
3821,1.0,0.9312,5/4/2022,2022-05-04 11:44:17,-33.93253,18.85699,-11010.990308,139448.83805,0.90345,0.73654,acceptable_efficiency
3822,1.0,0.9312,5/4/2022,2022-05-04 11:44:23,-33.93244,18.85762,-6629.01891,38000.565375,0.90345,0.73654,acceptable_efficiency
3823,1.0,0.9312,5/4/2022,2022-05-04 11:44:28,-33.93252,18.85773,-1501.161022,2150.461054,0.90345,0.73654,acceptable_efficiency
3824,1.0,0.9312,5/4/2022,2022-05-04 11:44:29,-33.93248,18.85775,-1956.903431,1057.515073,0.90345,0.73654,acceptable_efficiency
3825,1.0,0.9312,5/4/2022,2022-05-04 11:44:29,-33.93252,18.85773,-1385.926997,1662.557867,0.90345,0.73654,acceptable_efficiency
3826,1.0,0.9312,5/4/2022,2022-05-04 11:44:31,-33.93248,18.85775,3804.195918,0.0,0.90345,0.73654,acceptable_efficiency
3827,0.360965,0.33613,5/4/2022,2022-05-04 11:44:35,-33.93261,18.85775,326.737852,272.49429,0.326114,0.73654,low_efficiency
3828,0.165849,0.154439,5/4/2022,2022-05-04 11:44:38,-33.93268,18.85778,41.833204,113.307451,0.149837,0.73654,low_efficiency
3829,0.451571,0.420503,5/4/2022,2022-05-04 11:44:39,-33.9327,18.85782,1590.44726,495.300923,0.407972,0.73654,low_efficiency
3830,1.0,0.9312,5/4/2022,2022-05-04 11:44:43,-33.93274,18.858,-746.283189,2494.507111,0.90345,0.73654,acceptable_efficiency
3831,1.0,0.9312,5/4/2022,2022-05-04 11:54:33,-33.93279,18.85829,-128.069112,205.538322,0.90345,0.73654,acceptable_efficiency
3832,0.828739,0.771722,5/4/2022,2022-05-04 11:54:34,-33.93277,18.85828,584.680434,2086.346312,0.748724,0.73654,acceptable_efficiency
3833,0.881554,0.820903,5/4/2022,2022-05-04 11:54:35,-33.93275,18.85828,4357.932029,4182.787371,0.79644,0.73654,acceptable_efficiency
3834,1.0,0.9312,5/4/2022,2022-05-04 11:54:42,-33.93257,18.85822,-1664.003571,3926.385035,0.90345,0.73654,acceptable_efficiency
3835,0.757786,0.70565,5/4/2022,2022-05-04 11:54:44,-33.93255,18.85817,1944.813106,1748.852172,0.684622,0.73654,acceptable_efficiency
3836,1.0,0.9312,5/4/2022,2022-05-04 11:54:50,-33.93255,18.85791,-1297.957484,3818.501837,0.90345,0.73654,acceptable_efficiency
3837,1.0,0.9312,5/4/2022,2022-05-04 11:54:51,-33.93254,18.85788,2178.323297,138.571101,0.90345,0.73654,acceptable_efficiency
3838,1.0,0.9312,5/4/2022,2022-05-04 11:54:53,-33.93252,18.85781,-604.112464,1923.603228,0.90345,0.73654,acceptable_efficiency
3839,1.0,0.9312,5/4/2022,2022-05-04 11:54:57,-33.93253,18.85764,-881.894239,3233.332892,0.90345,0.73654,acceptable_efficiency
3840,0.660711,0.615254,5/4/2022,2022-05-04 11:55:14,-33.93254,18.85714,966.89708,342.336356,0.59692,0.73654,low_efficiency
3841,0.82867,0.771658,5/4/2022,2022-05-04 11:55:15,-33.93254,18.85713,4659.407424,1843.378094,0.748663,0.73654,acceptable_efficiency
3842,0.887374,0.826322,5/4/2022,2022-05-04 11:55:17,-33.93252,18.85709,7956.15891,7134.201929,0.801698,0.73654,acceptable_efficiency
3843,0.922344,0.858887,5/4/2022,2022-05-04 11:55:18,-33.93253,18.85705,2562.064117,13297.633937,0.833292,0.73654,acceptable_efficiency
3844,0.934505,0.870211,5/4/2022,2022-05-04 11:55:20,-33.93255,18.85695,3434.064666,24364.775297,0.844279,0.73654,acceptable_efficiency
3845,0.945525,0.880473,5/4/2022,2022-05-04 11:55:24,-33.93258,18.8566,3752.087049,34651.583455,0.854235,0.73654,acceptable_efficiency
3846,0.942277,0.877448,5/4/2022,2022-05-04 11:55:25,-33.9326,18.85649,3749.859731,31823.836291,0.8513,0.73654,acceptable_efficiency
3847,0.845417,0.787252,5/4/2022,2022-05-04 11:55:27,-33.93262,18.85623,639.667612,15707.940258,0.763792,0.73654,acceptable_efficiency
3848,0.684911,0.637789,5/4/2022,2022-05-04 11:55:28,-33.93264,18.8561,256.49265,6759.66392,0.618783,0.73654,low_efficiency
3849,0.795287,0.740572,5/4/2022,2022-05-04 11:55:41,-33.93287,18.8541,3548.038216,25097.822843,0.718503,0.73654,acceptable_efficiency
3850,1.0,0.9312,5/4/2022,2022-05-04 11:55:50,-33.93298,18.85309,-3899.355034,19836.936347,0.90345,0.73654,acceptable_efficiency
3851,1.0,0.9312,5/4/2022,2022-05-04 11:56:06,-33.93298,18.85289,0.0,0.0,0.90345,0.73654,acceptable_efficiency
3852,0.228744,0.213006,5/4/2022,2022-05-04 11:56:09,-33.93299,18.85291,176.064786,37.320124,0.206659,0.73654,low_efficiency
3853,0.590143,0.549541,5/4/2022,2022-05-04 11:56:11,-33.933,18.85291,737.980599,225.188095,0.533165,0.73654,low_efficiency
3854,1.0,0.9312,5/4/2022,2022-05-04 11:56:25,-33.93302,18.85294,0.0,0.0,0.90345,0.73654,acceptable_efficiency
3855,1.0,0.9312,5/4/2022,2022-05-04 11:56:38,-33.93302,18.85297,0.0,0.0,0.90345,0.73654,acceptable_efficiency
3856,1.0,0.9312,5/4/2022,2022-05-04 11:56:39,-33.93302,18.85297,0.0,0.0,0.90345,0.73654,acceptable_efficiency
3857,1.0,0.9312,5/4/2022,2022-05-04 11:56:44,-33.93302,18.85297,0.0,0.0,0.90345,0.73654,acceptable_efficiency
3858,1.0,0.9312,5/4/2022,2022-05-04 11:56:47,-33.93302,18.85298,0.0,0.0,0.90345,0.73654,acceptable_efficiency
3859,1.0,0.9312,5/4/2022,2022-05-04 11:56:57,-33.93302,18.85298,4138.824263,0.0,0.90345,0.73654,acceptable_efficiency
3860,0.848957,0.790549,5/4/2022,2022-05-04 11:56:58,-33.93302,18.85297,2286.475295,2200.975034,0.76699,0.73654,acceptable_efficiency
3861,0.857746,0.798733,5/4/2022,2022-05-04 11:56:59,-33.93302,18.85295,680.978098,2897.803949,0.77493,0.73654,acceptable_efficiency
3862,0.859182,0.80007,5/4/2022,2022-05-04 11:57:00,-33.93302,18.85292,1824.028691,3258.614771,0.776228,0.73654,acceptable_efficiency
3863,0.847386,0.789086,5/4/2022,2022-05-04 11:57:01,-33.93302,18.85288,1529.983627,3487.036791,0.765571,0.73654,acceptable_efficiency
3864,0.81519,0.759105,5/4/2022,2022-05-04 11:57:03,-33.93304,18.85281,397.00025,3199.776513,0.736484,0.73654,acceptable_efficiency
3865,0.921235,0.857854,5/4/2022,2022-05-04 11:57:07,-33.93319,18.85266,5415.894969,14019.839552,0.83229,0.73654,acceptable_efficiency
3866,1.0,0.9312,5/4/2022,2022-05-04 11:57:19,-33.93407,18.85249,-2886.599088,18282.04881,0.90345,0.73654,acceptable_efficiency
3867,1.0,0.9312,5/4/2022,2022-05-04 11:57:41,-33.93426,18.85246,0.0,0.0,0.90345,0.73654,acceptable_efficiency
3868,1.0,0.9312,5/4/2022,2022-05-04 11:57:59,-33.93426,18.85248,0.0,0.0,0.90345,0.73654,acceptable_efficiency
3869,1.0,0.9312,5/4/2022,2022-05-04 11:58:00,-33.93426,18.85248,0.0,0.0,0.90345,0.73654,acceptable_efficiency
3870,1.0,0.9312,5/4/2022,2022-05-04 11:58:13,-33.93427,18.85248,1285.677324,0.0,0.90345,0.73654,acceptable_efficiency
3871,1.0,0.9312,5/4/2022,2022-05-04 11:58:26,-33.93427,18.85247,0.0,0.0,0.90345,0.73654,acceptable_efficiency
3872,1.0,0.9312,5/4/2022,2022-05-04 11:58:29,-33.93427,18.85247,0.0,0.0,0.90345,0.73654,acceptable_efficiency
3873,1.0,0.9312,5/4/2022,2022-05-04 11:58:44,-33.93427,18.85247,0.0,0.0,0.90345,0.73654,acceptable_efficiency
3874,1.0,0.9312,5/4/2022,2022-05-04 11:58:51,-33.93427,18.85247,0.0,0.0,0.90345,0.73654,acceptable_efficiency
3875,1.0,0.9312,5/4/2022,2022-05-04 11:58:54,-33.93428,18.85247,0.0,0.0,0.90345,0.73654,acceptable_efficiency
3876,1.0,0.9312,5/4/2022,2022-05-04 11:58:58,-33.93428,18.85247,0.0,0.0,0.90345,0.73654,acceptable_efficiency
3877,1.0,0.9312,5/4/2022,2022-05-04 11:58:59,-33.93428,18.85247,0.0,0.0,0.90345,0.73654,acceptable_efficiency
3878,0.746449,0.695093,5/4/2022,2022-05-04 11:59:04,-33.93428,18.85247,1926.687468,704.366048,0.674379,0.73654,acceptable_efficiency
3879,0.840814,0.782966,5/4/2022,2022-05-04 11:59:05,-33.93428,18.85246,2130.369715,1931.983906,0.759633,0.73654,acceptable_efficiency
3880,0.842633,0.78466,5/4/2022,2022-05-04 11:59:08,-33.93435,18.85243,3405.429219,2796.040534,0.761277,0.73654,acceptable_efficiency
3881,0.870811,0.810899,5/4/2022,2022-05-04 11:59:12,-33.93439,18.85231,1248.430031,4267.925462,0.786735,0.73654,acceptable_efficiency
3882,1.0,0.9312,5/4/2022,2022-05-04 11:59:17,-33.93432,18.85202,-805.999738,3957.625484,0.90345,0.73654,acceptable_efficiency
3883,1.0,0.9312,5/4/2022,2022-05-04 11:59:23,-33.93315,18.85849,-1915.43376,5907.235831,0.90345,0.73654,acceptable_efficiency
3884,1.0,0.9312,5/4/2022,2022-05-04 11:59:24,-33.93317,18.85845,-2832.266235,7771.56622,0.90345,0.73654,acceptable_efficiency
3885,1.0,0.9312,5/4/2022,2022-05-04 11:59:28,-33.93385,18.85136,-3497.125883,21847.373108,0.90345,0.73654,acceptable_efficiency
3886,0.826561,0.769694,5/4/2022,2022-05-04 11:59:29,-33.93378,18.85135,5015.800887,5367.586937,0.746757,0.73654,acceptable_efficiency
3887,0.697367,0.649388,5/4/2022,2022-05-04 11:59:31,-33.93299,18.85828,2277.567524,1384.865587,0.630036,0.73654,low_efficiency
3888,0.921301,0.857916,5/4/2022,2022-05-04 11:59:31,-33.9336,18.85146,1833.428546,21655.265275,0.83235,0.73654,acceptable_efficiency
3889,0.884926,0.824043,5/4/2022,2022-05-04 11:59:32,-33.9335,18.85152,6993.531801,13485.659143,0.799486,0.73654,acceptable_efficiency
3890,0.745247,0.693974,5/4/2022,2022-05-04 11:59:34,-33.9333,18.85161,1604.194101,5362.786786,0.673294,0.73654,acceptable_efficiency
3891,1.0,0.9312,5/4/2022,2022-05-04 11:59:34,-33.93288,18.85824,-923.499476,3207.328796,0.90345,0.73654,acceptable_efficiency
3892,0.823776,0.7671,5/4/2022,2022-05-04 11:59:35,-33.93284,18.85822,1613.282133,3306.020465,0.74424,0.73654,acceptable_efficiency
3893,0.894986,0.833411,5/4/2022,2022-05-04 11:59:35,-33.9332,18.85166,6796.206603,17937.853273,0.808575,0.73654,acceptable_efficiency
3894,1.0,0.9312,5/4/2022,2022-05-04 11:59:39,-33.93283,18.85185,-6302.267719,54565.557352,0.90345,0.73654,acceptable_efficiency
3895,1.0,0.9312,5/4/2022,2022-05-04 11:59:41,-33.9327,18.8579,-1199.861494,5620.466626,0.90345,0.73654,acceptable_efficiency
3896,0.821817,0.765276,5/4/2022,2022-05-04 11:59:48,-33.93246,18.85201,1790.694282,2037.388706,0.742471,0.73654,acceptable_efficiency
3897,0.029521,0.02749,5/4/2022,2022-05-04 11:59:48,-33.93264,18.85751,2224.258889,28.194531,0.026671,0.73654,low_efficiency
3898,0.921375,0.857984,5/4/2022,2022-05-04 11:59:50,-33.93238,18.85202,2828.918069,12240.612046,0.832416,0.73654,acceptable_efficiency
3899,0.930138,0.866145,5/4/2022,2022-05-04 11:59:51,-33.93233,18.85203,6278.880452,16912.892038,0.840334,0.73654,acceptable_efficiency
3900,0.912238,0.849476,5/4/2022,2022-05-04 11:59:52,-33.93226,18.85202,3495.723104,13004.754124,0.824161,0.73654,acceptable_efficiency
3901,1.0,0.9312,5/4/2022,2022-05-04 11:59:53,-33.93218,18.85202,-921.395231,6434.381025,0.90345,0.73654,acceptable_efficiency
3902,0.776176,0.722775,5/4/2022,2022-05-04 11:59:58,-33.93261,18.85706,133.160259,1711.466342,0.701236,0.73654,acceptable_efficiency
3903,0.923705,0.860154,5/4/2022,2022-05-04 12:00:01,-33.93259,18.85694,4010.167136,13555.535556,0.834522,0.73654,acceptable_efficiency
3904,0.927035,0.863255,5/4/2022,2022-05-04 12:00:02,-33.93259,18.85689,3384.560647,16310.47695,0.83753,0.73654,acceptable_efficiency
3905,0.931276,0.867205,5/4/2022,2022-05-04 12:00:04,-33.93261,18.85675,6131.627618,22092.088648,0.841362,0.73654,acceptable_efficiency
3906,0.938103,0.873561,5/4/2022,2022-05-04 12:00:05,-33.93261,18.85665,7341.168999,27499.82536,0.847529,0.73654,acceptable_efficiency
3907,0.940887,0.876154,5/4/2022,2022-05-04 12:00:06,-33.93262,18.85655,4360.26411,27189.228948,0.850045,0.73654,acceptable_efficiency
3908,1.0,0.9312,5/4/2022,2022-05-04 12:00:06,-33.9307,18.85154,932.093717,2631.162025,0.90345,0.73654,acceptable_efficiency
3909,1.0,0.9312,5/4/2022,2022-05-04 12:00:07,-33.93056,18.85152,-2833.196864,35749.072165,0.90345,0.73654,acceptable_efficiency
3910,0.777303,0.723824,5/4/2022,2022-05-04 12:00:11,-33.93267,18.85596,1667.170489,5706.606331,0.702254,0.73654,acceptable_efficiency
3911,0.745923,0.694603,5/4/2022,2022-05-04 12:00:20,-33.92908,18.85119,1663.840192,4395.541604,0.673904,0.73654,acceptable_efficiency
3912,0.406368,0.37841,5/4/2022,2022-05-04 12:00:22,-33.93283,18.85437,648.560281,1604.353547,0.367133,0.73654,low_efficiency
3913,0.899492,0.837607,5/4/2022,2022-05-04 12:00:24,-33.93285,18.85412,3751.660424,17779.225168,0.812647,0.73654,acceptable_efficiency
3914,0.752959,0.701156,5/4/2022,2022-05-04 12:00:25,-33.9286,18.85109,12.728468,7452.443095,0.680261,0.73654,acceptable_efficiency
3915,0.825703,0.768894,5/4/2022,2022-05-04 12:00:26,-33.93287,18.85389,1358.110181,7479.906094,0.745981,0.73654,acceptable_efficiency
3916,0.840503,0.782676,5/4/2022,2022-05-04 12:00:27,-33.92838,18.85104,1625.784243,14606.292918,0.759353,0.73654,acceptable_efficiency
3917,0.862498,0.803158,5/4/2022,2022-05-04 12:00:28,-33.92828,18.85102,2958.573592,17355.252079,0.779224,0.73654,acceptable_efficiency
3918,0.865886,0.806313,5/4/2022,2022-05-04 12:00:37,-33.92743,18.85106,2910.295602,10089.030497,0.782285,0.73654,acceptable_efficiency
3919,0.808146,0.752545,5/4/2022,2022-05-04 12:00:38,-33.93329,18.85311,210.797791,5211.701561,0.73012,0.73654,acceptable_efficiency
3920,0.75665,0.704592,5/4/2022,2022-05-04 12:00:40,-33.93343,18.85302,1620.85366,4073.682436,0.683595,0.73654,acceptable_efficiency
3921,1.0,0.9312,5/4/2022,2022-05-04 12:00:42,-33.93358,18.85291,-4411.649106,33859.891931,0.90345,0.73654,acceptable_efficiency
3922,1.0,0.9312,5/4/2022,2022-05-04 12:00:47,-33.92669,18.85162,-2773.157174,24204.012265,0.90345,0.73654,acceptable_efficiency
3923,0.855078,0.796249,5/4/2022,2022-05-04 12:00:52,-33.93412,18.85269,3512.6906,6844.212476,0.772521,0.73654,acceptable_efficiency
3924,0.857158,0.798185,5/4/2022,2022-05-04 12:00:53,-33.9342,18.85267,160.931695,8117.307161,0.7744,0.73654,acceptable_efficiency
3925,1.0,0.9312,5/4/2022,2022-05-04 12:00:55,-33.93436,18.85264,-935.579146,6821.094355,0.90345,0.73654,acceptable_efficiency
3926,1.0,0.9312,5/4/2022,2022-05-04 12:00:58,-33.92614,18.85208,-2533.86466,8457.826876,0.90345,0.73654,acceptable_efficiency
3927,1.0,0.9312,5/4/2022,2022-05-04 12:00:59,-33.93462,18.85261,-5236.054135,25868.662992,0.90345,0.73654,acceptable_efficiency
3928,1.0,0.9312,5/4/2022,2022-05-04 12:00:59,-33.92611,18.8521,-2327.497413,6597.949265,0.90345,0.73654,acceptable_efficiency
3929,0.714502,0.665344,5/4/2022,2022-05-04 12:01:01,-33.93468,18.85259,1627.946514,1867.94443,0.645517,0.73654,low_efficiency
3930,0.888408,0.827285,5/4/2022,2022-05-04 12:01:04,-33.93484,18.85259,1478.204381,7708.495337,0.802632,0.73654,acceptable_efficiency
3931,0.914941,0.851994,5/4/2022,2022-05-04 12:01:05,-33.9349,18.85259,2035.071771,12342.717563,0.826604,0.73654,acceptable_efficiency
3932,1.0,0.9312,5/4/2022,2022-05-04 12:01:11,-33.92612,18.85215,-1745.308761,520.36901,0.90345,0.73654,acceptable_efficiency
3933,1.0,0.9312,5/4/2022,2022-05-04 12:01:12,-33.92612,18.85215,0.0,0.0,0.90345,0.73654,acceptable_efficiency
3934,0.76671,0.713961,5/4/2022,2022-05-04 12:01:15,-33.92609,18.85216,12395.937704,5696.654916,0.692685,0.73654,acceptable_efficiency
3935,0.931949,0.867831,5/4/2022,2022-05-04 12:01:17,-33.92602,18.85219,7195.364236,21658.381631,0.84197,0.73654,acceptable_efficiency
3936,1.0,0.9312,5/4/2022,2022-05-04 12:01:17,-33.93581,18.85274,-3442.212248,25866.114469,0.90345,0.73654,acceptable_efficiency
3937,0.932322,0.868178,5/4/2022,2022-05-04 12:01:18,-33.92597,18.85221,2516.988972,18803.360075,0.842306,0.73654,acceptable_efficiency
3938,1.0,0.9312,5/4/2022,2022-05-04 12:01:19,-33.93598,18.85278,-1838.694382,12874.421152,0.90345,0.73654,acceptable_efficiency
3939,0.925995,0.862287,5/4/2022,2022-05-04 12:01:21,-33.92579,18.85225,1490.351603,16483.214741,0.836591,0.73654,acceptable_efficiency
3940,0.93511,0.870774,5/4/2022,2022-05-04 12:01:22,-33.92571,18.85226,5876.140908,21988.096,0.844825,0.73654,acceptable_efficiency
3941,1.0,0.9312,5/4/2022,2022-05-04 12:01:22,-33.93619,18.85283,-2952.626804,19511.788526,0.90345,0.73654,acceptable_efficiency
3942,0.923068,0.859561,5/4/2022,2022-05-04 12:01:23,-33.92562,18.85227,3071.735642,19903.937649,0.833946,0.73654,acceptable_efficiency
3943,1.0,0.9312,5/4/2022,2022-05-04 12:01:23,-33.93621,18.85283,-10461.557512,62821.520909,0.90345,0.73654,acceptable_efficiency
3944,0.914131,0.851239,5/4/2022,2022-05-04 12:01:26,-33.92531,18.8523,2870.126845,23206.339061,0.825872,0.73654,acceptable_efficiency
3945,0.93222,0.868083,5/4/2022,2022-05-04 12:01:27,-33.92519,18.85232,7544.215422,43927.076127,0.842214,0.73654,acceptable_efficiency
3946,0.324009,0.301717,5/4/2022,2022-05-04 12:01:28,-33.93634,18.85289,2447.94143,180.122899,0.292726,0.73654,low_efficiency
3947,0.810142,0.754404,5/4/2022,2022-05-04 12:01:29,-33.93638,18.85291,859.328056,2683.091383,0.731923,0.73654,acceptable_efficiency
3948,1.0,0.9312,5/4/2022,2022-05-04 12:01:30,-33.9248,18.85237,-202.858895,2767.096538,0.90345,0.73654,acceptable_efficiency
3949,0.830895,0.773729,5/4/2022,2022-05-04 12:01:34,-33.93665,18.85304,1036.86481,4581.09043,0.750672,0.73654,acceptable_efficiency
3950,0.898391,0.836581,5/4/2022,2022-05-04 12:01:35,-33.93673,18.85306,3488.358458,9547.545722,0.811651,0.73654,acceptable_efficiency
3951,0.900358,0.838414,5/4/2022,2022-05-04 12:01:36,-33.93681,18.85308,901.679764,11466.659962,0.813429,0.73654,acceptable_efficiency
3952,0.904678,0.842437,5/4/2022,2022-05-04 12:01:37,-33.93689,18.85309,2559.440316,12819.206587,0.817332,0.73654,acceptable_efficiency
3953,0.868479,0.808727,5/4/2022,2022-05-04 12:01:40,-33.93716,18.85314,1377.952762,10350.963227,0.784627,0.73654,acceptable_efficiency
3954,1.0,0.9312,5/4/2022,2022-05-04 12:01:40,-33.92329,18.85267,-3024.827765,44550.544772,0.90345,0.73654,acceptable_efficiency
3955,1.0,0.9312,5/4/2022,2022-05-04 12:01:41,-33.92314,18.8527,-334.10023,4812.552075,0.90345,0.73654,acceptable_efficiency
3956,0.655431,0.610337,5/4/2022,2022-05-04 12:01:42,-33.93734,18.85317,209.698284,3206.086861,0.592149,0.73654,low_efficiency
3957,1.0,0.9312,5/4/2022,2022-05-04 12:01:42,-33.92298,18.85274,-3603.243973,52742.296003,0.90345,0.73654,acceptable_efficiency
3958,1.0,0.9312,5/4/2022,2022-05-04 12:01:43,-33.92283,18.85276,-1103.198136,15353.967454,0.90345,0.73654,acceptable_efficiency
3959,1.0,0.9312,5/4/2022,2022-05-04 12:01:46,-33.92241,18.85279,-638.235087,8027.93083,0.90345,0.73654,acceptable_efficiency
3960,1.0,0.9312,5/4/2022,2022-05-04 12:01:49,-33.92203,18.85284,25.574802,7796.735582,0.90345,0.73654,acceptable_efficiency
3961,1.0,0.9312,5/4/2022,2022-05-04 12:01:54,-33.92152,18.85299,-4956.519153,30999.184238,0.90345,0.73654,acceptable_efficiency
3962,1.0,0.9312,5/4/2022,2022-05-04 12:01:56,-33.93821,18.85332,-86.872887,440.728681,0.90345,0.73654,acceptable_efficiency
3963,0.622348,0.57953,5/4/2022,2022-05-04 12:01:59,-33.93842,18.85331,2178.758474,1919.235595,0.56226,0.73654,low_efficiency
3964,0.285282,0.265654,5/4/2022,2022-05-04 12:02:01,-33.93859,18.85333,841.852372,569.023926,0.257738,0.73654,low_efficiency
3965,0.794825,0.740141,5/4/2022,2022-05-04 12:02:07,-33.93918,18.85345,1123.611313,7748.435495,0.718085,0.73654,acceptable_efficiency
3966,1.0,0.9312,5/4/2022,2022-05-04 12:02:08,-33.92146,18.853,0.0,0.0,0.90345,0.73654,acceptable_efficiency
3967,1.0,0.9312,5/4/2022,2022-05-04 12:02:14,-33.93983,18.8536,-2313.12377,14660.763898,0.90345,0.73654,acceptable_efficiency
3968,1.0,0.9312,5/4/2022,2022-05-04 12:02:29,-33.92146,18.85295,2888.370975,0.0,0.90345,0.73654,acceptable_efficiency
3969,1.0,0.9312,5/4/2022,2022-05-04 12:02:29,-33.93999,18.85363,0.0,0.0,0.90345,0.73654,acceptable_efficiency
3970,0.819084,0.762731,5/4/2022,2022-05-04 12:02:30,-33.92145,18.85295,3176.640232,1466.25514,0.740002,0.73654,acceptable_efficiency
3971,0.851021,0.792471,5/4/2022,2022-05-04 12:02:34,-33.92135,18.85296,206.913614,3864.847229,0.768855,0.73654,acceptable_efficiency
3972,1.0,0.9312,5/4/2022,2022-05-04 12:02:37,-33.92122,18.85297,-810.79787,4704.522101,0.90345,0.73654,acceptable_efficiency
3973,0.782724,0.728872,5/4/2022,2022-05-04 12:02:39,-33.94001,18.85366,737.393166,950.603216,0.707152,0.73654,acceptable_efficiency
3974,0.81902,0.762672,5/4/2022,2022-05-04 12:02:40,-33.94003,18.85366,1951.796218,1509.14877,0.739944,0.73654,acceptable_efficiency
3975,0.651313,0.606503,5/4/2022,2022-05-04 12:02:41,-33.94005,18.85364,2248.762785,758.480949,0.588429,0.73654,low_efficiency
3976,1.0,0.9312,5/4/2022,2022-05-04 12:02:45,-33.92065,18.85298,-2514.24087,16907.634546,0.90345,0.73654,acceptable_efficiency
3977,1.0,0.9312,5/4/2022,2022-05-04 12:02:51,-33.92043,18.85282,1032.53325,612.632917,0.90345,0.73654,acceptable_efficiency
3978,0.795149,0.740442,5/4/2022,2022-05-04 12:02:54,-33.92037,18.85275,1338.295087,2106.078511,0.718377,0.73654,acceptable_efficiency
3979,0.90483,0.842578,5/4/2022,2022-05-04 12:02:55,-33.92033,18.85272,3542.415475,7814.090779,0.817469,0.73654,acceptable_efficiency
3980,0.917462,0.854341,5/4/2022,2022-05-04 12:02:56,-33.92029,18.85269,3322.532603,11745.040538,0.828881,0.73654,acceptable_efficiency
3981,0.915273,0.852302,5/4/2022,2022-05-04 12:02:57,-33.92023,18.85264,1736.061708,13482.283246,0.826903,0.73654,acceptable_efficiency
3982,1.0,0.9312,5/4/2022,2022-05-04 12:03:00,-33.92004,18.85244,-3445.974351,28960.613385,0.90345,0.73654,acceptable_efficiency
3983,1.0,0.9312,5/4/2022,2022-05-04 12:03:00,-33.94035,18.85212,-3161.885285,13028.761343,0.90345,0.73654,acceptable_efficiency
3984,1.0,0.9312,5/4/2022,2022-05-04 12:03:05,-33.91966,18.85208,-3260.375052,30575.285318,0.90345,0.73654,acceptable_efficiency
3985,1.0,0.9312,5/4/2022,2022-05-04 12:03:06,-33.94033,18.85208,0.0,0.0,0.90345,0.73654,acceptable_efficiency
3986,1.0,0.9312,5/4/2022,2022-05-04 12:03:11,-33.94031,18.85207,0.0,0.0,0.90345,0.73654,acceptable_efficiency
3987,1.0,0.9312,5/4/2022,2022-05-04 12:03:17,-33.91898,18.85142,-1660.739662,9643.907198,0.90345,0.73654,acceptable_efficiency
